uniprot_accession	entry_name	description	protein_length_aa	hk_status	hk_source	ensg_mapping_status	uniprot_db_prefix	entry_name_from_fasta	review_status_from_fasta
Q6ZN92	DUTL_HUMAN	Putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323 OS=Homo sapiens OX=9606 PE=5 SV=1	141	non-HK		not_mapped_to_ensg	sp	DUTL_HUMAN	Swiss-Prot reviewed
Q6ZR03	YU004_HUMAN	Uncharacterized protein FLJ46757 OS=Homo sapiens OX=9606 PE=2 SV=1	302	non-HK		not_mapped_to_ensg	sp	YU004_HUMAN	Swiss-Prot reviewed
Q6ZVH6	YK004_HUMAN	Putative uncharacterized protein FLJ42569 OS=Homo sapiens OX=9606 PE=2 SV=1	145	non-HK		not_mapped_to_ensg	sp	YK004_HUMAN	Swiss-Prot reviewed
Q8IYB0	YK038_HUMAN	Putative uncharacterized protein MGC39545 OS=Homo sapiens OX=9606 PE=5 SV=2	196	non-HK		not_mapped_to_ensg	sp	YK038_HUMAN	Swiss-Prot reviewed
Q8N9G6	YJ012_HUMAN	Putative UPF0607 protein FLJ37424 OS=Homo sapiens OX=9606 PE=2 SV=1	341	non-HK		not_mapped_to_ensg	sp	YJ012_HUMAN	Swiss-Prot reviewed
Q9H379	YI012_HUMAN	Putative uncharacterized protein PRO3102 OS=Homo sapiens OX=9606 GN=PRO3102 PE=5 SV=1	93	non-HK		not_mapped_to_ensg	sp	YI012_HUMAN	Swiss-Prot reviewed
Q9H8V8	YD018_HUMAN	Putative uncharacterized protein FLJ13197 OS=Homo sapiens OX=9606 PE=5 SV=1	135	non-HK		not_mapped_to_ensg	sp	YD018_HUMAN	Swiss-Prot reviewed
Q9HAA7	YG046_HUMAN	Putative uncharacterized protein FLJ11871 OS=Homo sapiens OX=9606 PE=5 SV=1	133	non-HK		not_mapped_to_ensg	sp	YG046_HUMAN	Swiss-Prot reviewed
Q9N2J8	ENH3_HUMAN	HERV-H_2q24.1 provirus ancestral Env polyprotein OS=Homo sapiens OX=9606 PE=2 SV=1	555	non-HK		not_mapped_to_ensg	sp	ENH3_HUMAN	Swiss-Prot reviewed
Q9UF83	YM012_HUMAN	Uncharacterized protein DKFZp434B061 OS=Homo sapiens OX=9606 PE=1 SV=2	564	non-HK		not_mapped_to_ensg	sp	YM012_HUMAN	Swiss-Prot reviewed
Q9UFV3	YO007_HUMAN	Putative uncharacterized protein DKFZp434L187 OS=Homo sapiens OX=9606 PE=5 SV=2	132	non-HK		not_mapped_to_ensg	sp	YO007_HUMAN	Swiss-Prot reviewed
P01848	TRAC_HUMAN	T cell receptor alpha chain constant OS=Homo sapiens OX=9606 GN=TRAC PE=1 SV=2	140	non-HK		not_mapped_to_ensg	sp	TRAC_HUMAN	Swiss-Prot reviewed
Q13278	RIG_HUMAN	Putative protein RIG OS=Homo sapiens OX=9606 GN=RIG PE=5 SV=1	110	non-HK		not_mapped_to_ensg	sp	RIG_HUMAN	Swiss-Prot reviewed
Q66K80	RUAS1_HUMAN	Putative uncharacterized protein RUSC1-AS1 OS=Homo sapiens OX=9606 GN=RUSC1-AS1 PE=5 SV=1	236	non-HK		not_mapped_to_ensg	sp	RUAS1_HUMAN	Swiss-Prot reviewed
Q86V81	THOC4_HUMAN	THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3	257	non-HK		not_mapped_to_ensg	sp	THOC4_HUMAN	Swiss-Prot reviewed
Q8N616	TM148_HUMAN	Putative uncharacterized protein encoded by LINC00311 OS=Homo sapiens OX=9606 GN=LINC00311 PE=5 SV=1	119	non-HK		not_mapped_to_ensg	sp	TM148_HUMAN	Swiss-Prot reviewed
Q9P1P4	TAAR3_HUMAN	Putative trace amine-associated receptor 3 OS=Homo sapiens OX=9606 GN=TAAR3P PE=5 SV=1	343	non-HK		not_mapped_to_ensg	sp	TAAR3_HUMAN	Swiss-Prot reviewed
A0A096LPI5	GVQW2_HUMAN	Putative uncharacterized protein CCDC28A-AS1 OS=Homo sapiens OX=9606 GN=CCDC28A-AS1 PE=4 SV=1	108	non-HK		not_mapped_to_ensg	sp	GVQW2_HUMAN	Swiss-Prot reviewed
E5RG02	PRS46_HUMAN	Putative serine protease 46 OS=Homo sapiens OX=9606 GN=PRSS46P PE=3 SV=1	174	non-HK		not_mapped_to_ensg	sp	PRS46_HUMAN	Swiss-Prot reviewed
Q6ZV80	CB091_HUMAN	Putative uncharacterized protein LINC02898 OS=Homo sapiens OX=9606 GN=LINC02898 PE=5 SV=1	131	non-HK		not_mapped_to_ensg	sp	CB091_HUMAN	Swiss-Prot reviewed
Q86X59	CQ082_HUMAN	Putative uncharacterized protein LINC02875 OS=Homo sapiens OX=9606 GN=LINC02875 PE=5 SV=2	251	non-HK		not_mapped_to_ensg	sp	CQ082_HUMAN	Swiss-Prot reviewed
Q8N1T3	MYO1H_HUMAN	Unconventional myosin-Ih OS=Homo sapiens OX=9606 GN=MYO1H PE=1 SV=2	1032	non-HK		not_mapped_to_ensg	sp	MYO1H_HUMAN	Swiss-Prot reviewed
Q8N769	CN178_HUMAN	Putative uncharacterized protein SLIRP-OT1 OS=Homo sapiens OX=9606 GN=SLIRP-OT1 PE=5 SV=1	122	non-HK		not_mapped_to_ensg	sp	CN178_HUMAN	Swiss-Prot reviewed
Q9BQD1	MCHL2_HUMAN	Putative pro-MCH-like protein 2 OS=Homo sapiens OX=9606 GN=PMCHL2 PE=5 SV=1	86	non-HK		not_mapped_to_ensg	sp	MCHL2_HUMAN	Swiss-Prot reviewed
A6NIE9	PRS29_HUMAN	Putative serine protease 29 OS=Homo sapiens OX=9606 GN=PRSS29P PE=5 SV=3	313	non-HK		not_mapped_to_ensg	sp	PRS29_HUMAN	Swiss-Prot reviewed
P0DPF4	TVA35_HUMAN	T cell receptor alpha variable 35 OS=Homo sapiens OX=9606 GN=TRAV35 PE=3 SV=1	110	non-HK		not_mapped_to_ensg	sp	TVA35_HUMAN	Swiss-Prot reviewed
P10163	PRB4_HUMAN	Basic salivary proline-rich protein 4 OS=Homo sapiens OX=9606 GN=PRB4 PE=1 SV=4	310	non-HK		not_mapped_to_ensg	sp	PRB4_HUMAN	Swiss-Prot reviewed
Q3MJ40	C144B_HUMAN	Putative coiled-coil domain-containing protein 144B OS=Homo sapiens OX=9606 GN=CCDC144BP PE=5 SV=1	725	non-HK		not_mapped_to_ensg	sp	C144B_HUMAN	Swiss-Prot reviewed
Q8IZS5	OFCC1_HUMAN	Orofacial cleft 1 candidate gene 1 protein OS=Homo sapiens OX=9606 GN=OFCC1 PE=1 SV=1	231	non-HK		not_mapped_to_ensg	sp	OFCC1_HUMAN	Swiss-Prot reviewed
Q8IZS7	CLCL1_HUMAN	C-type lectin-like domain family 1 OS=Homo sapiens OX=9606 GN=CLECL1 PE=1 SV=1	167	non-HK		not_mapped_to_ensg	sp	CLCL1_HUMAN	Swiss-Prot reviewed
Q8NGX6	O10R2_HUMAN	Olfactory receptor 10R2 OS=Homo sapiens OX=9606 GN=OR10R2 PE=3 SV=3	335	non-HK		not_mapped_to_ensg	sp	O10R2_HUMAN	Swiss-Prot reviewed
Q8NHA6	OR2W6_HUMAN	Putative olfactory receptor 2W6 OS=Homo sapiens OX=9606 GN=OR2W6P PE=5 SV=1	318	non-HK		not_mapped_to_ensg	sp	OR2W6_HUMAN	Swiss-Prot reviewed
Q9BZK8	OCR1_HUMAN	Ovarian cancer-related protein 1 OS=Homo sapiens OX=9606 GN=OCR1 PE=4 SV=1	76	non-HK		not_mapped_to_ensg	sp	OCR1_HUMAN	Swiss-Prot reviewed
A4QPB2	LRP5L_HUMAN	Low-density lipoprotein receptor-related protein 5-like protein OS=Homo sapiens OX=9606 GN=LRP5L PE=2 SV=2	252	non-HK		not_mapped_to_ensg	sp	LRP5L_HUMAN	Swiss-Prot reviewed
O15225	INE1_HUMAN	Putative inactivation escape 1 protein OS=Homo sapiens OX=9606 GN=INE1 PE=5 SV=5	51	non-HK		not_mapped_to_ensg	sp	INE1_HUMAN	Swiss-Prot reviewed
P0CJ70	HMN3_HUMAN	Humanin-like 3 OS=Homo sapiens OX=9606 GN=MTRNR2L3 PE=2 SV=1	24	non-HK		not_mapped_to_ensg	sp	HMN3_HUMAN	Swiss-Prot reviewed
Q14236	EPAG_HUMAN	Early lymphoid activation gene protein OS=Homo sapiens OX=9606 GN=DIAPH2-AS1 PE=2 SV=2	149	non-HK		not_mapped_to_ensg	sp	EPAG_HUMAN	Swiss-Prot reviewed
Q6XXX2	CU024_HUMAN	Putative uncharacterized protein encoded by LINC00114 OS=Homo sapiens OX=9606 GN=LINC00114 PE=5 SV=1	140	non-HK		not_mapped_to_ensg	sp	CU024_HUMAN	Swiss-Prot reviewed
Q8NH05	OR4Q3_HUMAN	Olfactory receptor 4Q3 OS=Homo sapiens OX=9606 GN=OR4Q3 PE=3 SV=1	313	non-HK		not_mapped_to_ensg	sp	OR4Q3_HUMAN	Swiss-Prot reviewed
Q9H606	PRORY_HUMAN	Proline-rich protein, Y-linked OS=Homo sapiens OX=9606 GN=PRORY PE=2 SV=1	182	non-HK		not_mapped_to_ensg	sp	PRORY_HUMAN	Swiss-Prot reviewed
P0C866	F91A2_HUMAN	Putative uncharacterized protein encoded by LINC00869 OS=Homo sapiens OX=9606 GN=LINC00869 PE=5 SV=1	280	non-HK		not_mapped_to_ensg	sp	F91A2_HUMAN	Swiss-Prot reviewed
Q6UXU0	YS002_HUMAN	Putative uncharacterized protein UNQ9165/PRO28630 OS=Homo sapiens OX=9606 GN=UNQ9165/PRO28630 PE=2 SV=1	137	non-HK		not_mapped_to_ensg	sp	YS002_HUMAN	Swiss-Prot reviewed
P0DJD0	RGPD1_HUMAN	RANBP2-like and GRIP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RGPD1 PE=2 SV=1	1748	non-HK		not_mapped_to_ensg	sp	RGPD1_HUMAN	Swiss-Prot reviewed
P60608	EFC2_HUMAN	Endogenous retrovirus group FC1 member 1 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVFC1-1 PE=1 SV=1	527	non-HK		not_mapped_to_ensg	sp	EFC2_HUMAN	Swiss-Prot reviewed
Q8IZJ6	TDH_HUMAN	Inactive L-threonine 3-dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=TDH PE=2 SV=1	230	non-HK		not_mapped_to_ensg	sp	TDH_HUMAN	Swiss-Prot reviewed
O15428	PINL_HUMAN	Putative PIN1-like protein OS=Homo sapiens OX=9606 GN=PIN1P1 PE=5 SV=1	100	non-HK		not_mapped_to_ensg	sp	PINL_HUMAN	Swiss-Prot reviewed
P60008	HILS1_HUMAN	Putative histone H1.9 OS=Homo sapiens OX=9606 GN=H1-9P PE=5 SV=1	231	non-HK		not_mapped_to_ensg	sp	HILS1_HUMAN	Swiss-Prot reviewed
Q2KHR3	QSER1_HUMAN	Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=3	1735	non-HK		not_mapped_to_ensg	sp	QSER1_HUMAN	Swiss-Prot reviewed
Q6U949	IG2AS_HUMAN	Putative insulin-like growth factor 2 antisense gene protein OS=Homo sapiens OX=9606 GN=IGF2-AS PE=1 SV=2	168	non-HK		not_mapped_to_ensg	sp	IG2AS_HUMAN	Swiss-Prot reviewed
Q6ZN03	CU136_HUMAN	Putative uncharacterized protein encoded by LINC00322 OS=Homo sapiens OX=9606 GN=LINC00322 PE=5 SV=1	302	non-HK		not_mapped_to_ensg	sp	CU136_HUMAN	Swiss-Prot reviewed
Q86SI9	CEI_HUMAN	Putative uncharacterized protein IRX2-DT OS=Homo sapiens OX=9606 GN=IRX2-DT PE=5 SV=1	138	non-HK		not_mapped_to_ensg	sp	CEI_HUMAN	Swiss-Prot reviewed
Q9Y5M1	F215A_HUMAN	Uncharacterized protein FAM215A OS=Homo sapiens OX=9606 GN=FAM215A PE=5 SV=2	114	non-HK		not_mapped_to_ensg	sp	F215A_HUMAN	Swiss-Prot reviewed
P01880	IGHD_HUMAN	Immunoglobulin heavy constant delta OS=Homo sapiens OX=9606 GN=IGHD PE=1 SV=4	430	non-HK		not_mapped_to_ensg	sp	IGHD_HUMAN	Swiss-Prot reviewed
Q8IX95	CTGE3_HUMAN	Putative cTAGE family member 3 OS=Homo sapiens OX=9606 GN=CTAGE3P PE=5 SV=1	158	non-HK		not_mapped_to_ensg	sp	CTGE3_HUMAN	Swiss-Prot reviewed
Q8NAP1	CAST3_HUMAN	Putative protein CASTOR3P OS=Homo sapiens OX=9606 GN=CASTOR3P PE=5 SV=1	163	non-HK		not_mapped_to_ensg	sp	CAST3_HUMAN	Swiss-Prot reviewed
P0CW21	SPGOS_HUMAN	Putative uncharacterized protein SPART-AS1 OS=Homo sapiens OX=9606 GN=SPART-AS1 PE=5 SV=1	52	non-HK		not_mapped_to_ensg	sp	SPGOS_HUMAN	Swiss-Prot reviewed
Q6UXP9	YO001_HUMAN	Putative uncharacterized protein UNQ9370/PRO34162 OS=Homo sapiens OX=9606 GN=UNQ9370/PRO34162 PE=5 SV=1	181	non-HK		not_mapped_to_ensg	sp	YO001_HUMAN	Swiss-Prot reviewed
Q6ZUL3	CH086_HUMAN	Uncharacterized protein LINC03042 OS=Homo sapiens OX=9606 GN=LINC03042 PE=2 SV=1	223	non-HK		not_mapped_to_ensg	sp	CH086_HUMAN	Swiss-Prot reviewed
Q8NGN7	O10D4_HUMAN	Putative olfactory receptor 10D4 OS=Homo sapiens OX=9606 GN=OR10D4P PE=5 SV=1	298	non-HK		not_mapped_to_ensg	sp	O10D4_HUMAN	Swiss-Prot reviewed
Q93083	MT1L_HUMAN	Metallothionein-1L OS=Homo sapiens OX=9606 GN=MT1L PE=1 SV=1	61	non-HK		not_mapped_to_ensg	sp	MT1L_HUMAN	Swiss-Prot reviewed
A6NGU7	CX028_HUMAN	Putative uncharacterized protein encoded by LINC01546 OS=Homo sapiens OX=9606 GN=LINC01546 PE=5 SV=1	62	non-HK		not_mapped_to_ensg	sp	CX028_HUMAN	Swiss-Prot reviewed
Q9H2H0	CXXC4_HUMAN	CXXC-type zinc finger protein 4 OS=Homo sapiens OX=9606 GN=CXXC4 PE=1 SV=1	198	non-HK		not_mapped_to_ensg	sp	CXXC4_HUMAN	Swiss-Prot reviewed
Q9UHF3	NAT8B_HUMAN	N-acetyltransferase 8B OS=Homo sapiens OX=9606 GN=NAT8B PE=1 SV=1	227	non-HK		not_mapped_to_ensg	sp	NAT8B_HUMAN	Swiss-Prot reviewed
P0DPF6	CB27B_HUMAN	Putative uncharacterized protein CDRT15P3 OS=Homo sapiens OX=9606 GN=CDRT15P3 PE=5 SV=1	209	non-HK		not_mapped_to_ensg	sp	CB27B_HUMAN	Swiss-Prot reviewed
Q96IT6	ARAS1_HUMAN	Putative uncharacterized protein ARHGAP5-AS1 OS=Homo sapiens OX=9606 GN=ARHGAP5-AS1 PE=5 SV=1	56	non-HK		not_mapped_to_ensg	sp	ARAS1_HUMAN	Swiss-Prot reviewed
A6NEC2	PSAL_HUMAN	Puromycin-sensitive aminopeptidase-like protein OS=Homo sapiens OX=9606 GN=NPEPPSL1 PE=1 SV=3	478	non-HK		not_mapped_to_ensg	sp	PSAL_HUMAN	Swiss-Prot reviewed
A8K554	ZN815_HUMAN	Putative protein ZNF815 OS=Homo sapiens OX=9606 GN=ZNF815P PE=5 SV=1	130	non-HK		not_mapped_to_ensg	sp	ZN815_HUMAN	Swiss-Prot reviewed
B7Z8K6	TRDC_HUMAN	T cell receptor delta constant OS=Homo sapiens OX=9606 GN=TRDC PE=1 SV=2	153	non-HK		not_mapped_to_ensg	sp	TRDC_HUMAN	Swiss-Prot reviewed
Q6UWF5	YF002_HUMAN	Putative uncharacterized protein UNQ5815/PRO19632 OS=Homo sapiens OX=9606 GN=UNQ5815/PRO19632 PE=4 SV=1	114	non-HK		not_mapped_to_ensg	sp	YF002_HUMAN	Swiss-Prot reviewed
Q71F78	LCA10_HUMAN	Putative lung carcinoma-associated protein 10 OS=Homo sapiens OX=9606 GN=LCA10 PE=2 SV=1	164	non-HK		not_mapped_to_ensg	sp	LCA10_HUMAN	Swiss-Prot reviewed
A2A3N6	PIPSL_HUMAN	Putative PIP5K1A and PSMD4-like protein OS=Homo sapiens OX=9606 GN=PIPSL PE=5 SV=1	862	non-HK		not_mapped_to_ensg	sp	PIPSL_HUMAN	Swiss-Prot reviewed
P0CH98	F106C_HUMAN	Protein FAM106C OS=Homo sapiens OX=9606 GN=FAM106C PE=3 SV=1	169	non-HK		not_mapped_to_ensg	sp	F106C_HUMAN	Swiss-Prot reviewed
C9JC47	F157A_HUMAN	Putative protein FAM157A OS=Homo sapiens OX=9606 GN=FAM157A PE=3 SV=1	383	non-HK		not_mapped_to_ensg	sp	F157A_HUMAN	Swiss-Prot reviewed
P0DMU2	OR8G3_HUMAN	Olfactory receptor 8G3 OS=Homo sapiens OX=9606 GN=OR8G3 PE=3 SV=1	310	non-HK		not_mapped_to_ensg	sp	OR8G3_HUMAN	Swiss-Prot reviewed
Q8NEE0	KLAS1_HUMAN	Putative uncharacterized protein KLHL30-AS1 OS=Homo sapiens OX=9606 GN=KLHL30-AS1 PE=5 SV=1	82	non-HK		not_mapped_to_ensg	sp	KLAS1_HUMAN	Swiss-Prot reviewed
Q8NHW5	RLA0L_HUMAN	Putative ribosomal protein uL10-like OS=Homo sapiens OX=9606 GN=RPLP0P6 PE=5 SV=1	317	non-HK		not_mapped_to_ensg	sp	RLA0L_HUMAN	Swiss-Prot reviewed
Q8TAI1	TYMOS_HUMAN	TYMS opposite strand protein OS=Homo sapiens OX=9606 GN=TYMSOS PE=5 SV=2	123	non-HK		not_mapped_to_ensg	sp	TYMOS_HUMAN	Swiss-Prot reviewed
Q96MZ4	F218A_HUMAN	Protein FAM218A OS=Homo sapiens OX=9606 GN=FAM218A PE=1 SV=1	157	non-HK		not_mapped_to_ensg	sp	F218A_HUMAN	Swiss-Prot reviewed
Q9NZH4	PTTG3_HUMAN	Putative pituitary tumor-transforming gene 3 protein OS=Homo sapiens OX=9606 GN=PTTG3P PE=5 SV=1	202	non-HK		not_mapped_to_ensg	sp	PTTG3_HUMAN	Swiss-Prot reviewed
O60384	ZN861_HUMAN	Putative zinc finger protein 861 OS=Homo sapiens OX=9606 GN=ZNF861P PE=5 SV=1	105	non-HK		not_mapped_to_ensg	sp	ZN861_HUMAN	Swiss-Prot reviewed
Q5XLA6	CAR17_HUMAN	Putative caspase recruitment domain-containing protein 17P OS=Homo sapiens OX=9606 GN=CARD17P PE=5 SV=1	110	non-HK		not_mapped_to_ensg	sp	CAR17_HUMAN	Swiss-Prot reviewed
Q6ZST2	COLDT_HUMAN	Putative uncharacterized protein COL25A1-DT OS=Homo sapiens OX=9606 GN=COL25A1-DT PE=5 SV=1	131	non-HK		not_mapped_to_ensg	sp	COLDT_HUMAN	Swiss-Prot reviewed
Q8IVJ8	APRG1_HUMAN	APRG1 tumor suppressor candidate OS=Homo sapiens OX=9606 GN=APRG1 PE=2 SV=2	170	non-HK		not_mapped_to_ensg	sp	APRG1_HUMAN	Swiss-Prot reviewed
Q8WZA8	GC224_HUMAN	Putative gastric cancer-related gene 224 protein OS=Homo sapiens OX=9606 GN=GCRG224 PE=5 SV=1	35	non-HK		not_mapped_to_ensg	sp	GC224_HUMAN	Swiss-Prot reviewed
Q8WZB0	CI130_HUMAN	Putative uncharacterized protein ERCC6L2-AS1 OS=Homo sapiens OX=9606 GN=ERCC6L2-AS1 PE=5 SV=1	136	non-HK		not_mapped_to_ensg	sp	CI130_HUMAN	Swiss-Prot reviewed
Q96NS8	CLUP3_HUMAN	Putative protein CLUHP3 OS=Homo sapiens OX=9606 GN=CLUHP3 PE=5 SV=1	147	non-HK		not_mapped_to_ensg	sp	CLUP3_HUMAN	Swiss-Prot reviewed
P0C7V0	CF217_HUMAN	Putative uncharacterized protein encoded by LINC00271 OS=Homo sapiens OX=9606 GN=AHI1-DT PE=5 SV=1	271	non-HK		not_mapped_to_ensg	sp	CF217_HUMAN	Swiss-Prot reviewed
Q4G0G2	H1AS1_HUMAN	Putative uncharacterized protein H1-10-AS1 OS=Homo sapiens OX=9606 GN=H1-10-AS1 PE=5 SV=1	97	non-HK		not_mapped_to_ensg	sp	H1AS1_HUMAN	Swiss-Prot reviewed
A6NNA2	SRRM3_HUMAN	Serine/arginine repetitive matrix protein 3 OS=Homo sapiens OX=9606 GN=SRRM3 PE=1 SV=4	597	non-HK		not_mapped_to_ensg	sp	SRRM3_HUMAN	Swiss-Prot reviewed
Q5YKI7	GGNB1_HUMAN	Putative gametogenetin-binding protein 1 OS=Homo sapiens OX=9606 GN=GGNBP1 PE=5 SV=1	109	non-HK		not_mapped_to_ensg	sp	GGNB1_HUMAN	Swiss-Prot reviewed
Q9BYX7	ACTBM_HUMAN	Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1	375	non-HK		not_mapped_to_ensg	sp	ACTBM_HUMAN	Swiss-Prot reviewed
C0HMD7	INS4G_HUMAN	Protein InSETG-4 OS=Homo sapiens OX=9606 GN=InSet4-G PE=1 SV=1	151	non-HK		not_mapped_to_ensg	sp	INS4G_HUMAN	Swiss-Prot reviewed
P0CG22	DR4L1_HUMAN	Putative dehydrogenase/reductase SDR family member 4-like 1 OS=Homo sapiens OX=9606 GN=DHRS4L1 PE=5 SV=1	281	non-HK		not_mapped_to_ensg	sp	DR4L1_HUMAN	Swiss-Prot reviewed
Q30KQ1	DB133_HUMAN	Beta-defensin 133 OS=Homo sapiens OX=9606 GN=DEFB133 PE=3 SV=1	61	non-HK		not_mapped_to_ensg	sp	DB133_HUMAN	Swiss-Prot reviewed
Q719I0	AHSA2_HUMAN	Putative activator of 90 kDa heat shock protein ATPase homolog 2 OS=Homo sapiens OX=9606 GN=AHSA2P PE=5 SV=2	299	non-HK		not_mapped_to_ensg	sp	AHSA2_HUMAN	Swiss-Prot reviewed
Q75MW2	ZN767_HUMAN	Protein ZNF767 OS=Homo sapiens OX=9606 GN=ZNF767P PE=5 SV=1	155	non-HK		not_mapped_to_ensg	sp	ZN767_HUMAN	Swiss-Prot reviewed
Q8N9T2	CX042_HUMAN	Putative uncharacterized protein CXorf42 OS=Homo sapiens OX=9606 GN=NKAPP1 PE=5 SV=3	125	non-HK		not_mapped_to_ensg	sp	CX042_HUMAN	Swiss-Prot reviewed
Q96G42	KLD7B_HUMAN	Kelch domain-containing protein 7B OS=Homo sapiens OX=9606 GN=KLHDC7B PE=1 SV=2	594	non-HK		not_mapped_to_ensg	sp	KLD7B_HUMAN	Swiss-Prot reviewed
Q9P1G2	RBAS1_HUMAN	Putative uncharacterized protein encoded by RBM12B-AS1 OS=Homo sapiens OX=9606 GN=RBM12B-AS1 PE=5 SV=2	102	non-HK		not_mapped_to_ensg	sp	RBAS1_HUMAN	Swiss-Prot reviewed
P0DP75	M14OS_HUMAN	Putative uncharacterized protein MED14OS OS=Homo sapiens OX=9606 GN=MED14OS PE=5 SV=1	135	non-HK		not_mapped_to_ensg	sp	M14OS_HUMAN	Swiss-Prot reviewed
Q5NE16	CATL3_HUMAN	Putative inactive cathepsin L-like protein CTSL3P OS=Homo sapiens OX=9606 GN=CTSL3P PE=5 SV=1	218	non-HK		not_mapped_to_ensg	sp	CATL3_HUMAN	Swiss-Prot reviewed
Q8N2A0	CX062_HUMAN	Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens OX=9606 GN=LINC00269 PE=5 SV=1	174	non-HK		not_mapped_to_ensg	sp	CX062_HUMAN	Swiss-Prot reviewed
Q96FA7	ZB10P_HUMAN	Putative protein ZBED10P OS=Homo sapiens OX=9606 GN=ZBED10P PE=5 SV=1	236	non-HK		not_mapped_to_ensg	sp	ZB10P_HUMAN	Swiss-Prot reviewed
Q9P2X7	DEC1_HUMAN	Deleted in esophageal cancer 1 OS=Homo sapiens OX=9606 GN=DELEC1 PE=2 SV=1	70	non-HK		not_mapped_to_ensg	sp	DEC1_HUMAN	Swiss-Prot reviewed
Q17RA5	CMAS1_HUMAN	Putative uncharacterized protein EPCIP-AS1 OS=Homo sapiens OX=9606 GN=EPCIP-AS1 PE=5 SV=1	79	non-HK		not_mapped_to_ensg	sp	CMAS1_HUMAN	Swiss-Prot reviewed
A0A376A8Z9	A0A376A8Z9_HUMAN	KIR2DS5 protein OS=Homo sapiens OX=9606 GN=KIR2DS5 PE=2 SV=1	235	non-HK		not_mapped_to_ensg	tr	A0A376A8Z9_HUMAN	TrEMBL unreviewed
O95397	PKHA9_HUMAN	Putative protein PLEKHA9 OS=Homo sapiens OX=9606 GN=PLEKHA8P1 PE=5 SV=1	391	non-HK		not_mapped_to_ensg	sp	PKHA9_HUMAN	Swiss-Prot reviewed
P03986	TRGC2_HUMAN	T cell receptor gamma constant 2 OS=Homo sapiens OX=9606 GN=TRGC2 PE=1 SV=2	189	non-HK		not_mapped_to_ensg	sp	TRGC2_HUMAN	Swiss-Prot reviewed
P58550	FXYD8_HUMAN	Putative FXYD domain-containing ion transport regulator 8 OS=Homo sapiens OX=9606 GN=FXYD6P3 PE=5 SV=2	94	non-HK		not_mapped_to_ensg	sp	FXYD8_HUMAN	Swiss-Prot reviewed
P61565	ENK21_HUMAN	Endogenous retrovirus group K member 21 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK-21 PE=1 SV=1	698	non-HK		not_mapped_to_ensg	sp	ENK21_HUMAN	Swiss-Prot reviewed
Q5T5F5	A4AS1_HUMAN	Uncharacterized protein ADAMTSL4-AS1 OS=Homo sapiens OX=9606 GN=ADAMTSL4-AS1 PE=2 SV=1	129	non-HK		not_mapped_to_ensg	sp	A4AS1_HUMAN	Swiss-Prot reviewed
Q9H7T3	CJ095_HUMAN	Uncharacterized protein C10orf95 OS=Homo sapiens OX=9606 GN=C10orf95 PE=1 SV=1	257	non-HK		not_mapped_to_ensg	sp	CJ095_HUMAN	Swiss-Prot reviewed
Q9NVL1	F86C1_HUMAN	Putative protein FAM86C1P OS=Homo sapiens OX=9606 GN=FAM86C1P PE=5 SV=3	165	non-HK		not_mapped_to_ensg	sp	F86C1_HUMAN	Swiss-Prot reviewed
B4DSL7	B4DSL7_HUMAN	HCG2040263, isoform CRA_b OS=Homo sapiens OX=9606 GN=hCG_2040263 PE=2 SV=1	198	non-HK		not_mapped_to_ensg	tr	B4DSL7_HUMAN	TrEMBL unreviewed
P0DTE0	T2R36_HUMAN	Putative taste receptor type 2 member 36 OS=Homo sapiens OX=9606 GN=TAS2R36 PE=5 SV=1	309	non-HK		not_mapped_to_ensg	sp	T2R36_HUMAN	Swiss-Prot reviewed
Q86SQ3	AGRE4_HUMAN	Putative adhesion G protein-coupled receptor E4P OS=Homo sapiens OX=9606 GN=ADGRE4P PE=5 SV=1	457	non-HK		not_mapped_to_ensg	sp	AGRE4_HUMAN	Swiss-Prot reviewed
Q96CB5	CH044_HUMAN	Putative uncharacterized protein C8orf44 OS=Homo sapiens OX=9606 GN=C8orf44 PE=2 SV=2	159	non-HK		not_mapped_to_ensg	sp	CH044_HUMAN	Swiss-Prot reviewed
Q96KJ4	MSLNL_HUMAN	Mesothelin-like protein OS=Homo sapiens OX=9606 GN=MSLNL PE=3 SV=3	702	non-HK		not_mapped_to_ensg	sp	MSLNL_HUMAN	Swiss-Prot reviewed
Q9NZ38	IDAS1_HUMAN	Uncharacterized protein IDI2-AS1 OS=Homo sapiens OX=9606 GN=IDI2-AS1 PE=2 SV=1	188	non-HK		not_mapped_to_ensg	sp	IDAS1_HUMAN	Swiss-Prot reviewed
