uniprot_accession	entry_name	description	protein_length_aa	hk_status_protein_level	hk_source	gene_id	hk_status_gene_level	n_tissues_expressed	mean_nTPM_across_expressed_tissues	median_nTPM_across_expressed_tissues	breadth_group
P11413	G6PD_HUMAN	Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4	515	non-HK		ENSG00000160211	non-HK	36	30.680555555555557	26.4	broad non-HK
P04080	CYTB_HUMAN	Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2	98	non-HK		ENSG00000160213	non-HK	36	1139.736111111111	237.65	broad non-HK
P56182	RRP1_HUMAN	Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens OX=9606 GN=RRP1 PE=1 SV=1	461	non-HK		ENSG00000160214	non-HK	36	7.855555555555556	7.65	broad non-HK
Q9NRZ7	PLCC_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Homo sapiens OX=9606 GN=AGPAT3 PE=1 SV=1	376	HK	HRT Atlas	ENSG00000160216	HK	36	25.24722222222222	20.35	HK
P48553	TPC10_HUMAN	Trafficking protein particle complex subunit 10 OS=Homo sapiens OX=9606 GN=TRAPPC10 PE=1 SV=2	1259	non-HK		ENSG00000160218	non-HK	36	4.769444444444444	4.65	broad non-HK
Q8WWW8	GAB3_HUMAN	GRB2-associated-binding protein 3 OS=Homo sapiens OX=9606 GN=GAB3 PE=1 SV=1	586	non-HK		ENSG00000160219	non-HK	23	2.373913043478261	1.6	intermediate non-HK
P0DPI2	GAL3A_HUMAN	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3 PE=1 SV=1	268	HK	HRT Atlas	ENSG00000160221	HK	36	24.038888888888888	18.950000000000003	HK
O75144	ICOSL_HUMAN	ICOS ligand OS=Homo sapiens OX=9606 GN=ICOSLG PE=1 SV=2	302	non-HK		ENSG00000160223	non-HK	35	3.7685714285714287	3.1	intermediate non-HK
O43918	AIRE_HUMAN	Autoimmune regulator OS=Homo sapiens OX=9606 GN=AIRE PE=1 SV=1	545	non-HK		ENSG00000160224	non-HK	1	2.0	2.0	restricted non-HK
O43822	CF410_HUMAN	Cilia- and flagella-associated protein 410 OS=Homo sapiens OX=9606 GN=CFAP410 PE=1 SV=1	256	non-HK		ENSG00000160226	non-HK	36	23.658333333333335	21.9	broad non-HK
Q6ZN08	ZNF66_HUMAN	Zinc finger protein 66 OS=Homo sapiens OX=9606 GN=ZNF66 PE=1 SV=3	573	non-HK		ENSG00000160229	non-HK	19	1.6842105263157894	1.2	intermediate non-HK
Q9BY71	LRRC3_HUMAN	Leucine-rich repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=LRRC3 PE=1 SV=1	257	non-HK		ENSG00000160233	non-HK	22	2.5318181818181817	1.5	intermediate non-HK
P05107	ITB2_HUMAN	Integrin beta-2 OS=Homo sapiens OX=9606 GN=ITGB2 PE=1 SV=3	769	non-HK		ENSG00000160255	non-HK	36	15.61111111111111	8.100000000000001	broad non-HK
Q9NSI2	SLX9_HUMAN	Ribosome biogenesis protein SLX9 homolog OS=Homo sapiens OX=9606 GN=SLX9 PE=1 SV=2	230	non-HK		ENSG00000160256	non-HK	36	18.730555555555554	16.1	broad non-HK
Q12967	GNDS_HUMAN	Ral guanine nucleotide dissociation stimulator OS=Homo sapiens OX=9606 GN=RALGDS PE=1 SV=2	914	non-HK		ENSG00000160271	non-HK	36	35.98888888888889	28.85	broad non-HK
O95954	FTCD_HUMAN	Formimidoyltransferase-cyclodeaminase OS=Homo sapiens OX=9606 GN=FTCD PE=1 SV=2	541	non-HK		ENSG00000160282	non-HK	23	49.48260869565217	2.9	intermediate non-HK
Q9H0A9	SPC1L_HUMAN	Speriolin-like protein OS=Homo sapiens OX=9606 GN=SPATC1L PE=1 SV=3	340	non-HK		ENSG00000160284	non-HK	35	12.577142857142857	10.1	intermediate non-HK
P48449	LSS_HUMAN	Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1	732	non-HK		ENSG00000160285	non-HK	36	23.36111111111111	22.0	broad non-HK
P52735	VAV2_HUMAN	Guanine nucleotide exchange factor VAV2 OS=Homo sapiens OX=9606 GN=VAV2 PE=1 SV=2	878	non-HK		ENSG00000160293	non-HK	36	11.024999999999999	8.8	broad non-HK
O60318	GANP_HUMAN	Germinal-center associated nuclear protein OS=Homo sapiens OX=9606 GN=MCM3AP PE=1 SV=2	1980	non-HK		ENSG00000160294	non-HK	36	11.252777777777778	11.1	broad non-HK
P58505	CU058_HUMAN	Uncharacterized protein C21orf58 OS=Homo sapiens OX=9606 GN=C21orf58 PE=1 SV=2	322	non-HK		ENSG00000160298	non-HK	36	3.2777777777777777	2.4	broad non-HK
O95613	PCNT_HUMAN	Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4	3336	non-HK		ENSG00000160299	non-HK	36	17.15277777777778	9.649999999999999	broad non-HK
Q14689	DIP2A_HUMAN	Disco-interacting protein 2 homolog A OS=Homo sapiens OX=9606 GN=DIP2A PE=1 SV=2	1571	non-HK		ENSG00000160305	non-HK	36	4.866666666666666	4.8	broad non-HK
P04271	S100B_HUMAN	Protein S100-B OS=Homo sapiens OX=9606 GN=S100B PE=1 SV=2	92	non-HK		ENSG00000160307	non-HK	36	330.7027777777778	19.1	broad non-HK
P55345	ANM2_HUMAN	Protein arginine N-methyltransferase 2 OS=Homo sapiens OX=9606 GN=PRMT2 PE=1 SV=1	433	non-HK		ENSG00000160310	non-HK	36	39.919444444444444	34.8	broad non-HK
Q8NHS1	CLDN2_HUMAN	Claudin domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CLDND2 PE=1 SV=1	167	non-HK		ENSG00000160318	non-HK	36	5.147222222222222	3.95	broad non-HK
O43345	ZN208_HUMAN	Zinc finger protein 208 OS=Homo sapiens OX=9606 GN=ZNF208 PE=1 SV=2	1280	non-HK		ENSG00000160321	non-HK	32	3.69375	3.1	intermediate non-HK
Q76LX8	ATS13_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 13 OS=Homo sapiens OX=9606 GN=ADAMTS13 PE=1 SV=1	1427	non-HK		ENSG00000160323	non-HK	36	7.875	5.6	broad non-HK
Q9UGQ2	FLOWR_HUMAN	Calcium channel flower homolog OS=Homo sapiens OX=9606 GN=CACFD1 PE=1 SV=1	172	non-HK		ENSG00000160325	non-HK	36	13.213888888888889	10.5	broad non-HK
Q9UGQ3	GTR6_HUMAN	Solute carrier family 2, facilitated glucose transporter member 6 OS=Homo sapiens OX=9606 GN=SLC2A6 PE=1 SV=2	507	non-HK		ENSG00000160326	non-HK	34	5.361764705882353	3.3499999999999996	intermediate non-HK
Q86XN6	ZN761_HUMAN	Zinc finger protein 761 OS=Homo sapiens OX=9606 GN=ZNF761 PE=1 SV=3	746	non-HK		ENSG00000160336	non-HK	36	6.227777777777778	5.55	broad non-HK
Q15485	FCN2_HUMAN	Ficolin-2 OS=Homo sapiens OX=9606 GN=FCN2 PE=1 SV=2	313	non-HK		ENSG00000160339	non-HK	10	11.639999999999999	2.75	restricted non-HK
Q5BN46	PIRC1_HUMAN	Piercer of microtubule wall 1 protein OS=Homo sapiens OX=9606 GN=PIERCE1 PE=1 SV=1	136	non-HK		ENSG00000160345	non-HK	36	8.558333333333334	3.8	broad non-HK
P31025	LCN1_HUMAN	Lipocalin-1 OS=Homo sapiens OX=9606 GN=LCN1 PE=1 SV=1	176	non-HK		ENSG00000160349	non-HK	4	4.325	1.85	restricted non-HK
Q86YR5	GPSM1_HUMAN	G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1 PE=1 SV=2	675	non-HK		ENSG00000160360	non-HK	36	25.291666666666668	20.9	broad non-HK
Q8N9M1	CS047_HUMAN	Uncharacterized protein C19orf47 OS=Homo sapiens OX=9606 GN=C19orf47 PE=1 SV=1	422	non-HK		ENSG00000160392	non-HK	36	23.308333333333334	8.6	broad non-HK
Q8NE63	HIPK4_HUMAN	Homeodomain-interacting protein kinase 4 OS=Homo sapiens OX=9606 GN=HIPK4 PE=1 SV=1	616	non-HK		ENSG00000160396	non-HK	6	6.633333333333333	4.449999999999999	restricted non-HK
Q5JU67	CF157_HUMAN	Cilia- and flagella-associated protein 157 OS=Homo sapiens OX=9606 GN=CFAP157 PE=1 SV=1	520	non-HK		ENSG00000160401	non-HK	10	10.389999999999999	8.75	restricted non-HK
Q5JU69	TOR2A_HUMAN	Torsin-2A OS=Homo sapiens OX=9606 GN=TOR2A PE=1 SV=1	321	non-HK		ENSG00000160404	non-HK	36	8.98611111111111	8.05	broad non-HK
Q969X2	SIA7F_HUMAN	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 OS=Homo sapiens OX=9606 GN=ST6GALNAC6 PE=1 SV=1	333	non-HK		ENSG00000160408	non-HK	36	65.48055555555555	55.650000000000006	broad non-HK
Q8TBC3	SHKB1_HUMAN	SH3KBP1-binding protein 1 OS=Homo sapiens OX=9606 GN=SHKBP1 PE=1 SV=2	707	non-HK		ENSG00000160410	non-HK	36	30.069444444444443	30.5	broad non-HK
Q8NBN7	RDH13_HUMAN	Retinol dehydrogenase 13 OS=Homo sapiens OX=9606 GN=RDH13 PE=1 SV=2	331	non-HK		ENSG00000160439	non-HK	36	6.702777777777778	5.300000000000001	broad non-HK
Q7Z7L7	ZER1_HUMAN	Protein zer-1 homolog OS=Homo sapiens OX=9606 GN=ZER1 PE=1 SV=1	766	HK	HRT Atlas	ENSG00000160445	HK	36	31.863888888888887	26.75	HK
Q96GR4	ZDH12_HUMAN	Palmitoyltransferase ZDHHC12 OS=Homo sapiens OX=9606 GN=ZDHHC12 PE=1 SV=2	267	non-HK		ENSG00000160446	non-HK	35	21.425714285714285	16.2	intermediate non-HK
Q6P5Z2	PKN3_HUMAN	Serine/threonine-protein kinase N3 OS=Homo sapiens OX=9606 GN=PKN3 PE=1 SV=1	889	non-HK		ENSG00000160447	non-HK	35	5.871428571428571	5.1	intermediate non-HK
Q9H254	SPTN4_HUMAN	Spectrin beta chain, non-erythrocytic 4 OS=Homo sapiens OX=9606 GN=SPTBN4 PE=1 SV=2	2564	non-HK		ENSG00000160460	non-HK	23	4.921739130434783	2.0	intermediate non-HK
Q8TDC3	BRSK1_HUMAN	Serine/threonine-protein kinase BRSK1 OS=Homo sapiens OX=9606 GN=BRSK1 PE=1 SV=2	778	non-HK		ENSG00000160469	non-HK	34	31.71764705882353	7.25	intermediate non-HK
Q6YFQ2	CX6B2_HUMAN	Cytochrome c oxidase subunit 6B2 OS=Homo sapiens OX=9606 GN=COX6B2 PE=1 SV=1	88	non-HK		ENSG00000160471	non-HK	6	16.6	1.8499999999999999	restricted non-HK
Q8WZ59	TM190_HUMAN	Transmembrane protein 190 OS=Homo sapiens OX=9606 GN=TMEM190 PE=1 SV=1	177	non-HK		ENSG00000160472	non-HK	8	14.35	6.55	restricted non-HK
Q96MN2	NALP4_HUMAN	NACHT, LRR and PYD domains-containing protein 4 OS=Homo sapiens OX=9606 GN=NLRP4 PE=1 SV=3	994	non-HK		ENSG00000160505	non-HK	1	4.9	4.9	restricted non-HK
Q8NBV4	PLPP7_HUMAN	Inactive phospholipid phosphatase 7 OS=Homo sapiens OX=9606 GN=PLPP7 PE=1 SV=1	271	non-HK		ENSG00000160539	non-HK	35	12.540000000000001	5.4	intermediate non-HK
Q7L7X3	TAOK1_HUMAN	Serine/threonine-protein kinase TAO1 OS=Homo sapiens OX=9606 GN=TAOK1 PE=1 SV=1	1001	HK	HRT Atlas	ENSG00000160551	HK	36	8.677777777777777	8.399999999999999	HK
Q6P2C8	MED27_HUMAN	Mediator of RNA polymerase II transcription subunit 27 OS=Homo sapiens OX=9606 GN=MED27 PE=1 SV=1	311	non-HK		ENSG00000160563	non-HK	36	15.377777777777778	14.75	broad non-HK
Q8WXF8	DEDD2_HUMAN	DNA-binding death effector domain-containing protein 2 OS=Homo sapiens OX=9606 GN=DEDD2 PE=1 SV=1	326	non-HK		ENSG00000160570	non-HK	36	11.472222222222221	10.6	broad non-HK
Q9Y2K2	SIK3_HUMAN	Serine/threonine-protein kinase SIK3 OS=Homo sapiens OX=9606 GN=SIK3 PE=1 SV=4	1321	non-HK		ENSG00000160584	non-HK	36	9.572222222222223	8.65	broad non-HK
Q6UWV2	MPZL3_HUMAN	Myelin protein zero-like protein 3 OS=Homo sapiens OX=9606 GN=MPZL3 PE=1 SV=1	235	non-HK		ENSG00000160588	non-HK	27	6.618518518518518	3.9	intermediate non-HK
Q86YT9	JAML_HUMAN	Junctional adhesion molecule-like OS=Homo sapiens OX=9606 GN=JAML PE=1 SV=1	394	non-HK		ENSG00000160593	non-HK	27	6.937037037037037	3.6	intermediate non-HK
Q86SG6	NEK8_HUMAN	Serine/threonine-protein kinase Nek8 OS=Homo sapiens OX=9606 GN=NEK8 PE=1 SV=1	692	non-HK		ENSG00000160602	non-HK	33	2.8060606060606057	2.3	intermediate non-HK
Q96CP7	TLCD1_HUMAN	TLC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TLCD1 PE=1 SV=1	247	non-HK		ENSG00000160606	non-HK	35	7.894285714285715	6.3	intermediate non-HK
Q16549	PCSK7_HUMAN	Proprotein convertase subtilisin/kexin type 7 OS=Homo sapiens OX=9606 GN=PCSK7 PE=1 SV=2	785	non-HK		ENSG00000160613	non-HK	36	13.405555555555557	12.05	broad non-HK
Q15424	SAFB1_HUMAN	Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4	915	HK	HRT Atlas	ENSG00000160633	HK	36	45.40555555555555	42.7	HK
P09693	CD3G_HUMAN	T-cell surface glycoprotein CD3 gamma chain OS=Homo sapiens OX=9606 GN=CD3G PE=1 SV=1	182	non-HK		ENSG00000160654	non-HK	2	4.1	4.1	restricted non-HK
P23297	S10A1_HUMAN	Protein S100-A1 OS=Homo sapiens OX=9606 GN=S100A1 PE=1 SV=2	94	non-HK		ENSG00000160678	non-HK	35	339.4485714285714	23.8	intermediate non-HK
Q9Y3Y2	CHTOP_HUMAN	Chromatin target of PRMT1 protein OS=Homo sapiens OX=9606 GN=CHTOP PE=1 SV=2	248	HK	HRT Atlas	ENSG00000160679	HK	36	48.28888888888889	45.900000000000006	HK
P32302	CXCR5_HUMAN	C-X-C chemokine receptor type 5 OS=Homo sapiens OX=9606 GN=CXCR5 PE=1 SV=1	372	non-HK		ENSG00000160683	non-HK	31	3.448387096774194	2.2	intermediate non-HK
O15156	ZBT7B_HUMAN	Zinc finger and BTB domain-containing protein 7B OS=Homo sapiens OX=9606 GN=ZBTB7B PE=1 SV=2	539	non-HK		ENSG00000160685	non-HK	36	28.083333333333332	23.65	broad non-HK
Q8NFF5	FAD1_HUMAN	Bifunctional FAD diphosphatase/FAD synthase OS=Homo sapiens OX=9606 GN=FLAD1 PE=1 SV=1	587	non-HK		ENSG00000160688	non-HK	36	19.98888888888889	20.299999999999997	broad non-HK
P29353	SHC1_HUMAN	SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=4	583	non-HK		ENSG00000160691	non-HK	36	63.16111111111112	65.6	broad non-HK
Q9H270	VPS11_HUMAN	Vacuolar protein sorting-associated protein 11 homolog OS=Homo sapiens OX=9606 GN=VPS11 PE=1 SV=2	941	non-HK		ENSG00000160695	non-HK	36	19.255555555555556	18.45	broad non-HK
Q86UT6	NLRX1_HUMAN	NLR family member X1 OS=Homo sapiens OX=9606 GN=NLRX1 PE=1 SV=1	975	non-HK		ENSG00000160703	non-HK	36	4.286111111111111	4.0	broad non-HK
P55265	DSRAD_HUMAN	Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4	1226	non-HK		ENSG00000160710	non-HK	36	28.383333333333333	27.6	broad non-HK
P08887	IL6RA_HUMAN	Interleukin-6 receptor subunit alpha OS=Homo sapiens OX=9606 GN=IL6R PE=1 SV=1	468	non-HK		ENSG00000160712	non-HK	36	10.252777777777776	5.9	broad non-HK
Q7Z7E8	UB2Q1_HUMAN	Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens OX=9606 GN=UBE2Q1 PE=1 SV=1	422	HK	HRT Atlas	ENSG00000160714	HK	36	24.922222222222224	24.4	HK
P17787	ACHB2_HUMAN	Neuronal acetylcholine receptor subunit beta-2 OS=Homo sapiens OX=9606 GN=CHRNB2 PE=1 SV=1	502	non-HK		ENSG00000160716	non-HK	10	7.35	7.85	restricted non-HK
Q53ET0	CRTC2_HUMAN	CREB-regulated transcription coactivator 2 OS=Homo sapiens OX=9606 GN=CRTC2 PE=1 SV=2	693	non-HK		ENSG00000160741	non-HK	36	27.083333333333332	27.85	broad non-HK
Q9NW15	ANO10_HUMAN	Anoctamin-10 OS=Homo sapiens OX=9606 GN=ANO10 PE=1 SV=2	660	non-HK		ENSG00000160746	non-HK	36	16.983333333333334	15.55	broad non-HK
P14324	FPPS_HUMAN	Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=4	419	non-HK		ENSG00000160752	non-HK	36	70.65555555555555	60.599999999999994	broad non-HK
Q9BVN2	RUSC1_HUMAN	AP-4 complex accessory subunit RUSC1 OS=Homo sapiens OX=9606 GN=RUSC1 PE=1 SV=3	902	non-HK		ENSG00000160753	non-HK	36	29.327777777777776	27.049999999999997	broad non-HK
P81408	EREP3_HUMAN	Protein ENTREP3 OS=Homo sapiens OX=9606 GN=ENTREP3 PE=1 SV=2	668	non-HK		ENSG00000160767	non-HK	36	11.894444444444444	10.899999999999999	broad non-HK
Q6TCH4	PAQR6_HUMAN	Membrane progestin receptor delta OS=Homo sapiens OX=9606 GN=PAQR6 PE=1 SV=2	344	non-HK		ENSG00000160781	non-HK	35	83.77714285714285	3.4	intermediate non-HK
Q6P1K2	PMF1_HUMAN	Polyamine-modulated factor 1 OS=Homo sapiens OX=9606 GN=PMF1 PE=1 SV=2	205	HK	HRT Atlas	ENSG00000160783	HK	36	40.416666666666664	38.400000000000006	HK
Q96H78	S2544_HUMAN	Solute carrier family 25 member 44 OS=Homo sapiens OX=9606 GN=SLC25A44 PE=1 SV=1	314	non-HK		ENSG00000160785	non-HK	36	13.633333333333333	11.8	broad non-HK
P02545	LMNA_HUMAN	Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1	664	HK	HRT Atlas	ENSG00000160789	HK	36	110.14722222222223	116.9	HK
P51681	CCR5_HUMAN	C-C chemokine receptor type 5 OS=Homo sapiens OX=9606 GN=CCR5 PE=1 SV=1	352	non-HK		ENSG00000160791	non-HK	7	2.2142857142857144	1.3	restricted non-HK
Q6ZNJ1	NBEL2_HUMAN	Neurobeachin-like protein 2 OS=Homo sapiens OX=9606 GN=NBEAL2 PE=1 SV=2	2754	non-HK		ENSG00000160796	non-HK	35	23.69714285714286	14.3	intermediate non-HK
Q8WUD4	CCD12_HUMAN	Coiled-coil domain-containing protein 12 OS=Homo sapiens OX=9606 GN=CCDC12 PE=1 SV=1	166	HK	HRT Atlas	ENSG00000160799	HK	36	6.736111111111111	5.55	HK
Q03431	PTH1R_HUMAN	Parathyroid hormone/parathyroid hormone-related peptide receptor OS=Homo sapiens OX=9606 GN=PTH1R PE=1 SV=1	593	non-HK		ENSG00000160801	non-HK	35	39.18	20.6	intermediate non-HK
Q9NRR5	UBQL4_HUMAN	Ubiquilin-4 OS=Homo sapiens OX=9606 GN=UBQLN4 PE=1 SV=2	601	HK	HRT Atlas	ENSG00000160803	HK	36	26.058333333333334	24.45	HK
P08590	MYL3_HUMAN	Myosin light chain 3 OS=Homo sapiens OX=9606 GN=MYL3 PE=1 SV=3	195	non-HK		ENSG00000160808	non-HK	36	328.68888888888887	5.300000000000001	broad non-HK
Q8TAP8	PPR35_HUMAN	Protein phosphatase 1 regulatory subunit 35 OS=Homo sapiens OX=9606 GN=PPP1R35 PE=1 SV=1	253	non-HK		ENSG00000160813	non-HK	36	12.502777777777778	11.85	broad non-HK
Q8N4P6	LRC71_HUMAN	Leucine-rich repeat-containing protein 71 OS=Homo sapiens OX=9606 GN=LRRC71 PE=1 SV=1	559	non-HK		ENSG00000160838	non-HK	6	6.266666666666667	2.05	restricted non-HK
Q96P31	FCRL3_HUMAN	Fc receptor-like protein 3 OS=Homo sapiens OX=9606 GN=FCRL3 PE=1 SV=1	734	non-HK		ENSG00000160856	non-HK	2	13.75	13.75	restricted non-HK
P25311	ZA2G_HUMAN	Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2	298	non-HK		ENSG00000160862	non-HK	36	251.6194444444444	13.7	broad non-HK
P22455	FGFR4_HUMAN	Fibroblast growth factor receptor 4 OS=Homo sapiens OX=9606 GN=FGFR4 PE=1 SV=2	802	non-HK		ENSG00000160867	non-HK	29	12.982758620689655	4.1	intermediate non-HK
P08684	CP3A4_HUMAN	Cytochrome P450 3A4 OS=Homo sapiens OX=9606 GN=CYP3A4 PE=1 SV=4	503	non-HK		ENSG00000160868	non-HK	7	115.44285714285715	2.9	restricted non-HK
P24462	CP3A7_HUMAN	Cytochrome P450 3A7 OS=Homo sapiens OX=9606 GN=CYP3A7 PE=1 SV=3	503	non-HK		ENSG00000160870	non-HK	3	17.266666666666666	2.5	restricted non-HK
Q96RE7	NACC1_HUMAN	Nucleus accumbens-associated protein 1 OS=Homo sapiens OX=9606 GN=NACC1 PE=1 SV=1	527	HK	HRT Atlas	ENSG00000160877	HK	36	16.552777777777777	14.850000000000001	HK
P15538	C11B1_HUMAN	Cytochrome P450 11B1, mitochondrial OS=Homo sapiens OX=9606 GN=CYP11B1 PE=1 SV=5	503	non-HK		ENSG00000160882	non-HK	4	838.125	3.45	restricted non-HK
P52790	HXK3_HUMAN	Hexokinase-3 OS=Homo sapiens OX=9606 GN=HK3 PE=1 SV=2	923	non-HK		ENSG00000160883	non-HK	19	7.610526315789474	2.8	intermediate non-HK
Q17RY6	LY6K_HUMAN	Lymphocyte antigen 6K OS=Homo sapiens OX=9606 GN=LY6K PE=1 SV=2	165	non-HK		ENSG00000160886	non-HK	22	4.5	2.2	intermediate non-HK
Q9BTL4	IER2_HUMAN	Immediate early response gene 2 protein OS=Homo sapiens OX=9606 GN=IER2 PE=1 SV=1	223	non-HK		ENSG00000160888	non-HK	36	84.99444444444445	79.3	broad non-HK
Q53GI3	ZN394_HUMAN	Zinc finger protein 394 OS=Homo sapiens OX=9606 GN=ZNF394 PE=1 SV=2	561	non-HK		ENSG00000160908	non-HK	36	10.141666666666667	10.45	broad non-HK
O95639	CPSF4_HUMAN	Cleavage and polyadenylation specificity factor subunit 4 OS=Homo sapiens OX=9606 GN=CPSF4 PE=1 SV=1	269	non-HK		ENSG00000160917	non-HK	36	18.674999999999997	17.450000000000003	broad non-HK
Q16553	LY6E_HUMAN	Lymphocyte antigen 6E OS=Homo sapiens OX=9606 GN=LY6E PE=1 SV=1	131	HK	HRT Atlas	ENSG00000160932	HK	36	153.83888888888887	145.7	HK
Q9UK41	VPS28_HUMAN	Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens OX=9606 GN=VPS28 PE=1 SV=1	221	HK	HRT Atlas	ENSG00000160948	HK	35	134.07714285714286	129.6	HK
Q96HA7	TONSL_HUMAN	Tonsoku-like protein OS=Homo sapiens OX=9606 GN=TONSL PE=1 SV=2	1378	non-HK		ENSG00000160949	non-HK	25	2.244	2.0	intermediate non-HK
P34995	PE2R1_HUMAN	Prostaglandin E2 receptor EP1 subtype OS=Homo sapiens OX=9606 GN=PTGER1 PE=1 SV=3	402	non-HK		ENSG00000160951	non-HK	7	5.971428571428571	2.4	restricted non-HK
Q2TAK8	PWP3A_HUMAN	PWWP domain-containing DNA repair factor 3A OS=Homo sapiens OX=9606 GN=PWWP3A PE=1 SV=3	710	non-HK		ENSG00000160953	non-HK	36	18.197222222222223	14.95	broad non-HK
O94761	RECQ4_HUMAN	ATP-dependent DNA helicase Q4 OS=Homo sapiens OX=9606 GN=RECQL4 PE=1 SV=2	1208	non-HK		ENSG00000160957	non-HK	36	4.144444444444444	2.75	broad non-HK
Q15048	LRC14_HUMAN	Leucine-rich repeat-containing protein 14 OS=Homo sapiens OX=9606 GN=LRRC14 PE=1 SV=1	493	HK	HRT Atlas	ENSG00000160959	HK	36	12.274999999999999	12.25	HK
Q96JL9	ZN333_HUMAN	Zinc finger protein 333 OS=Homo sapiens OX=9606 GN=ZNF333 PE=1 SV=3	665	non-HK		ENSG00000160961	non-HK	36	4.308333333333334	3.85	broad non-HK
Q96A83	COQA1_HUMAN	Collagen alpha-1(XXVI) chain OS=Homo sapiens OX=9606 GN=COL26A1 PE=1 SV=1	441	non-HK		ENSG00000160963	non-HK	13	5.6692307692307695	4.4	intermediate non-HK
Q96I34	PP16A_HUMAN	Protein phosphatase 1 regulatory subunit 16A OS=Homo sapiens OX=9606 GN=PPP1R16A PE=1 SV=1	528	non-HK		ENSG00000160972	non-HK	36	14.813888888888888	12.9	broad non-HK
O75593	FOXH1_HUMAN	Forkhead box protein H1 OS=Homo sapiens OX=9606 GN=FOXH1 PE=1 SV=1	365	non-HK		ENSG00000160973	non-HK	12	3.6916666666666664	2.15	intermediate non-HK
Q96SN7	ORAI2_HUMAN	Protein orai-2 OS=Homo sapiens OX=9606 GN=ORAI2 PE=1 SV=1	254	non-HK		ENSG00000160991	non-HK	32	4.746875	3.05	intermediate non-HK
Q9NXW9	ALKB4_HUMAN	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 OS=Homo sapiens OX=9606 GN=ALKBH4 PE=1 SV=1	302	non-HK		ENSG00000160993	non-HK	36	4.627777777777777	4.25	broad non-HK
Q8IYK2	TEKL1_HUMAN	Tektin-like protein 1 OS=Homo sapiens OX=9606 GN=TEKTL1 PE=1 SV=3	499	non-HK		ENSG00000160994	non-HK	1	14.3	14.3	restricted non-HK
O14492	SH2B2_HUMAN	SH2B adapter protein 2 OS=Homo sapiens OX=9606 GN=SH2B2 PE=1 SV=2	632	non-HK		ENSG00000160999	non-HK	35	4.654285714285715	3.2	intermediate non-HK
Q6NTE8	MRNIP_HUMAN	MRN complex-interacting protein OS=Homo sapiens OX=9606 GN=MRNIP PE=1 SV=2	343	non-HK		ENSG00000161010	non-HK	36	12.266666666666667	12.5	broad non-HK
Q13501	SQSTM_HUMAN	Sequestosome-1 OS=Homo sapiens OX=9606 GN=SQSTM1 PE=1 SV=1	440	non-HK		ENSG00000161011	non-HK	36	228.93611111111113	197.35000000000002	broad non-HK
Q9UQ53	MGT4B_HUMAN	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B OS=Homo sapiens OX=9606 GN=MGAT4B PE=1 SV=1	548	non-HK		ENSG00000161013	non-HK	36	62.50277777777777	43.5	broad non-HK
P62917	RL8_HUMAN	Large ribosomal subunit protein uL2 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2	257	HK	HRT Atlas	ENSG00000161016	HK	36	900.6444444444445	912.45	HK
Q92585	MAML1_HUMAN	Mastermind-like protein 1 OS=Homo sapiens OX=9606 GN=MAML1 PE=1 SV=3	1016	HK	HRT Atlas	ENSG00000161021	HK	36	12.633333333333333	13.65	HK
Q96PD5	PGRP2_HUMAN	N-acetylmuramoyl-L-alanine amidase OS=Homo sapiens OX=9606 GN=PGLYRP2 PE=1 SV=1	576	non-HK		ENSG00000161031	non-HK	2	68.7	68.7	restricted non-HK
Q9UFC0	LRWD1_HUMAN	Leucine-rich repeat and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=LRWD1 PE=1 SV=2	647	non-HK		ENSG00000161036	non-HK	36	18.694444444444443	10.1	broad non-HK
