Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_id	gene_length_bp
ENSG00000134207	114089291	114153880	1	ENSG00000134207	64590
ENSG00000027847	177600132	177610330	5	ENSG00000027847	10199
ENSG00000229474	44665732	44711323	15	ENSG00000229474	45592
ENSG00000204580	30876421	30900156	6	ENSG00000204580	23736
ENSG00000145214	958887	986895	4	ENSG00000145214	28009
ENSG00000186815	113221050	113298585	12	ENSG00000186815	77536
ENSG00000235711	79282722	79298239	15	ENSG00000235711	15518
ENSG00000215252	34525095	34588503	15	ENSG00000215252	63409
ENSG00000125107	58519951	58629885	16	ENSG00000125107	109935
ENSG00000175325	177992235	177996242	5	ENSG00000175325	4008
ENSG00000114346	172750682	172821474	3	ENSG00000114346	70793
ENSG00000163467	156337314	156346995	1	ENSG00000163467	9682
ENSG00000145911	178113532	178126081	5	ENSG00000145911	12550
ENSG00000165066	41645177	41650817	8	ENSG00000165066	5641
ENSG00000145916	178130996	178150568	5	ENSG00000145916	19573
ENSG00000145217	979073	993440	4	ENSG00000145217	14368
ENSG00000185404	230327184	230403732	2	ENSG00000185404	76549
ENSG00000243710	43172330	43254358	1	ENSG00000243710	82029
ENSG00000127415	986997	1004564	4	ENSG00000127415	17568
ENSG00000184659	65737146	65738396	9	ENSG00000184659	1251
ENSG00000181404	14475	73865	9	ENSG00000181404	59391
ENSG00000244234	178184505	178187371	5	ENSG00000244234	2867
ENSG00000166529	100049774	100065040	7	ENSG00000166529	15267
ENSG00000117395	43164175	43270936	1	ENSG00000117395	106762
ENSG00000197451	178204533	178211163	5	ENSG00000197451	6631
ENSG00000166069	37921939	37967724	15	ENSG00000166069	45786
ENSG00000187796	136363956	136373681	9	ENSG00000187796	9726
ENSG00000198093	51889235	51905040	19	ENSG00000198093	15806
ENSG00000127418	1009936	1026898	4	ENSG00000127418	16963
ENSG00000273045	99141707	99151669	2	ENSG00000273045	9963
ENSG00000029534	41653220	41896741	8	ENSG00000029534	243522
ENSG00000164896	151076624	151080866	7	ENSG00000164896	4243
ENSG00000163328	174431571	174487094	2	ENSG00000163328	55524
ENSG00000116874	119031216	119140654	1	ENSG00000116874	109439
ENSG00000176024	51927147	51948759	19	ENSG00000176024	21613
ENSG00000184361	45254393	45262094	17	ENSG00000184361	7702
ENSG00000131264	73447053	73455171	X	ENSG00000131264	8119
ENSG00000065600	212363928	212414901	1	ENSG00000065600	50974
ENSG00000256683	51964340	51986856	19	ENSG00000256683	22517
ENSG00000006062	45263119	45317029	17	ENSG00000006062	53911
ENSG00000289701	136361904	136373644	9	ENSG00000289701	11741
ENSG00000125386	2536647	2732573	4	ENSG00000125386	195927
ENSG00000158169	95099054	95426796	9	ENSG00000158169	327743
ENSG00000009780	27725961	27763116	1	ENSG00000009780	37156
ENSG00000079805	10718055	10833488	19	ENSG00000079805	115434
ENSG00000175309	178208471	178232802	5	ENSG00000175309	24332
ENSG00000184206	84235773	84245358	15	ENSG00000184206	9586
ENSG00000166938	66293217	66333898	15	ENSG00000166938	40682
ENSG00000110876	108621895	108633894	12	ENSG00000110876	12000
ENSG00000106331	127610292	127618142	7	ENSG00000106331	7851
ENSG00000123096	26121991	26299290	12	ENSG00000123096	177300
ENSG00000213424	40654665	40665181	17	ENSG00000213424	10517
ENSG00000167916	40697991	40703752	17	ENSG00000167916	5762
ENSG00000110880	108645109	108731526	12	ENSG00000110880	86418
ENSG00000204897	40748021	40755331	17	ENSG00000204897	7311
ENSG00000137492	76349898	76381132	11	ENSG00000137492	31235
ENSG00000171446	40776808	40782550	17	ENSG00000171446	5743
ENSG00000197223	68041130	68110948	2	ENSG00000197223	69819
ENSG00000173908	40792196	40799959	17	ENSG00000173908	7764
ENSG00000170929	9087061	9095669	19	ENSG00000170929	8609
ENSG00000198874	66995173	67239514	7	ENSG00000198874	244342
ENSG00000179240	76381303	76414619	11	ENSG00000179240	33317
ENSG00000161807	9114828	9115763	19	ENSG00000161807	936
ENSG00000170920	9126012	9126950	19	ENSG00000170920	939
ENSG00000023572	193090866	193106114	1	ENSG00000023572	15249
ENSG00000130803	9140397	9163424	19	ENSG00000130803	23028
ENSG00000186395	40818117	40822614	17	ENSG00000186395	4498
ENSG00000254732	57741779	57804771	11	ENSG00000254732	62993
ENSG00000187242	40861303	40867223	17	ENSG00000187242	5921
ENSG00000258643	23306833	23326175	14	ENSG00000258643	19343
ENSG00000198561	57753243	57819546	11	ENSG00000198561	66304
ENSG00000198752	102932380	103057549	14	ENSG00000198752	125170
ENSG00000077254	77695987	77759852	1	ENSG00000077254	63866
ENSG00000171431	40875889	40885242	17	ENSG00000171431	9354
ENSG00000154124	14664664	14699850	5	ENSG00000154124	35187
ENSG00000075131	66336191	66386746	15	ENSG00000075131	50556
ENSG00000114127	142306607	142448062	3	ENSG00000114127	141456
ENSG00000108244	40922700	40937646	17	ENSG00000108244	14947
ENSG00000188000	9178979	9188818	19	ENSG00000188000	9840
ENSG00000174667	9210276	9219589	19	ENSG00000174667	9314
ENSG00000079432	42268537	42295797	19	ENSG00000079432	27261
ENSG00000205143	34621049	34629066	9	ENSG00000205143	8018
ENSG00000145912	178149463	178153894	5	ENSG00000145912	4432
ENSG00000155034	5431335	5513809	7	ENSG00000155034	82475
ENSG00000119408	124257606	124353307	9	ENSG00000119408	95702
ENSG00000169032	66386837	66491656	15	ENSG00000169032	104820
ENSG00000115414	215360440	215436073	2	ENSG00000115414	75634
ENSG00000055130	148697914	148801110	7	ENSG00000055130	103197
ENSG00000135077	157085422	157142869	5	ENSG00000135077	57448
ENSG00000259384	63917200	63918839	17	ENSG00000259384	1640
ENSG00000167580	49950737	49958878	12	ENSG00000167580	8142
ENSG00000176871	118032687	118062430	12	ENSG00000176871	29744
ENSG00000285947	63917203	63931385	17	ENSG00000285947	14183
ENSG00000007314	63938554	63972918	17	ENSG00000007314	34365
ENSG00000187969	74304180	74305034	X	ENSG00000187969	855
ENSG00000172572	20368537	20688583	12	ENSG00000172572	320047
ENSG00000136930	124353465	124415444	9	ENSG00000136930	61980
ENSG00000224383	63998351	64004305	17	ENSG00000224383	5955
ENSG00000166289	29665459	29675477	19	ENSG00000166289	10019
ENSG00000185385	14878203	14886132	19	ENSG00000185385	7930
ENSG00000104936	45769709	45782552	19	ENSG00000104936	12844
ENSG00000174446	66490135	66497780	15	ENSG00000174446	7646
ENSG00000103042	58665109	58684770	16	ENSG00000103042	19662
ENSG00000108622	64002594	64020634	17	ENSG00000108622	18041
ENSG00000136931	124481236	124507420	9	ENSG00000136931	26185
ENSG00000174444	66498015	66524532	15	ENSG00000174444	26518
ENSG00000123066	115957905	116277693	12	ENSG00000123066	319789
ENSG00000121577	119636457	119665324	3	ENSG00000121577	28868
ENSG00000175854	128275379	128316123	9	ENSG00000175854	40745
ENSG00000168884	2741648	2756342	4	ENSG00000168884	14695
ENSG00000138495	119654513	119677454	3	ENSG00000138495	22942
ENSG00000178607	64039080	64130819	17	ENSG00000178607	91740
ENSG00000134644	30931506	31065991	1	ENSG00000134644	134486
ENSG00000283599	71667542	71671527	X	ENSG00000283599	3986
ENSG00000188039	16719847	16817963	19	ENSG00000188039	98117
ENSG00000101812	104039956	104042454	X	ENSG00000101812	2499
ENSG00000131724	118727133	118794535	X	ENSG00000131724	67403
ENSG00000182150	95871264	96121154	9	ENSG00000182150	249891
ENSG00000007402	50362613	50504244	3	ENSG00000007402	141632
ENSG00000087266	2793071	2841098	4	ENSG00000087266	48028
ENSG00000125166	58707131	58734342	16	ENSG00000125166	27212
ENSG00000141526	82217934	82261129	17	ENSG00000141526	43196
ENSG00000003987	17296794	17413528	8	ENSG00000003987	116735
ENSG00000198898	116811070	116922049	7	ENSG00000198898	110980
ENSG00000103479	53433977	53491648	16	ENSG00000103479	57672
ENSG00000174442	66504959	66550130	15	ENSG00000174442	45172
ENSG00000003989	17497088	17570573	8	ENSG00000003989	73486
ENSG00000101974	139726346	139945276	X	ENSG00000101974	218931
ENSG00000108849	43940804	43942476	17	ENSG00000108849	1673
ENSG00000126814	60971441	60981170	14	ENSG00000126814	9730
ENSG00000161653	44004622	44009068	17	ENSG00000161653	4447
ENSG00000103494	53598153	53703938	16	ENSG00000103494	105786
ENSG00000221829	35073835	35080004	9	ENSG00000221829	6170
ENSG00000127511	16829398	16880353	19	ENSG00000127511	50956
ENSG00000139974	60981114	61114316	14	ENSG00000139974	133203
ENSG00000021461	99828013	99866093	7	ENSG00000021461	38081
ENSG00000091947	44011188	44023946	17	ENSG00000091947	12759
ENSG00000134545	10442264	10454685	12	ENSG00000134545	12422
ENSG00000161654	44034328	44067619	17	ENSG00000161654	33292
ENSG00000125319	44141906	44162476	17	ENSG00000125319	20571
ENSG00000087274	2843844	2930076	4	ENSG00000087274	86233
ENSG00000104213	17576433	17644071	8	ENSG00000104213	67639
ENSG00000161664	44170447	44179084	17	ENSG00000161664	8638
ENSG00000198363	61500556	61714640	8	ENSG00000198363	214085
ENSG00000168591	44186970	44191929	17	ENSG00000168591	4960
ENSG00000118307	25108289	25195162	12	ENSG00000118307	86874
ENSG00000127533	16888999	16892606	19	ENSG00000127533	3608
ENSG00000160111	16892951	17026815	19	ENSG00000160111	133865
ENSG00000273706	36936785	36944612	17	ENSG00000273706	7828
ENSG00000234829	21227243	21228222	9	ENSG00000234829	980
ENSG00000228083	21239002	21240005	9	ENSG00000228083	1004
ENSG00000147873	21304326	21305313	9	ENSG00000147873	988
ENSG00000198642	21329665	21335404	9	ENSG00000198642	5740
ENSG00000198826	32615144	32639941	15	ENSG00000198826	24798
ENSG00000188379	21384255	21385398	9	ENSG00000188379	1144
ENSG00000182107	61277370	61281761	14	ENSG00000182107	4392
ENSG00000101871	10445310	10833654	X	ENSG00000101871	388345
ENSG00000120242	21409117	21410185	9	ENSG00000120242	1069
ENSG00000275700	36948925	37056871	17	ENSG00000275700	107947
ENSG00000197919	21440439	21441316	9	ENSG00000197919	878
ENSG00000184995	21480839	21482313	9	ENSG00000184995	1475
ENSG00000145675	68215740	68301821	5	ENSG00000145675	86082
ENSG00000131351	17049729	17075625	19	ENSG00000131351	25897
ENSG00000151327	35045117	35116630	14	ENSG00000151327	71514
ENSG00000215644	81804132	81814008	17	ENSG00000215644	9877
ENSG00000258947	89921392	89938761	16	ENSG00000258947	17370
ENSG00000129460	23469679	23509862	14	ENSG00000129460	40184
ENSG00000196511	144451941	144836395	7	ENSG00000196511	384455
ENSG00000225663	81822361	81833302	17	ENSG00000225663	10942
ENSG00000215788	6460786	6466175	1	ENSG00000215788	5390
ENSG00000140030	88005135	88014811	14	ENSG00000140030	9677
ENSG00000099624	1241746	1244825	19	ENSG00000099624	3080
ENSG00000065457	75596868	75623300	16	ENSG00000065457	26433
ENSG00000166923	32718004	32745106	15	ENSG00000166923	27103
ENSG00000146555	3301252	4269000	7	ENSG00000146555	967749
ENSG00000261794	30604028	30617752	15	ENSG00000261794	13725
ENSG00000205707	25195216	25209645	12	ENSG00000205707	14430
ENSG00000182676	81833492	81835050	17	ENSG00000182676	1559
ENSG00000188467	48120990	48142672	15	ENSG00000188467	21683
ENSG00000141522	81867721	81871378	17	ENSG00000141522	3658
ENSG00000184160	3766348	3768526	4	ENSG00000184160	2179
ENSG00000070729	57882340	57971128	16	ENSG00000070729	88789
ENSG00000164112	121758881	121765427	4	ENSG00000164112	6547
ENSG00000105711	35030470	35040449	19	ENSG00000105711	9980
ENSG00000205693	27762427	27780236	12	ENSG00000205693	17810
ENSG00000177479	48918821	48986382	3	ENSG00000177479	67562
ENSG00000233932	48178122	48203758	15	ENSG00000233932	25637
ENSG00000139445	109277978	109309284	12	ENSG00000139445	31307
ENSG00000074803	48178438	48304078	15	ENSG00000074803	125641
ENSG00000109320	102501330	102617302	4	ENSG00000109320	115973
ENSG00000110906	109448655	109477359	12	ENSG00000110906	28705
ENSG00000100433	88180103	88326907	14	ENSG00000100433	146805
ENSG00000187902	55428740	55443300	19	ENSG00000187902	14561
ENSG00000136261	16646131	16706523	7	ENSG00000136261	60393
ENSG00000277531	46424697	46428936	19	ENSG00000277531	4240
ENSG00000197816	97307304	97378751	9	ENSG00000197816	71448
ENSG00000089356	35115823	35124324	19	ENSG00000089356	8502
ENSG00000291314	10566888	10576955	X	ENSG00000291314	10068
ENSG00000222036	18967434	19003752	14	ENSG00000222036	36319
ENSG00000124313	53225828	53321350	X	ENSG00000124313	95523
ENSG00000159579	57186137	57240469	16	ENSG00000159579	54333
ENSG00000151148	109477402	109536705	12	ENSG00000151148	59304
ENSG00000260691	67832765	67920552	9	ENSG00000260691	87788
ENSG00000183684	81887835	81891586	17	ENSG00000183684	3752
ENSG00000178222	1056250	1113564	4	ENSG00000178222	57315
ENSG00000141552	81890790	81900991	17	ENSG00000141552	10202
ENSG00000136243	23181841	23201011	7	ENSG00000136243	19171
ENSG00000198825	119726042	119829147	10	ENSG00000198825	103106
ENSG00000189067	11547722	11636381	16	ENSG00000189067	88660
ENSG00000206474	29439306	29440977	6	ENSG00000206474	1672
ENSG00000204704	29044213	29045175	6	ENSG00000204704	963
ENSG00000145920	175796310	175884021	5	ENSG00000145920	87712
ENSG00000235109	28324693	28356271	6	ENSG00000235109	31579
ENSG00000197119	100291116	100306547	14	ENSG00000197119	15432
ENSG00000099810	21802636	21937651	9	ENSG00000099810	135016
ENSG00000183454	9753404	10182928	16	ENSG00000183454	429525
ENSG00000156136	70992538	71030914	4	ENSG00000156136	38377
ENSG00000129055	134477706	134486716	3	ENSG00000129055	9011
ENSG00000105778	32495426	32588726	7	ENSG00000105778	93301
ENSG00000132000	13931187	13953392	19	ENSG00000132000	22206
ENSG00000077264	110944285	111227361	X	ENSG00000077264	283077
ENSG00000140107	100323339	100330421	14	ENSG00000140107	7083
ENSG00000053328	110243940	110358349	6	ENSG00000053328	114410
ENSG00000114019	134355347	134375479	3	ENSG00000114019	20133
ENSG00000135525	136342281	136550819	6	ENSG00000135525	208539
ENSG00000107651	119892707	119944657	10	ENSG00000107651	51951
ENSG00000140105	100333790	100376805	14	ENSG00000140105	43016
ENSG00000283567	55463001	55464751	19	ENSG00000283567	1751
ENSG00000129946	416589	461033	19	ENSG00000129946	44445
ENSG00000117625	211258377	211316385	1	ENSG00000117625	58009
ENSG00000145321	71741696	71804041	4	ENSG00000145321	62346
ENSG00000106003	2512529	2529177	7	ENSG00000106003	16649
ENSG00000170234	160061801	160119450	5	ENSG00000170234	57650
ENSG00000284491	12802031	12813581	19	ENSG00000284491	11551
ENSG00000213853	10528422	10580632	16	ENSG00000213853	52211
ENSG00000181588	1554672	1568325	19	ENSG00000181588	13654
ENSG00000223802	18868545	18896727	19	ENSG00000223802	28183
ENSG00000147889	21967752	21995301	9	ENSG00000147889	27550
ENSG00000049883	72320367	72368395	5	ENSG00000049883	48029
ENSG00000234186	27066927	27069166	16	ENSG00000234186	2240
ENSG00000166188	57994676	58000672	16	ENSG00000166188	5997
ENSG00000229809	30569672	30572734	16	ENSG00000229809	3063
ENSG00000114544	126006357	126101561	3	ENSG00000114544	95205
ENSG00000160868	99756960	99784248	7	ENSG00000160868	27289
ENSG00000166451	81006552	81033114	16	ENSG00000166451	26563
ENSG00000246922	65092760	65115200	15	ENSG00000246922	22441
ENSG00000213030	49047638	49049111	19	ENSG00000213030	1474
ENSG00000205076	38770968	38773517	19	ENSG00000205076	2550
ENSG00000183979	81900745	81902905	17	ENSG00000183979	2161
ENSG00000166664	30360566	30393849	15	ENSG00000166664	33284
ENSG00000170954	53107879	53133077	19	ENSG00000170954	25199
ENSG00000168772	104468308	104494901	4	ENSG00000168772	26594
ENSG00000185813	81900958	81911432	17	ENSG00000185813	10475
ENSG00000147394	152898067	152973481	X	ENSG00000147394	75415
ENSG00000186352	185396021	185400628	4	ENSG00000186352	4608
ENSG00000179902	109105951	109113857	1	ENSG00000179902	7907
ENSG00000109775	185399537	185425979	4	ENSG00000109775	26443
ENSG00000147883	22002903	22009305	9	ENSG00000147883	6403
ENSG00000153684	28378621	28392021	15	ENSG00000153684	13401
ENSG00000176406	103500610	104254430	8	ENSG00000176406	753821
ENSG00000198853	35490111	35561898	9	ENSG00000198853	71788
ENSG00000104848	49067397	49072699	19	ENSG00000104848	5303
ENSG00000171903	15912367	15934867	19	ENSG00000171903	22501
ENSG00000121766	31296982	31364953	1	ENSG00000121766	67972
ENSG00000205423	50024410	50037088	16	ENSG00000205423	12679
ENSG00000128731	28111040	28322179	15	ENSG00000128731	211140
ENSG00000215187	35561831	35563899	9	ENSG00000215187	2069
ENSG00000106638	73567537	73578791	7	ENSG00000106638	11255
ENSG00000205129	185426249	185449826	4	ENSG00000205129	23578
ENSG00000279073	137031241	137040436	9	ENSG00000279073	9196
ENSG00000122140	135499984	135504673	9	ENSG00000122140	4690
ENSG00000168491	185445182	185471752	4	ENSG00000168491	26571
ENSG00000107014	5299864	5304716	9	ENSG00000107014	4853
ENSG00000016402	136999971	137045180	6	ENSG00000016402	45210
ENSG00000107018	5334930	5339876	9	ENSG00000107018	4947
ENSG00000178201	57454790	57457140	19	ENSG00000178201	2351
ENSG00000142235	48485271	48513935	19	ENSG00000142235	28665
ENSG00000171033	78516340	78605267	8	ENSG00000171033	88928
ENSG00000107020	5357971	5437925	9	ENSG00000107020	79955
ENSG00000178175	72439903	72507410	5	ENSG00000178175	67508
ENSG00000205730	19113932	19121629	16	ENSG00000205730	7698
ENSG00000126856	90056566	90092072	16	ENSG00000126856	35507
ENSG00000104432	78675743	78805523	8	ENSG00000104432	129781
ENSG00000120217	5450503	5470566	9	ENSG00000120217	20064
ENSG00000211445	151020591	151028988	5	ENSG00000211445	8398
ENSG00000196155	67277510	67289499	16	ENSG00000196155	11990
ENSG00000104827	49022869	49024333	19	ENSG00000104827	1465
ENSG00000118515	134169248	134318112	6	ENSG00000118515	148865
ENSG00000144868	133038391	133397775	3	ENSG00000144868	359385
ENSG00000105556	305573	344815	19	ENSG00000105556	39243
ENSG00000145901	151029945	151093577	5	ENSG00000145901	63633
ENSG00000152926	64971772	65006684	7	ENSG00000152926	34913
ENSG00000091140	107891162	107931730	7	ENSG00000091140	40569
ENSG00000169851	30720369	31146805	4	ENSG00000169851	426437
ENSG00000104427	78666050	78719765	8	ENSG00000104427	53716
ENSG00000258597	94364316	94366698	14	ENSG00000258597	2383
ENSG00000100811	100238298	100282788	14	ENSG00000100811	44491
ENSG00000197646	5510531	5571282	9	ENSG00000197646	60752
ENSG00000164342	186068911	186088073	4	ENSG00000164342	19163
ENSG00000151150	60026298	60733490	10	ENSG00000151150	707193
ENSG00000174652	9412429	9435573	19	ENSG00000174652	23145
ENSG00000160932	143017982	143023832	8	ENSG00000160932	5851
ENSG00000120162	27325209	27529814	9	ENSG00000120162	204606
ENSG00000221955	125082636	125212864	3	ENSG00000221955	130229
ENSG00000169299	37826660	37862937	4	ENSG00000169299	36278
ENSG00000147896	27524290	27526498	9	ENSG00000147896	2209
ENSG00000290292	23272422	23299796	14	ENSG00000290292	27375
ENSG00000147894	27535640	27573866	9	ENSG00000147894	38227
ENSG00000139428	109553715	109573580	12	ENSG00000139428	19866
ENSG00000126756	47651796	47659180	X	ENSG00000126756	7385
ENSG00000139946	56117814	56301524	14	ENSG00000139946	183711
ENSG00000143157	166839447	166856359	1	ENSG00000143157	16913
ENSG00000140406	81000923	81005788	15	ENSG00000140406	4866
ENSG00000157890	65895079	66253756	15	ENSG00000157890	358678
ENSG00000100652	69775416	69797241	14	ENSG00000100652	21826
ENSG00000205209	34590644	34677159	19	ENSG00000205209	86516
ENSG00000160781	156243320	156248117	1	ENSG00000160781	4798
