Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_length_bp	hk_status
ENSG00000128581	101310914	101321823	7	10910	non-HK
ENSG00000114383	50320027	50328251	3	8225	HK
ENSG00000156463	145936425	146085976	5	149552	non-HK
ENSG00000170860	14178801	14201122	3	22322	HK
ENSG00000163633	86876205	86892813	4	16609	non-HK
ENSG00000163687	58192257	58214697	3	22441	non-HK
ENSG00000072201	53459301	53701405	4	242105	non-HK
ENSG00000188050	122697735	122699117	7	1383	non-HK
ENSG00000235631	122701668	122702922	7	1255	non-HK
ENSG00000099219	5749832	5879537	9	129706	non-HK
ENSG00000128519	122994704	122995700	7	997	non-HK
ENSG00000213145	105484603	105488947	14	4345	non-HK
ENSG00000101844	108091668	108154671	X	63004	non-HK
ENSG00000114378	50299883	50312890	3	13008	non-HK
ENSG00000070814	150357629	150400491	5	42863	non-HK
ENSG00000223601	22208475	22218018	10	9544	non-HK
ENSG00000151617	147480917	147544954	4	64038	non-HK
ENSG00000171314	97426124	97433444	10	7321	HK
ENSG00000164938	94925972	94949395	8	23424	non-HK
ENSG00000119703	75064109	75119502	14	55394	non-HK
ENSG00000148835	103367964	103389065	10	21102	non-HK
ENSG00000123124	86342547	86478420	8	135874	non-HK
ENSG00000047365	35948221	36244777	4	296557	non-HK
ENSG00000154473	123154395	123170467	10	16073	HK
ENSG00000174564	136946230	137011085	3	64856	non-HK
ENSG00000111087	57459785	57472268	12	12484	non-HK
ENSG00000156411	103912281	103928269	14	15989	HK
ENSG00000129437	51077317	51086530	19	9214	non-HK
ENSG00000174004	196639694	196662004	3	22311	non-HK
ENSG00000163659	156673235	156706770	3	33536	non-HK
ENSG00000104047	49621031	49656232	15	35202	non-HK
ENSG00000142449	8065402	8149693	19	84292	non-HK
ENSG00000158113	122167738	122203471	12	35734	non-HK
ENSG00000121797	46407144	46412997	3	5854	non-HK
ENSG00000174206	64186226	64222296	12	36071	non-HK
ENSG00000196116	97412069	97496125	9	84057	non-HK
ENSG00000227345	49815137	49970203	10	155067	non-HK
ENSG00000111276	12685498	12722373	12	36876	HK
ENSG00000022976	102317377	102342702	14	25326	non-HK
ENSG00000157017	10285666	10292959	3	7294	non-HK
ENSG00000165675	130622325	130903272	X	280948	non-HK
ENSG00000047621	4487735	4538519	12	50785	non-HK
ENSG00000163312	83407343	83455855	4	48513	non-HK
ENSG00000173546	75674322	75712848	15	38527	non-HK
ENSG00000241697	100473121	100577636	9	104516	non-HK
ENSG00000186575	29603546	29698598	22	95053	non-HK
ENSG00000174444	66498015	66524532	15	26518	HK
ENSG00000111199	109783087	109833406	12	50320	non-HK
ENSG00000089737	94048287	94081215	14	32929	non-HK
ENSG00000177707	111070071	111275563	3	205493	non-HK
ENSG00000189129	80131682	80145359	10	13678	non-HK
ENSG00000103495	29806106	29811164	16	5059	HK
ENSG00000118785	87975667	87983532	4	7866	non-HK
ENSG00000166136	100523668	100530000	10	6333	HK
ENSG00000122707	36036905	36124455	9	87551	non-HK
ENSG00000071794	149030122	149086554	3	56433	non-HK
ENSG00000149798	65314834	65322662	11	7829	non-HK
ENSG00000175470	131900977	131959834	10	58858	non-HK
ENSG00000172350	119149052	119162653	11	13602	non-HK
ENSG00000100784	90847861	91060682	14	212822	non-HK
ENSG00000278848	33459612	33462249	16	2638	non-HK
ENSG00000180938	124973265	124979389	8	6125	non-HK
ENSG00000261236	144262045	144291438	8	29394	non-HK
ENSG00000205457	33194226	33196858	16	2633	non-HK
ENSG00000148841	104309698	104338812	10	29115	non-HK
ENSG00000214940	18317919	18336736	16	18818	non-HK
ENSG00000137460	152935887	152979697	4	43811	non-HK
ENSG00000136877	127794597	127814494	9	19898	non-HK
ENSG00000110148	6259806	6272127	11	12322	non-HK
ENSG00000183346	61662929	61766845	10	103917	non-HK
ENSG00000143442	151402724	151459494	1	56771	non-HK
ENSG00000107874	102423242	102432718	10	9477	HK
ENSG00000163683	39546336	39639088	4	92753	non-HK
ENSG00000173457	64244478	64246943	11	2466	HK
ENSG00000102317	48574056	48581162	X	7107	non-HK
ENSG00000134917	130404923	130428609	11	23687	non-HK
ENSG00000157045	15037854	15056079	16	18226	non-HK
ENSG00000163704	9939450	9952424	3	12975	non-HK
ENSG00000229474	44665732	44711370	15	45639	non-HK
ENSG00000197385	31981722	31991723	3	10002	non-HK
ENSG00000170142	23805955	23891640	3	85686	non-HK
ENSG00000214756	62665309	62668496	11	3188	non-HK
ENSG00000127511	16829387	16880355	19	50969	non-HK
ENSG00000131831	17799788	17861337	X	61550	non-HK
ENSG00000180988	5808911	5821492	11	12582	non-HK
ENSG00000169129	114293604	114404775	10	111172	non-HK
ENSG00000197136	65615754	65637441	11	21688	non-HK
ENSG00000140307	59638058	59657541	15	19484	non-HK
ENSG00000100949	24265538	24271611	14	6074	non-HK
ENSG00000183971	2009926	2020755	16	10830	non-HK
ENSG00000066422	101648889	101677135	3	28247	non-HK
ENSG00000196993	28751787	28772864	16	21078	non-HK
ENSG00000237515	12901598	13240416	16	338819	non-HK
ENSG00000094631	48801377	48824986	X	23610	non-HK
ENSG00000186153	78099400	79212667	16	1113268	non-HK
ENSG00000114315	194136142	194138732	3	2591	non-HK
ENSG00000164056	123396754	123403760	4	7007	non-HK
ENSG00000174748	23916591	23924374	3	7784	HK
ENSG00000109572	169612438	169723673	4	111236	HK
ENSG00000155330	46796603	46831180	16	34578	non-HK
ENSG00000110092	69641143	69654474	11	13332	non-HK
ENSG00000099381	30957294	30984664	16	27371	HK
ENSG00000233932	48177875	48203758	15	25884	non-HK
ENSG00000012504	100473708	100564414	12	90707	non-HK
ENSG00000177606	58776845	58784048	1	7204	non-HK
ENSG00000171735	6785454	7769706	1	984253	HK
ENSG00000034053	28884449	29118317	15	233869	non-HK
ENSG00000168569	62771629	62792013	11	20385	non-HK
ENSG00000173465	65570459	65573942	11	3484	HK
ENSG00000166164	50313487	50368988	16	55502	non-HK
ENSG00000162399	54998933	55017172	1	18240	non-HK
ENSG00000179241	35943981	36232138	11	288158	non-HK
ENSG00000257365	64986837	65062655	14	75819	non-HK
ENSG00000205090	1534778	1540624	1	5847	non-HK
ENSG00000144730	57089982	57170306	3	80325	non-HK
ENSG00000105137	15107364	15114988	19	7625	non-HK
ENSG00000260428	144266453	144268481	8	2029	non-HK
ENSG00000203995	52842511	52894998	1	52488	non-HK
ENSG00000186174	118893875	118925926	11	32052	non-HK
ENSG00000123933	2247432	2262115	4	14684	non-HK
ENSG00000070718	42152946	42171673	8	18728	non-HK
ENSG00000155252	97640671	97676757	10	36087	HK
ENSG00000137692	103050686	103092194	11	41509	non-HK
ENSG00000162383	53087179	53142638	1	55460	non-HK
ENSG00000161981	53828	57669	16	3842	non-HK
ENSG00000087086	48965275	48967896	19	2622	non-HK
ENSG00000181826	37590800	37686413	4	95614	non-HK
ENSG00000127578	629239	634117	16	4879	non-HK
ENSG00000168826	4290238	4321786	4	31549	non-HK
ENSG00000162006	769428	782054	16	12627	non-HK
ENSG00000129535	24078662	24115010	14	36349	non-HK
ENSG00000167978	2752626	2772538	16	19913	HK
ENSG00000084207	67583658	67586659	11	3002	non-HK
ENSG00000077150	102394110	102402529	10	8420	non-HK
ENSG00000164687	81280535	81284777	8	4243	non-HK
ENSG00000072110	68874121	68980277	14	106157	non-HK
ENSG00000197265	30578318	30660846	8	82529	HK
ENSG00000177051	45710624	45730919	19	20296	non-HK
ENSG00000240038	103553815	103579534	1	25720	non-HK
ENSG00000145216	53377562	53464382	4	86821	non-HK
ENSG00000007047	45079288	45305284	19	225997	non-HK
ENSG00000010322	52455118	52493068	3	37951	non-HK
ENSG00000175329	35066136	35087392	22	21257	non-HK
ENSG00000110237	73308276	73369388	11	61113	non-HK
ENSG00000186716	23179704	23318037	22	138334	non-HK
ENSG00000143321	156742109	156766925	1	24817	non-HK
ENSG00000085644	3129777	3142804	16	13028	non-HK
ENSG00000188859	166057426	166167001	1	109576	non-HK
ENSG00000177238	31214119	31231537	16	17419	non-HK
ENSG00000102924	49277917	49281838	16	3922	non-HK
ENSG00000162341	69048850	69136316	11	87467	non-HK
ENSG00000197020	21722771	21767598	19	44828	non-HK
ENSG00000249961	66754640	66801620	16	46981	non-HK
ENSG00000094975	172532349	172611833	1	79485	non-HK
ENSG00000178538	60185412	60281573	8	96162	non-HK
ENSG00000130045	88534033	88584274	9	50242	non-HK
ENSG00000077312	40750585	40765393	19	14809	HK
ENSG00000095321	129094142	129111313	9	17172	non-HK
ENSG00000147526	38728166	38853028	8	124863	non-HK
ENSG00000168748	66844414	66854153	16	9740	non-HK
ENSG00000111530	67269358	67319953	12	50596	HK
ENSG00000262179	44216926	44218236	6	1311	non-HK
ENSG00000120742	150541998	150603228	3	61231	HK
ENSG00000153789	85098358	85112472	16	14115	non-HK
ENSG00000204231	33193588	33200666	6	7079	HK
ENSG00000066926	57544377	57586761	18	42385	non-HK
ENSG00000157423	70802084	71230722	16	428639	non-HK
ENSG00000105246	4229314	4237528	19	8215	non-HK
ENSG00000129071	129430947	129440543	3	9597	non-HK
ENSG00000099957	21009808	21028013	22	18206	non-HK
ENSG00000105722	42247569	42255131	19	7563	non-HK
ENSG00000185633	57234903	57240715	12	5813	non-HK
ENSG00000159173	201403784	201429866	1	26083	non-HK
ENSG00000083814	57719751	57727624	19	7874	non-HK
ENSG00000166046	106301929	106347609	12	45681	non-HK
ENSG00000105642	17947484	18000085	19	52602	non-HK
ENSG00000136854	127579370	127696027	9	116658	non-HK
ENSG00000213079	154733378	154842212	6	108835	non-HK
ENSG00000162771	212624474	212626775	1	2302	non-HK
ENSG00000123685	212686417	212699840	1	13424	non-HK
ENSG00000143756	224114111	224162047	1	47937	HK
ENSG00000211584	47753916	47782751	12	28836	non-HK
ENSG00000243660	43436830	43483181	10	46352	non-HK
ENSG00000144554	10026370	10101937	3	75568	non-HK
ENSG00000270106	231528653	231819244	1	290592	non-HK
ENSG00000111679	6946417	6961316	12	14900	non-HK
ENSG00000076924	7619523	7629565	19	10043	non-HK
ENSG00000137500	83259081	83286390	11	27310	non-HK
ENSG00000170113	22773063	22829789	15	56727	non-HK
ENSG00000236104	33314406	33318021	6	3616	non-HK
ENSG00000198951	42058334	42071198	22	12865	non-HK
ENSG00000198185	46499630	46513596	20	13967	non-HK
ENSG00000214688	71711701	71737824	10	26124	non-HK
ENSG00000130396	167826859	167972023	6	145165	non-HK
ENSG00000138346	68414061	68472121	10	58061	non-HK
ENSG00000196557	1153103	1224169	16	71067	non-HK
ENSG00000092445	41557675	41583589	15	25915	non-HK
ENSG00000162946	231626790	232041272	1	414483	non-HK
ENSG00000152359	75674124	75717448	5	43325	non-HK
ENSG00000101079	36651766	36746128	20	94363	non-HK
ENSG00000167074	41367333	41399326	22	31994	non-HK
ENSG00000172461	96015436	96215612	6	200177	non-HK
ENSG00000100353	36510850	36529245	22	18396	HK
ENSG00000112306	132814557	132817577	6	3021	HK
ENSG00000111231	110452486	110469268	12	16783	HK
ENSG00000113441	96935394	97037513	5	102120	non-HK
ENSG00000150768	112025033	112064404	11	39372	non-HK
ENSG00000272325	34279679	34392677	6	112999	non-HK
ENSG00000105261	36111116	36113711	19	2596	non-HK
ENSG00000183150	12660047	12696705	12	36659	non-HK
ENSG00000262919	153587925	153600045	X	12121	non-HK
ENSG00000104889	12806505	12813643	19	7139	non-HK
ENSG00000091844	153004459	153131282	6	126824	non-HK
ENSG00000259417	80195481	80252234	15	56754	non-HK
ENSG00000253251	65624765	65630928	5	6164	non-HK
ENSG00000077147	96518110	96587452	10	69343	HK
ENSG00000186687	131170918	131205428	5	34511	non-HK
ENSG00000124802	8073360	8102573	6	29214	non-HK
ENSG00000237289	43593054	43604901	15	11848	non-HK
ENSG00000182544	53251251	53254406	12	3156	non-HK
ENSG00000111707	118376531	118418033	12	41503	non-HK
ENSG00000105176	29923644	30016612	19	92969	non-HK
ENSG00000168246	172209645	172284077	5	74433	non-HK
ENSG00000100814	20311353	20333314	14	21962	non-HK
ENSG00000146414	145864245	145964423	6	100179	non-HK
ENSG00000163626	73052362	73069755	4	17394	non-HK
ENSG00000072571	163460203	163491945	5	31743	non-HK
ENSG00000005893	120426148	120469365	X	43218	HK
ENSG00000109171	48341472	48426201	4	84730	non-HK
ENSG00000149948	65824460	65966291	12	141832	non-HK
ENSG00000140416	63042481	63071915	15	29435	non-HK
ENSG00000253457	30638576	30647260	8	8685	non-HK
ENSG00000125656	6361427	6370242	19	8816	HK
ENSG00000157168	31639222	32855666	8	1216445	non-HK
ENSG00000101213	63528001	63537376	20	9376	non-HK
ENSG00000138663	83034447	83075818	4	41372	HK
ENSG00000218891	55576774	55580916	19	4143	non-HK
ENSG00000237452	45733439	45764541	19	31103	non-HK
ENSG00000166913	44885676	44908532	20	22857	HK
ENSG00000104883	7476869	7497449	19	20581	non-HK
ENSG00000111445	118013588	118033545	12	19958	non-HK
ENSG00000121653	45885618	45906470	11	20853	non-HK
ENSG00000124783	7268306	7347446	6	79141	non-HK
ENSG00000172062	70925030	70953942	5	28913	non-HK
ENSG00000167670	4402617	4445018	19	42402	non-HK
ENSG00000173681	19912860	19991097	X	78238	non-HK
ENSG00000165698	132878027	132890201	9	12175	non-HK
ENSG00000109771	185363655	185397288	4	33634	non-HK
ENSG00000114391	101681091	101686757	3	5667	HK
ENSG00000162105	70467805	71252844	11	785040	non-HK
ENSG00000148225	113313222	113340337	9	27116	non-HK
ENSG00000116176	1221651	1225793	16	4143	non-HK
ENSG00000131043	36236131	36270918	20	34788	HK
ENSG00000188958	191267168	191330572	3	63405	non-HK
ENSG00000095917	1256059	1259008	16	2950	non-HK
ENSG00000138772	78551621	78610493	4	58873	non-HK
ENSG00000138119	93306429	93482334	10	175906	non-HK
ENSG00000198937	37482920	37499894	6	16975	non-HK
ENSG00000131023	149658153	149718105	6	59953	non-HK
ENSG00000105281	46774883	46788617	19	13735	non-HK
ENSG00000171135	9890574	9894349	3	3776	non-HK
ENSG00000075188	102073103	102120120	12	47018	non-HK
ENSG00000163530	109293788	109316517	3	22730	non-HK
ENSG00000005513	981444	986979	16	5536	non-HK
ENSG00000126759	47621537	47630305	X	8769	non-HK
ENSG00000066117	50085200	50100712	12	15513	non-HK
ENSG00000088826	4120980	4187748	20	66769	non-HK
ENSG00000064666	1026547	1039077	19	12531	non-HK
ENSG00000112812	27247701	27256646	6	8946	non-HK
ENSG00000003096	117897794	118117340	X	219547	non-HK
ENSG00000135052	86026138	86100173	9	74036	non-HK
ENSG00000172780	129087569	129123694	3	36126	non-HK
ENSG00000167962	1997654	2009821	16	12168	non-HK
ENSG00000100629	80476969	80959517	14	482549	non-HK
ENSG00000171530	77691166	77868780	5	177615	HK
ENSG00000160097	32862268	32872482	1	10215	non-HK
ENSG00000221963	35648386	35668404	22	20019	non-HK
ENSG00000099994	24181481	24189111	22	7631	non-HK
ENSG00000168273	52533950	52579237	3	45288	non-HK
ENSG00000123892	88113251	88175443	11	62193	non-HK
ENSG00000144827	111978972	111993368	3	14397	non-HK
ENSG00000160818	156594301	156601496	1	7196	HK
ENSG00000167283	118401346	118433278	11	31933	HK
ENSG00000134056	69217712	69230158	5	12447	HK
ENSG00000262152	2988256	3002295	16	14040	non-HK
ENSG00000166507	73801910	73811963	10	10054	non-HK
ENSG00000164258	53560633	53683338	5	122706	non-HK
ENSG00000254999	10115673	10127190	3	11518	HK
ENSG00000177189	20149911	20267519	X	117609	non-HK
ENSG00000111843	10722915	10731132	6	8218	HK
ENSG00000133422	30925130	30969082	22	43953	HK
ENSG00000213593	57712562	57742987	11	30426	HK
ENSG00000132182	13316231	13420322	3	104092	non-HK
ENSG00000288715	89317046	89418292	16	101247	non-HK
ENSG00000150756	10225507	10249897	5	24391	non-HK
ENSG00000162039	1833986	1884294	16	50309	non-HK
ENSG00000116990	39895428	39902256	1	6829	non-HK
ENSG00000110917	120687125	120704282	12	17158	HK
ENSG00000112218	96794125	96838150	6	44026	non-HK
ENSG00000125945	23359448	23369836	1	10389	non-HK
ENSG00000130772	28329002	28335965	1	6964	non-HK
ENSG00000123552	99432325	99521728	6	89404	non-HK
ENSG00000134058	69234795	69277430	5	42636	non-HK
ENSG00000186086	108450282	108471920	1	21639	non-HK
ENSG00000135441	55716033	55720087	12	4055	non-HK
ENSG00000131142	8052293	8062665	19	10373	non-HK
ENSG00000219481	16562319	16613562	1	51244	non-HK
ENSG00000061656	35615829	35621613	20	5785	non-HK
ENSG00000089154	120127202	120194976	12	67775	HK
ENSG00000090013	40447765	40465826	19	18062	non-HK
ENSG00000233024	18358086	18379331	16	21246	non-HK
ENSG00000165304	36572074	36682131	9	110058	non-HK
ENSG00000138769	75576494	75630716	4	54223	non-HK
ENSG00000009830	77274956	77320883	14	45928	non-HK
ENSG00000167992	61255672	61295334	11	39663	non-HK
ENSG00000108039	109864494	109923553	10	59060	non-HK
ENSG00000131069	34872146	34927962	20	55817	non-HK
ENSG00000079385	42507304	42561234	19	53931	non-HK
ENSG00000166473	81100875	81220370	16	119496	non-HK
ENSG00000109758	3441924	3449493	4	7570	non-HK
ENSG00000280267	13148905	13158116	1	9212	non-HK
ENSG00000211452	53891239	53911086	1	19848	non-HK
ENSG00000140157	22838625	22869362	15	30738	non-HK
ENSG00000128274	42691010	42721298	22	30289	non-HK
ENSG00000173545	16451518	16465811	5	14294	HK
ENSG00000204287	32439872	32445047	6	5176	non-HK
ENSG00000162592	3746460	3771645	1	25186	non-HK
ENSG00000169398	140657900	141002216	8	344317	non-HK
ENSG00000113194	176447628	176510075	5	62448	HK
ENSG00000241128	247722957	247748141	1	25185	non-HK
ENSG00000288644	203802094	203802192	1	99	non-HK
ENSG00000288626	147611590	147611796	1	207	non-HK
ENSG00000288629	89579592	89579654	1	63	non-HK
ENSG00000288678	31919563	31938010	1	18448	non-HK
ENSG00000156097	109539872	109548406	1	8535	non-HK
ENSG00000118518	127266582	127288567	6	21986	non-HK
ENSG00000159398	55846154	55956031	16	109878	non-HK
ENSG00000213186	160432445	160485773	3	53329	non-HK
ENSG00000022267	136146702	136211359	X	64658	non-HK
ENSG00000143258	161159450	161165723	1	6274	non-HK
ENSG00000118420	82892390	83065841	6	173452	non-HK
ENSG00000278195	37204237	37212477	22	8241	non-HK
ENSG00000119574	58513530	58538911	19	25382	non-HK
ENSG00000182944	29268009	29300530	22	32522	non-HK
ENSG00000182247	23203020	23591794	3	388775	non-HK
ENSG00000109854	20355910	20383782	11	27873	non-HK
ENSG00000145494	1801363	1816051	5	14689	HK
ENSG00000174951	48748011	48755390	19	7380	non-HK
ENSG00000196104	166733384	167234796	4	501413	non-HK
ENSG00000167554	52336243	52367778	19	31536	non-HK
ENSG00000161021	179732822	179777283	5	44462	HK
ENSG00000075945	169921326	170085208	1	163883	non-HK
ENSG00000163808	44761721	44873376	3	111656	non-HK
ENSG00000137331	30743199	30744550	6	1352	non-HK
ENSG00000171421	1798381	1802001	5	3621	HK
ENSG00000167645	38303558	38317273	19	13716	non-HK
ENSG00000112304	24666921	24705065	6	38145	non-HK
ENSG00000113319	80960310	81230162	5	269853	non-HK
ENSG00000134954	128458761	128587606	11	128846	non-HK
ENSG00000146215	43299710	43308874	6	9165	non-HK
ENSG00000275034	33304306	33306945	16	2640	non-HK
ENSG00000261509	33360841	33363478	16	2638	non-HK
ENSG00000133943	91060044	91226929	14	166886	non-HK
ENSG00000137338	28281493	28303691	6	22199	non-HK
ENSG00000293562	174022122	174022298	1	177	non-HK
ENSG00000135835	180912897	180951614	1	38718	non-HK
ENSG00000081248	201039512	201112451	1	72940	non-HK
ENSG00000164430	73413515	73461726	6	48212	non-HK
ENSG00000113119	140639427	140645801	5	6375	non-HK
ENSG00000135503	51951679	51997082	12	45404	non-HK
ENSG00000118523	131948176	131951456	6	3281	non-HK
ENSG00000156603	57703710	57712259	11	8550	HK
ENSG00000143337	179882042	179920077	1	38036	HK
ENSG00000170903	105995623	106022410	11	26788	non-HK
ENSG00000055208	149218641	149411613	6	192973	non-HK
ENSG00000177508	54283304	54286787	16	3484	non-HK
ENSG00000166689	16777297	17014420	11	237124	non-HK
ENSG00000112365	109460632	109483239	6	22608	non-HK
ENSG00000115268	1438354	1440497	19	2144	HK
ENSG00000113068	140245035	140303113	5	58079	HK
ENSG00000076716	133300103	133416214	X	116112	non-HK
ENSG00000124614	34417447	34426237	6	8791	non-HK
ENSG00000136014	95516560	95553341	12	36782	non-HK
ENSG00000164180	88185575	88269476	5	83902	non-HK
ENSG00000293564	179882316	179882393	1	78	non-HK
ENSG00000293565	23094326	23094376	1	51	non-HK
ENSG00000116745	68428822	68451103	1	22282	non-HK
ENSG00000121406	57527325	57557542	19	30218	non-HK
ENSG00000261210	19285731	19322145	16	36415	non-HK
ENSG00000130208	44913133	44920054	19	6922	non-HK
ENSG00000116147	175315194	175743595	1	428402	non-HK
ENSG00000152219	30323104	30338458	11	15355	HK
ENSG00000183943	3604340	3713649	X	109310	non-HK
