HGNC symbol	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
TAF15	ENSG00000270647	35809481	35864615	17
TAF1D	ENSG00000166012	93729948	93784391	11
TAF4	ENSG00000130699	61953469	62065881	20
TAF4	ENSG00000280529	64040	118774	HSCHR20_1_CTG2
TAF5L	ENSG00000135801	229593111	229626122	1
TAF8	ENSG00000137413	42050513	42087461	6
TAF9	ENSG00000276463	147938	153209	HSCHR5_2_CTG1_1
TAF9	ENSG00000273841	69362026	69370026	5
TALDO1	ENSG00000177156	747399	765035	11
TAMM41	ENSG00000279643	141500	171339	HSCHR3_1_CTG1
TAMM41	ENSG00000144559	11790442	11846919	3
TANGO2	ENSG00000183597	20016615	20067164	22
TANGO6	ENSG00000103047	68843531	69086515	16
TANK	ENSG00000136560	161136908	161236230	2
TAOK2	ENSG00000149930	29973868	29992261	16
TAPBP	ENSG00000236490	4543212	4557902	HSCHR6_MHC_DBB_CTG1
TAPBP	ENSG00000112493	4711179	4725870	HSCHR6_MHC_COX_CTG1
TAPBP	ENSG00000206281	4494115	4508814	HSCHR6_MHC_QBL_CTG1
TAPBP	ENSG00000206208	4735630	4750321	HSCHR6_MHC_MCF_CTG1
TAPBP	ENSG00000231925	33299694	33314284	6
TAPT1	ENSG00000169762	16160505	16227410	4
TARDBP	ENSG00000120948	11012344	11030528	1
TATDN1	ENSG00000291730	23435	74408	HG2408_PATCH
TATDN1	ENSG00000147687	124488485	124539458	8
TATDN2	ENSG00000157014	10248023	10281218	3
TAX1BP1	ENSG00000106052	27739331	27844564	7
TBC1D1	ENSG00000065882	37890836	38139175	4
TBC1D14	ENSG00000132405	6909242	7033118	4
TBC1D15	ENSG00000121749	71839707	71927248	12
TBC1D20	ENSG00000125875	423596	462566	20
TBC1D22A	ENSG00000054611	46762617	47175699	22
TBC1D23	ENSG00000036054	100260780	100325251	3
TBC1D7	ENSG00000145979	13266542	13328583	6
TBC1D9B	ENSG00000284400	627626	672566	HG30_PATCH
TBC1D9B	ENSG00000197226	179862058	179907911	5
TBCA	ENSG00000171530	77691166	77868780	5
TBCB	ENSG00000105254	36114289	36125947	19
TBCC	ENSG00000124659	42744498	42746103	6
TBCCD1	ENSG00000113838	186546067	186570543	3
TBCD	ENSG00000278759	155503	177989	HSCHR17_1_CTG9
TBCD	ENSG00000141556	82751855	82945918	17
TBCE	ENSG00000284770	235367360	235452443	1
TBK1	ENSG00000183735	64452090	64502114	12
TBRG1	ENSG00000154144	124622836	124635926	11
TBRG4	ENSG00000136270	45097584	45112048	7
TCAIM	ENSG00000179152	44338119	44409451	3
TCEANC2	ENSG00000116205	54052867	54112519	1
TCERG1	ENSG00000113649	146447311	146511963	5
TCF12	ENSG00000140262	56918099	57299707	15
TCF20	ENSG00000100207	42160013	42343616	22
TCF20	ENSG00000262024	70204	125638	HSCHR22_1_CTG1
TCF20	ENSG00000276461	82358	137787	HSCHR22_3_CTG1
TCF25	ENSG00000141002	89873566	89913627	16
TCP1	ENSG00000120438	159778498	159789703	6
TCTN3	ENSG00000119977	95659823	95694143	10
TDP2	ENSG00000111802	24649978	24666930	6
TDRD3	ENSG00000083544	60396457	60573879	13
TECR	ENSG00000099797	14517085	14565988	19
TEF	ENSG00000167074	41367333	41399326	22
TEFM	ENSG00000172171	30897336	30906249	17
TELO2	ENSG00000100726	1493329	1510459	16
TERF2	ENSG00000132604	69355464	69408571	16
TERF2IP	ENSG00000166848	75647765	75761872	16
TEX2	ENSG00000136478	64147227	64263291	17
TEX261	ENSG00000144043	70968325	70994873	2
TEX264	ENSG00000164081	51662693	51704323	3
TFAM	ENSG00000108064	58385345	58399220	10
TFB1M	ENSG00000029639	155256134	155314493	6
TFB2M	ENSG00000162851	246540561	246566261	1
TFCP2	ENSG00000135457	51093656	51173137	12
TFDP1	ENSG00000198176	113584525	113641509	13
TFE3	ENSG00000068323	49028726	49043476	X
TFE3	ENSG00000292217	187561	202245	HSCHRX_3_CTG3
TFG	ENSG00000114354	100709295	100748965	3
TFIP11	ENSG00000100109	26490988	26512505	22
TFPT	ENSG00000276323	81433	90168	HSCHR19LRC_COX2_CTG3_1
TFPT	ENSG00000276296	81433	90168	HSCHR19LRC_LRC_S_CTG3_1
TFPT	ENSG00000274073	81433	90168	HSCHR19LRC_COX1_CTG3_1
TFPT	ENSG00000276263	81433	90168	HSCHR19LRC_LRC_I_CTG3_1
TFPT	ENSG00000273833	81433	90168	HSCHR19LRC_LRC_T_CTG3_1
TFPT	ENSG00000275086	81433	90168	HSCHR19LRC_LRC_J_CTG3_1
TFPT	ENSG00000276504	81433	90168	HSCHR19_4_CTG3_1
TFPT	ENSG00000278161	81433	90168	HSCHR19LRC_PGF1_CTG3_1
TFPT	ENSG00000276022	81433	90168	HSCHR19LRC_PGF2_CTG3_1
TFPT	ENSG00000105619	54107020	54115657	19
TGOLN2	ENSG00000292253	244268	254489	HSCHR2_6_CTG1
TGOLN2	ENSG00000152291	85318027	85328251	2
THADA	ENSG00000115970	43230836	43596051	2
THAP3	ENSG00000041988	6624845	6635586	1
THAP4	ENSG00000176946	241584405	241637191	2
THAP5	ENSG00000177683	108554543	108569750	7
THAP7	ENSG00000184436	20999104	21002196	22
THOC5	ENSG00000100296	29505879	29555216	22
THOC7	ENSG00000163634	63833870	63863868	3
THOP1	ENSG00000172009	2785494	2815807	19
THRAP3	ENSG00000054118	36224392	36305376	1
THTPA	ENSG00000259431	23555988	23560271	14
THUMPD3	ENSG00000134077	9362967	9386791	3
THYN1	ENSG00000151500	134248270	134253370	11
TIA1	ENSG00000116001	70209444	70248761	2
TIAL1	ENSG00000151923	119571802	119597029	10
TICAM1	ENSG00000127666	4815932	4831712	19
TIGD5	ENSG00000179886	143597831	143603224	8
TIGD5	ENSG00000278016	87875	93264	HSCHR8_3_CTG7
TIGD6	ENSG00000164296	149993118	150000654	5
TIMM10	ENSG00000134809	57528406	57531031	11
TIMM10B	ENSG00000132286	6481496	6484683	11
TIMM13	ENSG00000099800	2425625	2427588	19
TIMM17A	ENSG00000134375	201955476	201970664	1
TIMM17B	ENSG00000292215	52282	56978	HSCHRX_3_CTG3
TIMM17B	ENSG00000126768	48893447	48898143	X
TIMM21	ENSG00000075336	74148512	74160531	18
TIMM22	ENSG00000277649	36364	42918	HSCHR17_2_CTG2
TIMM22	ENSG00000278501	36364	42918	HSCHR17_3_CTG2
TIMM22	ENSG00000177370	997118	1003671	17
TIMM44	ENSG00000104980	7926718	7943773	19
TIMM50	ENSG00000105197	39479795	39493785	19
TIMM8B	ENSG00000150779	112084800	112086798	11
TIMM9	ENSG00000100575	58407461	58427655	14
TIMMDC1	ENSG00000113845	119498515	119525090	3
TINF2	ENSG00000284915	540621	543652	HG1_PATCH
TINF2	ENSG00000092330	24238286	24242663	14
TIPRL	ENSG00000143155	168178918	168202114	1
TJAP1	ENSG00000137221	43477523	43506562	6
TLE1	ENSG00000196781	81582313	81689681	9
TLK1	ENSG00000198586	170990823	171231314	2
TM2D1	ENSG00000162604	61673636	61725423	1
TM2D2	ENSG00000169490	38988808	38996824	8
TM2D3	ENSG00000184277	101621444	101652391	15
TM9SF1	ENSG00000285465	490127	496665	HG1_PATCH
TM9SF1	ENSG00000100926	24189140	24196287	14
TM9SF2	ENSG00000125304	99446311	99564048	13
TM9SF3	ENSG00000077147	96518110	96587452	10
TM9SF4	ENSG00000101337	32109714	32167258	20
TMBIM1	ENSG00000135926	218274194	218292586	2
TMBIM4	ENSG00000155957	66135846	66170027	12
TMBIM6	ENSG00000139644	49707725	49764935	12
TMCC1	ENSG00000172765	129647792	129893778	3
TMCO1	ENSG00000143183	165724293	165827755	1
TMCO3	ENSG00000150403	113490816	113554590	13
TMED1	ENSG00000099203	10832067	10836318	19
TMED10	ENSG00000170348	75131443	75176652	14
TMED2	ENSG00000086598	123584526	123598582	12
TMED4	ENSG00000158604	44576392	44582287	7
TMED5	ENSG00000117500	93149742	93180516	1
TMED7	ENSG00000134970	115613210	115634830	5
TMED7-TICAM2	ENSG00000251201	115578642	115626161	5
TMED9	ENSG00000184840	177592195	177597242	5
TMEM101	ENSG00000091947	44011188	44023946	17
TMEM106B	ENSG00000106460	12211042	12243367	7
TMEM106C	ENSG00000134291	47963569	47968885	12
TMEM115	ENSG00000126062	50354749	50359521	3
TMEM120A	ENSG00000189077	75986831	75994656	7
TMEM126A	ENSG00000171202	85647956	85656547	11
TMEM127	ENSG00000135956	96248500	96266047	2
TMEM128	ENSG00000132406	4235541	4248239	4
TMEM129	ENSG00000168936	1715951	1721358	4
TMEM131	ENSG00000291574	682364	921979	HG2275_PATCH
TMEM131	ENSG00000075568	97756333	97996226	2
TMEM134	ENSG00000172663	67461710	67469288	11
TMEM141	ENSG00000244187	136791303	136793317	9
TMEM147	ENSG00000105677	35545600	35547527	19
TMEM14B	ENSG00000137210	10747746	10852753	6
TMEM14C	ENSG00000284936	233799	242013	HG2057_PATCH
TMEM14C	ENSG00000111843	10722915	10731132	6
TMEM161A	ENSG00000064545	19119169	19138513	19
TMEM167B	ENSG00000215717	109090367	109096935	1
TMEM168	ENSG00000146802	112762377	112790715	7
TMEM177	ENSG00000144120	119679137	119686507	2
TMEM179B	ENSG00000185475	62787387	62790403	11
TMEM18	ENSG00000151353	663877	677470	2
TMEM184C	ENSG00000164168	147617386	147672044	4
TMEM185B	ENSG00000226479	120217479	120223400	2
TMEM186	ENSG00000184857	8780384	8797763	16
TMEM187	ENSG00000177854	153972754	153983194	X
TMEM19	ENSG00000139291	71686082	71705047	12
TMEM192	ENSG00000170088	165070608	165208549	4
TMEM203	ENSG00000187713	137204082	137205648	9
TMEM205	ENSG00000105518	11342776	11346518	19
TMEM214	ENSG00000119777	27032910	27041697	2
TMEM219	ENSG00000149932	29940885	29973052	16
TMEM222	ENSG00000186501	27322139	27336401	1
TMEM223	ENSG00000168569	62771629	62792013	11
TMEM230	ENSG00000089063	5068232	5113452	20
TMEM242	ENSG00000215712	157289025	157323601	6
TMEM248	ENSG00000106609	66921171	66958551	7
TMEM256	ENSG00000283771	23432	24554	HG2046_PATCH
TMEM256	ENSG00000205544	7402975	7404097	17
TMEM258	ENSG00000134825	61768501	61792802	11
TMEM259	ENSG00000182087	1009648	1021179	19
TMEM30A	ENSG00000112697	75252924	75284948	6
TMEM33	ENSG00000109133	41934403	41960803	4
TMEM39A	ENSG00000176142	119428949	119468854	3
TMEM41A	ENSG00000163900	185476496	185499057	3
TMEM41B	ENSG00000166471	9280654	9314636	11
TMEM42	ENSG00000280516	387254	391020	HG2066_PATCH
TMEM42	ENSG00000169964	44861889	44865670	3
TMEM50A	ENSG00000183726	25338295	25362362	1
TMEM50B	ENSG00000263160	27057	84140	HSCHR21_4_CTG1_1
TMEM50B	ENSG00000142188	33432485	33479974	21
TMEM59	ENSG00000116209	54026681	54053504	1
TMEM60	ENSG00000135211	77793728	77799484	7
TMEM62	ENSG00000137842	43123279	43185144	15
TMEM63B	ENSG00000137216	44126614	44155520	6
TMEM64	ENSG00000180694	90621995	90791632	8
TMEM69	ENSG00000159596	45688149	45694443	1
TMEM70	ENSG00000175606	73972437	73982783	8
TMEM81	ENSG00000174529	205083129	205084460	1
TMEM87A	ENSG00000103978	42210447	42274128	15
TMEM9	ENSG00000116857	201134772	201172330	1
TMEM9B	ENSG00000175348	8947202	8965011	11
TMF1	ENSG00000144747	69019827	69052339	3
TMLHE	ENSG00000185973	155488606	155719107	X
TMPO	ENSG00000120802	98515561	98550351	12
TMUB1	ENSG00000164897	151081082	151083514	7
TMUB2	ENSG00000168591	44186966	44191931	17
TMX1	ENSG00000139921	51240162	51257655	14
TMX2	ENSG00000213593	57712562	57742987	11
TMX4	ENSG00000125827	7977346	8019813	20
TNFAIP1	ENSG00000109079	28335602	28347009	17
TNIP1	ENSG00000145901	151029939	151093577	5
TNKS2	ENSG00000107854	91798426	91865475	10
TNPO1	ENSG00000083312	72816312	72916741	5
TNPO3	ENSG00000064419	128954180	129055173	7
TNRC6A	ENSG00000090905	24610209	24827632	16
TOB1	ENSG00000141232	50862223	50867978	17
TOLLIP	ENSG00000291426	8637	43920	HG152_PATCH
TOLLIP	ENSG00000078902	1274371	1310258	11
TOMM20	ENSG00000173726	235109341	235128846	1
TOMM22	ENSG00000100216	38681924	38685421	22
TOMM40	ENSG00000130204	44890569	44903695	19
TOMM5	ENSG00000175768	37582646	37592609	9
TOMM6	ENSG00000214736	41787652	41790064	6
TOMM7	ENSG00000196683	22812628	22822849	7
TOP1	ENSG00000198900	41028822	41124487	20
TOP2B	ENSG00000077097	25597978	25664973	3
TOPORS	ENSG00000197579	32540544	32552603	9
TOR1A	ENSG00000136827	129812942	129824244	9
TOR1AIP2	ENSG00000169905	179839967	179883034	1
TOR1B	ENSG00000136816	129803157	129811281	9
TOR3A	ENSG00000186283	179081854	179098023	1
TOX4	ENSG00000092203	21476597	21499175	14
TP53RK	ENSG00000172315	46684365	46689444	20
TPCN1	ENSG00000186815	113221050	113298589	12
TPD52L2	ENSG00000101150	63865228	63891545	20
TPGS1	ENSG00000141933	507497	519654	19
TPI1	ENSG00000111669	6867119	6870948	12
TPP2	ENSG00000134900	102596958	102679958	13
TPRA1	ENSG00000163870	127571232	127598318	3
TPRG1L	ENSG00000158109	3624979	3630131	1
TPRKB	ENSG00000291480	398602	406898	HG2052_PATCH
TPRKB	ENSG00000144034	73729104	73737421	2
TPRN	ENSG00000176058	137191617	137204193	9
TPST2	ENSG00000128294	26521996	26596717	22
TRA2A	ENSG00000164548	23504780	23532041	7
TRA2B	ENSG00000136527	185914558	185938103	3
TRAF6	ENSG00000175104	36483769	36510292	11
TRAF7	ENSG00000131653	2155692	2178129	16
TRAP1	ENSG00000126602	3651639	3717591	16
TRAPPC1	ENSG00000170043	7930345	7932123	17
TRAPPC10	ENSG00000160218	44012309	44106553	21
TRAPPC11	ENSG00000168538	183659267	183713594	4
TRAPPC12	ENSG00000274891	9880	94564	HSCHR2_1_CTG1
TRAPPC12	ENSG00000171853	3379674	3485094	2
TRAPPC13	ENSG00000113597	65624789	65666233	5
TRAPPC2L	ENSG00000167515	88856220	88862686	16
TRAPPC3	ENSG00000054116	36136570	36156053	1
TRAPPC4	ENSG00000280495	40363	47054	HG2217_PATCH
TRAPPC4	ENSG00000196655	119018733	119025454	11
TRAPPC5	ENSG00000181029	7680833	7687703	19
TRAPPC6B	ENSG00000182400	39147811	39170532	14
TRAPPC8	ENSG00000153339	31829197	31953136	18
TRAPPC9	ENSG00000167632	139727725	140458579	8
TRIAP1	ENSG00000170855	120443958	120446412	12
TRIM26	ENSG00000228881	1442506	1471482	HSCHR6_MHC_APD_CTG1
TRIM26	ENSG00000226060	1440327	1469303	HSCHR6_MHC_DBB_CTG1
TRIM26	ENSG00000234046	1483342	1512318	HSCHR6_MHC_SSTO_CTG1
TRIM26	ENSG00000230230	1664235	1693198	HSCHR6_MHC_COX_CTG1
TRIM26	ENSG00000231002	1495111	1524080	HSCHR6_MHC_MANN_CTG1
TRIM26	ENSG00000231641	1528484	1557367	HSCHR6_MHC_MCF_CTG1
TRIM26	ENSG00000137313	1439551	1468529	HSCHR6_MHC_QBL_CTG1
TRIM26	ENSG00000234127	30184446	30213435	6
TRIM27	ENSG00000234495	168586	189574	HSCHR6_MHC_APD_CTG1
TRIM27	ENSG00000229006	212404	233381	HSCHR6_MHC_SSTO_CTG1
TRIM27	ENSG00000237071	393697	414688	HSCHR6_MHC_COX_CTG1
TRIM27	ENSG00000233948	168757	189744	HSCHR6_MHC_MCF_CTG1
TRIM27	ENSG00000215641	168584	189571	HSCHR6_MHC_QBL_CTG1
TRIM27	ENSG00000237462	180335	189548	HSCHR6_MHC_MANN_CTG1
TRIM27	ENSG00000204713	28903002	28923988	6
TRIM28	ENSG00000130726	58543740	58550773	19
TRIM3	ENSG00000110171	6448613	6474459	11
TRIM39	ENSG00000232839	1582319	1599575	HSCHR6_MHC_DBB_CTG1
TRIM39	ENSG00000230308	1655969	1673225	HSCHR6_MHC_APD_CTG1
TRIM39	ENSG00000224994	1806156	1823410	HSCHR6_MHC_COX_CTG1
TRIM39	ENSG00000229929	1624933	1642186	HSCHR6_MHC_SSTO_CTG1
TRIM39	ENSG00000226437	1636704	1653960	HSCHR6_MHC_MANN_CTG1
TRIM39	ENSG00000206495	1581554	1598811	HSCHR6_MHC_QBL_CTG1
TRIM39	ENSG00000204599	30325880	30344265	6
TRIM39-RPP21	ENSG00000248167	30328907	30346854	6
TRIM41	ENSG00000146063	181222499	181235808	5
TRIM44	ENSG00000166326	35662537	35818007	11
TRIM56	ENSG00000169871	101085234	101097967	7
TRIM65	ENSG00000141569	75880335	75897014	17
TRIM8	ENSG00000171206	102642503	102662789	10
TRIP12	ENSG00000153827	229763835	229923239	2
TRIP4	ENSG00000103671	64387748	64455305	15
TRMT1	ENSG00000104907	13104899	13117567	19
TRMT10C	ENSG00000174173	101561868	101566446	3
TRMT112	ENSG00000173113	64316460	64318074	11
TRMT12	ENSG00000183665	124450820	124462150	8
TRMT1L	ENSG00000121486	185118085	185157072	1
TRMT2A	ENSG00000099899	20111875	20117392	22
TRNAU1AP	ENSG00000180098	28553001	28578545	1
TRNT1	ENSG00000072756	3126364	3153435	3
TRPC4AP	ENSG00000100991	34995209	35092868	20
TRPT1	ENSG00000149743	64223799	64226823	11
TRUB2	ENSG00000167112	128305159	128322741	9
TSC2	ENSG00000103197	2047345	2089491	16
TSEN15	ENSG00000198860	184051651	184123978	1
TSEN34	ENSG00000275165	165233	169508	HSCHR19LRC_LRC_S_CTG3_1
TSEN34	ENSG00000274796	165233	169508	HSCHR19LRC_COX2_CTG3_1
TSEN34	ENSG00000278622	164735	169332	HSCHR19LRC_COX1_CTG3_1
TSEN34	ENSG00000274078	165233	169508	HSCHR19LRC_LRC_I_CTG3_1
TSEN34	ENSG00000273896	165233	169508	HSCHR19LRC_LRC_T_CTG3_1
TSEN34	ENSG00000274672	165233	169508	HSCHR19LRC_LRC_J_CTG3_1
TSEN34	ENSG00000278605	164903	168699	HSCHR19_4_CTG3_1
TSEN34	ENSG00000274129	164902	169499	HSCHR19LRC_PGF1_CTG3_1
TSEN34	ENSG00000278712	165233	169508	HSCHR19LRC_PGF2_CTG3_1
TSEN34	ENSG00000170892	54189447	54194538	19
TSFM	ENSG00000123297	57782731	57808071	12
TSG101	ENSG00000074319	18468336	18526965	11
TSN	ENSG00000211460	121737103	121767853	2
TSNAX	ENSG00000116918	231528541	231566524	1
TSPAN17	ENSG00000048140	176647387	176659058	5
TSPAN31	ENSG00000135452	57738013	57750219	12
TSPYL1	ENSG00000189241	116267760	116279930	6
TSR1	ENSG00000167721	2322392	2336657	17
TSR2	ENSG00000158526	54440402	54448032	X
TSR3	ENSG00000007520	1349237	1351878	16
TSSC4	ENSG00000184281	2400488	2403878	11
TSTD2	ENSG00000136925	97600080	97633377	9
TTC1	ENSG00000113312	160009100	160065550	5
TTC17	ENSG00000052841	43358920	43494933	11
TTC19	ENSG00000011295	15999783	16045015	17
TTC32	ENSG00000183891	19896631	19902001	2
TTC33	ENSG00000113638	40512333	40755963	5
TTC4	ENSG00000243725	54715835	54742657	1
TTC7B	ENSG00000165914	90524564	90816500	14
TTC9C	ENSG00000162222	62727687	62740293	11
TTI1	ENSG00000101407	37983007	38033461	20
TTI2	ENSG00000129696	33473386	33513185	8
TUBA1B	ENSG00000123416	49127782	49131397	12
TUBA1C	ENSG00000167553	49188736	49274600	12
TUBB	ENSG00000224156	2049704	2054929	HSCHR6_MHC_APD_CTG1
TUBB	ENSG00000235067	1976051	1981276	HSCHR6_MHC_DBB_CTG1
TUBB	ENSG00000232421	2020987	2026212	HSCHR6_MHC_SSTO_CTG1
TUBB	ENSG00000227739	2199940	2205165	HSCHR6_MHC_COX_CTG1
TUBB	ENSG00000229684	2064276	2069501	HSCHR6_MHC_MCF_CTG1
TUBB	ENSG00000232575	2030452	2035677	HSCHR6_MHC_MANN_CTG1
TUBB	ENSG00000183311	1975313	1980539	HSCHR6_MHC_QBL_CTG1
TUBB	ENSG00000196230	30717435	30725538	6
TUBD1	ENSG00000108423	59859426	59892945	17
TUBGCP2	ENSG00000130640	133278635	133318823	10
TUBGCP4	ENSG00000137822	43369221	43409771	15
TUFM	ENSG00000178952	28842410	28846419	16
TUSC2	ENSG00000114383	50320027	50328251	3
TUT1	ENSG00000149016	62575045	62591637	11
TVP23B	ENSG00000171928	18781111	18806715	17
TXLNA	ENSG00000084652	32178097	32198299	1
TXLNG	ENSG00000086712	16786432	16844519	X
TXN2	ENSG00000100348	36466895	36482072	22
TXNDC11	ENSG00000153066	11679079	11742907	16
TXNDC12	ENSG00000117862	52020130	52055772	1
TXNDC15	ENSG00000113621	134874318	134901635	5
TXNDC17	ENSG00000129235	6640712	6644541	17
TXNDC9	ENSG00000115514	99318982	99340702	2
TXNL1	ENSG00000091164	56597209	56651600	18
TXNL4A	ENSG00000141759	79970813	80033949	18
TXNL4B	ENSG00000140830	72084854	72094431	16
TXNRD1	ENSG00000198431	104215779	104350307	12
TYK2	ENSG00000105397	10350528	10380608	19
TYW1	ENSG00000198874	66995173	67239521	7
U2AF1	ENSG00000160201	43092956	43107605	21
U2AF1L4	ENSG00000161265	35742464	35745445	19
U2AF2	ENSG00000063244	55654146	55674716	19
UAP1	ENSG00000117143	162561481	162601259	1
UBA1	ENSG00000130985	47190713	47215173	X
UBA2	ENSG00000126261	34428352	34471251	19
UBA3	ENSG00000144744	69054716	69080408	3
UBA5	ENSG00000081307	132654446	132679794	3
UBA52	ENSG00000221983	18571730	18577550	19
UBAC2	ENSG00000134882	99200758	99386504	13
UBALD1	ENSG00000153443	4608883	4615027	16
UBAP1	ENSG00000165006	34179005	34252523	9
UBAP2L	ENSG00000143569	154220179	154271510	1
UBB	ENSG00000170315	16380667	16382745	17
UBC	ENSG00000150991	124911604	124917368	12
UBE2A	ENSG00000077721	119474802	119591083	X
UBE2B	ENSG00000119048	134371184	134393959	5
UBE2D2	ENSG00000131508	139526431	139628434	5
UBE2D3	ENSG00000109332	102793516	102869287	4
UBE2D4	ENSG00000078967	43926436	43956136	7
UBE2E1	ENSG00000170142	23805955	23891640	3
UBE2E2	ENSG00000182247	23203020	23591794	3
UBE2E3	ENSG00000170035	180967248	181076585	2
UBE2F	ENSG00000184182	237966827	238045486	2
UBE2G2	ENSG00000184787	44768580	44801826	21
UBE2H	ENSG00000186591	129830732	129952977	7
UBE2I	ENSG00000103275	1291357	1327018	16
UBE2J1	ENSG00000198833	89326608	89352902	6
UBE2J2	ENSG00000160087	1253907	1274477	1
UBE2K	ENSG00000078140	39698109	39782792	4
UBE2L3	ENSG00000185651	21549447	21624034	22
UBE2M	ENSG00000130725	58555709	58558954	19
UBE2N	ENSG00000177889	93405673	93442258	12
UBE2NL	ENSG00000276380	143884071	143885255	X
UBE2NL	ENSG00000292243	169154	170343	HSCHRX_2_CTG14
UBE2Q1	ENSG00000160714	154548550	154559028	1
UBE2R2	ENSG00000107341	33817160	33920399	9
UBE2V1	ENSG00000244687	50081122	50115959	20
UBE2V2	ENSG00000169139	48008410	48064708	8
UBE2W	ENSG00000104343	73780097	73878910	8
UBE2Z	ENSG00000159202	48908398	48929056	17
UBE3A	ENSG00000114062	25333728	25439092	15
UBE3B	ENSG00000151148	109477402	109536705	12
UBE3C	ENSG00000009335	157138922	157269372	7
UBE4A	ENSG00000110344	118359587	118399211	11
UBE4B	ENSG00000130939	10032832	10181244	1
UBFD1	ENSG00000103353	23557721	23574394	16
UBIAD1	ENSG00000120942	11273198	11296049	1
UBL3	ENSG00000122042	29764371	29850617	13
UBL4A	ENSG00000102178	154483717	154486615	X
UBL5	ENSG00000198258	9827892	9830137	19
UBL7	ENSG00000288408	275246	290451	HG2198_PATCH
UBL7	ENSG00000138629	74445187	74461182	15
UBOX5	ENSG00000185019	3107573	3160196	20
UBP1	ENSG00000153560	33388336	33441407	3
UBQLN1	ENSG00000135018	83657386	83707993	9
UBQLN2	ENSG00000188021	56563627	56567868	X
UBQLN4	ENSG00000160803	156035299	156053798	1
UBR2	ENSG00000024048	42563995	42693505	6
UBR7	ENSG00000278787	321618	343777	HSCHR14_7_CTG1
UBR7	ENSG00000012963	93207241	93229215	14
UBTD1	ENSG00000165886	97498913	97571206	10
UBTF	ENSG00000108312	44205033	44221626	17
UBXN2A	ENSG00000173960	23926788	24004909	2
UBXN4	ENSG00000144224	135741631	135785063	2
UBXN6	ENSG00000167671	4444999	4457794	19
UCHL3	ENSG00000118939	75549483	75607472	13
UCHL5	ENSG00000116750	193012246	193060080	1
UCK1	ENSG00000130717	131523786	131531280	9
UCK2	ENSG00000143179	165827586	165911618	1
UCKL1	ENSG00000198276	63939828	63956480	20
UEVLD	ENSG00000151116	18529607	18588747	11
UFC1	ENSG00000143222	161152776	161158856	1
UFL1	ENSG00000014123	96521595	96555276	6
UFSP2	ENSG00000109775	185399527	185425979	4
UGP2	ENSG00000169764	63840950	63891590	2
ULK1	ENSG00000177169	131894621	131923161	12
ULK3	ENSG00000140474	74836116	74843346	15
UNC50	ENSG00000115446	98608434	98618515	2
UNG	ENSG00000076248	109097572	109126725	12
UPF1	ENSG00000005007	18831905	18868232	19
UPF2	ENSG00000151461	11920020	12043170	10
UPF3B	ENSG00000125351	119833808	119853083	X
UPRT	ENSG00000094841	75156388	75304885	X
UQCR10	ENSG00000184076	29767369	29770413	22
UQCR11	ENSG00000127540	1597154	1605500	19
UQCRB	ENSG00000156467	96222947	96235564	8
UQCRC1	ENSG00000010256	48599002	48610976	3
UQCRC2	ENSG00000140740	21952636	21985391	16
UQCRHL	ENSG00000233954	15807169	15809348	1
UQCRQ	ENSG00000164405	132866626	132868847	5
URGCP	ENSG00000106608	43875894	43926411	7
URI1	ENSG00000105176	29923644	30016612	19
URM1	ENSG00000167118	128371349	128392016	9
UROD	ENSG00000126088	45010950	45015575	1
UROS	ENSG00000188690	125784980	125823288	10
USB1	ENSG00000103005	57999546	58021618	16
USE1	ENSG00000053501	17215346	17220237	19
USF1	ENSG00000158773	161039249	161045977	1
USF2	ENSG00000105698	35268962	35279821	19
USP10	ENSG00000103194	84699971	84779926	16
USP14	ENSG00000101557	158351	214629	18
USP16	ENSG00000291527	115363	145222	HG2219_PATCH
USP16	ENSG00000156256	29024629	29054493	21
USP19	ENSG00000172046	49108046	49120938	3
USP22	ENSG00000124422	20999596	21043760	17
USP25	ENSG00000155313	15729925	15880064	21
USP27X	ENSG00000273820	49879484	49882558	X
USP33	ENSG00000077254	77694725	77759884	1
USP38	ENSG00000170185	143184917	143225212	4
USP39	ENSG00000168883	85602856	85657710	2
USP4	ENSG00000114316	49277144	49340712	3
USP47	ENSG00000170242	11841423	11961887	11
USP5	ENSG00000111667	6852122	6866632	12
USP7	ENSG00000187555	8892097	8975328	16
USP8	ENSG00000138592	50424372	50514421	15
USP9X	ENSG00000124486	41085431	41236579	X
UTP14A	ENSG00000156697	129906121	129929761	X
UTP14C	ENSG00000253797	52024691	52033600	13
UTP15	ENSG00000164338	73565443	73583380	5
UTP23	ENSG00000147679	116766505	116849463	8
UTP3	ENSG00000132467	70688532	70690551	4
UTP6	ENSG00000108651	31860904	31901746	17
UXS1	ENSG00000115652	106093303	106194365	2
UXT	ENSG00000126756	47651792	47659187	X
VAC14	ENSG00000103043	70687439	70801173	16
VAMP3	ENSG00000049245	7771296	7781432	1
VAMP5	ENSG00000168899	85584431	85593406	2
VAPA	ENSG00000101558	9913916	9960021	18
VAPB	ENSG00000124164	58389119	58451101	20
VARS2	ENSG00000236178	2393951	2406057	HSCHR6_MHC_COX_CTG1
VARS2	ENSG00000230985	2170509	2182776	HSCHR6_MHC_DBB_CTG1
VARS2	ENSG00000234032	2258352	2270615	HSCHR6_MHC_MCF_CTG1
