From	To
Q15283	ENSG00000155903.15
Q15286	ENSG00000111737.13
Q15287	ENSG00000205937.12
Q15291	ENSG00000117222.15
Q15293	ENSG00000049449.11
Q15293	ENSG00000285283.1
Q15303	ENSG00000178568.16
Q15306	ENSG00000137265.17
Q15311	ENSG00000017797.14
Q15319	ENSG00000091010.7
Q15323	ENSG00000094796.5
Q15323	ENSG00000262993.1
Q15323	ENSG00000292029.1
Q15326	ENSG00000015171.22
Q15327	ENSG00000148677.8
Q15329	ENSG00000133740.12
Q15334	ENSG00000131899.14
Q15345	ENSG00000132128.19
Q15349	ENSG00000071242.14
Q15361	ENSG00000125482.14
Q15363	ENSG00000086598.12
Q15365	ENSG00000169564.7
Q15366	ENSG00000197111.17
Q15369	ENSG00000154582.19
Q15370	ENSG00000103363.17
Q15375	ENSG00000135333.16
Q15382	ENSG00000106615.11
Q15386	ENSG00000009335.20
Q15388	ENSG00000173726.12
Q15389	ENSG00000154188.11
Q15390	ENSG00000066855.17
Q15391	ENSG00000174944.10
Q15392	ENSG00000116133.14
Q15393	ENSG00000189091.14
Q15397	ENSG00000080608.11
Q15398	ENSG00000126787.14
Q15399	ENSG00000174125.10
Q15404	ENSG00000148484.19
Q15406	ENSG00000148200.18
Q15413	ENSG00000198838.15
Q15415	ENSG00000226941.9
Q15415	ENSG00000169800.14
Q15417	ENSG00000117519.17
Q15418	ENSG00000117676.15
Q15418	ENSG00000281877.3
Q15424	ENSG00000160633.14
Q15427	ENSG00000143368.11
Q15428	ENSG00000104897.11
Q15431	ENSG00000198765.12
Q15434	ENSG00000076067.15
Q15435	ENSG00000115685.16
Q15436	ENSG00000100934.16
Q15437	ENSG00000101310.18
Q15438	ENSG00000108669.19
Q15459	ENSG00000099995.20
Q15464	ENSG00000107338.11
Q15464	ENSG00000255872.3
Q15465	ENSG00000164690.8
Q15466	ENSG00000131910.5
Q15468	ENSG00000123473.18
Q15475	ENSG00000126778.13
Q15477	ENSG00000204351.14
Q15477	ENSG00000206353.11
Q15477	ENSG00000232616.9
Q15477	ENSG00000228896.9
Q15477	ENSG00000223493.9
Q15477	ENSG00000225737.9
Q15485	ENSG00000160339.17
Q15493	ENSG00000130988.14
Q15506	ENSG00000064199.8
Q15517	ENSG00000137197.6
Q15517	ENSG00000204539.4
Q15517	ENSG00000237123.2
Q15517	ENSG00000237114.2
Q15517	ENSG00000237165.2
Q15526	ENSG00000148290.11
Q15526	ENSG00000280627.3
Q15527	ENSG00000148291.11
Q15527	ENSG00000281024.3
Q15528	ENSG00000148297.17
Q15528	ENSG00000281022.3
Q15532	ENSG00000141380.15
Q15542	ENSG00000148835.13
Q15543	ENSG00000197780.11
Q15544	ENSG00000064995.20
Q15545	ENSG00000178913.9
Q15546	ENSG00000108960.10
Q15554	ENSG00000132604.12
Q15555	ENSG00000166974.14
Q15560	ENSG00000171703.18
Q15561	ENSG00000197905.10
Q15562	ENSG00000074219.15
Q15569	ENSG00000107140.18
Q15572	ENSG00000103168.18
Q15573	ENSG00000143498.19
Q15582	ENSG00000120708.17
Q15583	ENSG00000177426.23
Q15596	ENSG00000140396.14
Q15599	ENSG00000065054.15
Q155Q3	ENSG00000150764.15
Q15612	ENSG00000165202.3
Q15615	ENSG00000141194.7
Q15617	ENSG00000197849.7
Q15619	ENSG00000221888.4
Q15620	ENSG00000197125.3
Q15622	ENSG00000188269.10
Q15628	ENSG00000102871.17
Q15629	ENSG00000067167.9
Q15631	ENSG00000211460.13
Q15633	ENSG00000139546.12
Q15637	ENSG00000168066.23
Q15642	ENSG00000125733.19
Q15643	ENSG00000100815.13
Q15645	ENSG00000071539.15
Q15646	ENSG00000135114.14
Q15648	ENSG00000125686.13
Q15649	ENSG00000273611.6
Q15649	ENSG00000278574.4
Q15650	ENSG00000103671.11
Q15651	ENSG00000118418.17
Q15652	ENSG00000171988.20
Q15653	ENSG00000104825.18
Q15653	ENSG00000282905.2
Q15654	ENSG00000087077.15
Q15661	ENSG00000172236.20
Q15669	ENSG00000168421.15
Q15672	ENSG00000122691.13
Q15678	ENSG00000152104.12
Q15691	ENSG00000101367.10
Q15696	ENSG00000169249.15
Q15697	ENSG00000103343.14
Q15699	ENSG00000180318.4
Q15700	ENSG00000150672.19
Q15714	ENSG00000102804.17
Q15717	ENSG00000066044.16
Q15722	ENSG00000213903.10
Q15722	ENSG00000285456.2
Q15723	ENSG00000109381.22
Q15726	ENSG00000170498.11
Q15735	ENSG00000185133.15
Q15738	ENSG00000147383.12
Q15738	ENSG00000292192.1
Q15742	ENSG00000166886.14
Q15743	ENSG00000119714.12
Q15744	ENSG00000092067.7
Q15746	ENSG00000065534.21
Q15750	ENSG00000100324.15
Q15751	ENSG00000103657.14
Q15758	ENSG00000105281.14
Q15759	ENSG00000185386.16
Q15760	ENSG00000183150.9
Q15761	ENSG00000164129.13
Q15762	ENSG00000150637.10
Q15768	ENSG00000108947.5
Q15771	ENSG00000137502.11
Q15772	ENSG00000072195.15
Q15773	ENSG00000089693.12
Q15776	ENSG00000198315.12
Q15777	ENSG00000066382.18
Q15782	ENSG00000064886.15
Q15784	ENSG00000171532.6
Q15785	ENSG00000025772.9
Q15788	ENSG00000084676.17
Q15796	ENSG00000175387.17
Q15797	ENSG00000170365.11
Q15800	ENSG00000052802.14
Q15811	ENSG00000205726.16
Q15813	ENSG00000284770.3
Q15813	ENSG00000285053.1
Q15814	ENSG00000124659.7
Q15818	ENSG00000171246.7
Q15819	ENSG00000169139.13
Q15822	ENSG00000120903.13
Q15825	ENSG00000147434.9
Q15828	ENSG00000175315.3
Q15831	ENSG00000118046.19
Q15833	ENSG00000076944.18
Q15834	ENSG00000175602.4
Q15835	ENSG00000185974.7
Q15835	ENSG00000288263.1
Q15836	ENSG00000049245.13
Q15842	ENSG00000121361.6
Q15843	ENSG00000129559.14
Q15843	ENSG00000285246.2
Q15846	ENSG00000079101.18
Q15847	ENSG00000148671.16
Q15848	ENSG00000181092.11
Q15849	ENSG00000132874.15
Q15853	ENSG00000105698.17
Q15858	ENSG00000169432.19
Q15878	ENSG00000198216.14
Q15884	ENSG00000135063.21
Q15904	ENSG00000071553.19
Q15906	ENSG00000163159.16
Q15907	ENSG00000185236.13
Q15910	ENSG00000106462.13
Q15911	ENSG00000140836.17
Q15915	ENSG00000152977.10
Q15916	ENSG00000186130.6
Q15928	ENSG00000131127.15
Q15935	ENSG00000175691.10
Q15937	ENSG00000196152.11
Q15942	ENSG00000159840.17
Q15942	ENSG00000285443.2
Q15973	ENSG00000196418.14
Q16082	ENSG00000170276.7
Q16082	ENSG00000254445.1
Q16099	ENSG00000149403.14
Q16134	ENSG00000171503.14
Q16143	ENSG00000074317.12
Q16181	ENSG00000122545.22
Q16186	ENSG00000130706.14
Q16204	ENSG00000108091.12
Q16206	ENSG00000165675.21
Q16222	ENSG00000117143.15
Q16236	ENSG00000116044.18
Q16254	ENSG00000205250.10
Q16270	ENSG00000163453.12
Q16280	ENSG00000183862.6
Q16281	ENSG00000144191.13
Q16288	ENSG00000140538.18
Q16322	ENSG00000143105.7
Q16342	ENSG00000071994.11
Q16348	ENSG00000163406.12
Q16352	ENSG00000148798.12
Q16363	ENSG00000112769.21
Q16378	ENSG00000111215.13
Q16378	ENSG00000263247.6
Q16378	ENSG00000282269.1
Q16384	ENSG00000126752.8
Q16385	ENSG00000241476.9
Q16385	ENSG00000268447.6
Q16394	ENSG00000182197.13
Q16401	ENSG00000095261.15
Q16445	ENSG00000145863.11
Q16478	ENSG00000105737.11
Q16512	ENSG00000123143.14
Q16513	ENSG00000065243.21
Q16514	ENSG00000120656.15
Q16515	ENSG00000108684.15
Q16517	ENSG00000053438.11
Q16518	ENSG00000116745.8
Q16520	ENSG00000156127.8
Q16526	ENSG00000008405.13
Q16527	ENSG00000175183.11
Q16531	ENSG00000167986.16
Q16533	ENSG00000023608.6
Q16534	ENSG00000108924.14
Q16537	ENSG00000154001.15
Q16538	ENSG00000250510.9
Q16539	ENSG00000112062.14
Q16540	ENSG00000214026.12
Q16540	ENSG00000288141.1
Q16543	ENSG00000105401.11
Q16548	ENSG00000140379.9
Q16549	ENSG00000160613.16
Q16552	ENSG00000112115.7
Q16553	ENSG00000160932.12
Q16553	ENSG00000278032.2
Q16555	ENSG00000092964.18
Q16557	ENSG00000221826.10
Q16558	ENSG00000145936.10
Q16559	ENSG00000186051.7
Q16560	ENSG00000184209.16
Q16563	ENSG00000008282.11
Q16566	ENSG00000152495.12
Q16568	ENSG00000164326.5
Q16570	ENSG00000213088.15
Q16572	ENSG00000187714.7
Q16576	ENSG00000102054.19
Q16581	ENSG00000171860.6
Q16584	ENSG00000173327.10
Q16585	ENSG00000163069.14
Q16586	ENSG00000108823.18
Q16587	ENSG00000185252.20
Q16589	ENSG00000138764.16
Q16594	ENSG00000273841.7
Q16594	ENSG00000276463.4
Q16595	ENSG00000165060.16
Q16595	ENSG00000285130.2
Q16600	ENSG00000196793.15
Q16602	ENSG00000064989.14
Q16610	ENSG00000143369.16
Q16611	ENSG00000030110.15
Q16612	ENSG00000134986.15
Q16613	ENSG00000129673.11
Q16617	ENSG00000105374.11
Q16619	ENSG00000150281.7
Q16620	ENSG00000148053.19
Q16621	ENSG00000123405.15
Q16623	ENSG00000106089.13
Q16625	ENSG00000197822.13
Q16626	ENSG00000124733.5
Q16627	ENSG00000276409.6
Q16627	ENSG00000277236.4
Q16629	ENSG00000115875.20
Q16630	ENSG00000111605.19
Q16633	ENSG00000110777.12
Q16635	ENSG00000102125.18
Q16637	ENSG00000172062.18
Q16637	ENSG00000205571.16
Q16637	ENSG00000277773.4
Q16637	ENSG00000273772.4
Q16637	ENSG00000275349.4
Q16643	ENSG00000113758.15
Q16644	ENSG00000114738.12
Q16647	ENSG00000124212.7
Q16649	ENSG00000165030.6
Q16650	ENSG00000136535.15
Q16651	ENSG00000052344.17
Q16653	ENSG00000137345.19
Q16653	ENSG00000204655.13
Q16653	ENSG00000237834.9
Q16653	ENSG00000234623.9
Q16653	ENSG00000234096.9
Q16653	ENSG00000236561.9
Q16653	ENSG00000230885.9
Q16653	ENSG00000232641.10
Q16654	ENSG00000004799.9
Q16655	ENSG00000120215.10
Q16656	ENSG00000106459.16
Q16658	ENSG00000075618.19
Q16659	ENSG00000069956.15
Q16661	ENSG00000044012.4
Q16663	ENSG00000275688.4
Q16663	ENSG00000275528.2
Q16663	ENSG00000275718.2
Q16665	ENSG00000100644.18
Q16666	ENSG00000163565.21
Q16667	ENSG00000100526.22
Q16670	ENSG00000197062.13
Q16671	ENSG00000135409.12
Q16674	ENSG00000261857.8
Q16676	ENSG00000251493.5
Q16678	ENSG00000138061.14
Q16690	ENSG00000138166.7
Q16695	ENSG00000168148.4
Q16695	ENSG00000285435.3
Q16696	ENSG00000197838.6
Q16698	ENSG00000104325.8
Q16706	ENSG00000112893.11
Q16718	ENSG00000128609.17
Q16719	ENSG00000115919.16
Q16720	ENSG00000067842.20
Q16739	ENSG00000148154.11
Q16740	ENSG00000125656.13
Q16760	ENSG00000077044.12
Q16762	ENSG00000128311.15
Q16763	ENSG00000108106.15
Q16769	ENSG00000115828.18
Q16772	ENSG00000174156.16
Q16773	ENSG00000171097.15
Q16774	ENSG00000143774.19
Q16775	ENSG00000063854.14
Q16777	ENSG00000184260.6
Q16778	ENSG00000184678.11
Q16787	ENSG00000053747.17
Q16790	ENSG00000107159.15
Q16795	ENSG00000139180.12
Q16798	ENSG00000151376.20
Q16799	ENSG00000139970.19
Q16816	ENSG00000164776.12
Q16819	ENSG00000112818.12
Q16820	ENSG00000141434.12
Q16821	ENSG00000154415.8
Q16822	ENSG00000100889.13
Q16822	ENSG00000285241.2
Q16825	ENSG00000070778.14
Q16827	ENSG00000151490.16
Q16828	ENSG00000139318.9
Q16829	ENSG00000164086.10
Q16831	ENSG00000183696.15
Q16832	ENSG00000162733.20
Q16836	ENSG00000138796.19
Q16842	ENSG00000157350.14
Q16849	ENSG00000054356.15
Q16850	ENSG00000001630.19
Q16851	ENSG00000169764.17
Q16853	ENSG00000131471.7
Q16854	ENSG00000114956.21
Q16864	ENSG00000128524.5
Q16873	ENSG00000213316.11
Q16873	ENSG00000283887.2
Q16875	ENSG00000170525.22
Q16877	ENSG00000114268.13
Q16878	ENSG00000129596.6
Q16880	ENSG00000174607.13
Q16881	ENSG00000198431.18
Q16890	ENSG00000111907.21
Q16891	ENSG00000132305.23
Q17R31	ENSG00000203705.12
Q17R55	ENSG00000177558.4
Q17R60	ENSG00000112706.12
Q17R89	ENSG00000006740.19
Q17R98	ENSG00000151612.19
Q17RB0	ENSG00000212747.5
Q17RB8	ENSG00000154359.14
Q17RC7	ENSG00000205436.9
Q17RD7	ENSG00000139973.19
Q17RF5	ENSG00000174792.11
Q17RG1	ENSG00000168676.11
Q17RM4	ENSG00000135637.16
Q17RN3	ENSG00000130244.14
Q17RP2	ENSG00000164296.8
Q17RQ9	ENSG00000179846.11
Q17RR3	ENSG00000203837.5
Q17RS7	ENSG00000178295.16
Q17RW2	ENSG00000171502.15
Q17RY0	ENSG00000113742.14
Q17RY6	ENSG00000160886.13
Q18PE1	ENSG00000175920.18
Q19AV6	ENSG00000214941.9
Q19T08	ENSG00000279686.1
Q19T08	ENSG00000249751.5
Q19T08	ENSG00000288260.1
Q19T08	ENSG00000288297.1
Q1A5X6	ENSG00000214216.11
Q1ED39	ENSG00000103550.15
Q1EHB4	ENSG00000148942.16
Q1HG43	ENSG00000140254.14
Q1HG44	ENSG00000140274.15
Q1KMD3	ENSG00000214753.5
Q1L5Z9	ENSG00000170500.13
Q1L6U9	ENSG00000215183.5
Q1MSJ5	ENSG00000104218.17
Q1MX18	ENSG00000188487.13
Q1RMZ1	ENSG00000164603.13
Q1W4C9	ENSG00000214510.10
Q1W6H9	ENSG00000184731.6
Q1X8D7	ENSG00000159708.18
Q1XH10	ENSG00000180592.17
Q1ZYL8	ENSG00000099840.14
Q24JP5	ENSG00000006118.15
Q24JQ0	ENSG00000134490.15
Q27J81	ENSG00000203485.15
Q29980	ENSG00000204516.10
Q29980	ENSG00000206449.11
Q29980	ENSG00000238289.9
Q29980	ENSG00000234218.9
Q29980	ENSG00000231179.9
Q29980	ENSG00000227772.8
Q29983	ENSG00000183214.12
Q29983	ENSG00000235233.9
Q29RF7	ENSG00000121892.16
Q2HXU8	ENSG00000256660.7
Q2I0M4	ENSG00000184709.7
Q2I0M5	ENSG00000101282.10
Q2KHM9	ENSG00000198920.11
Q2KHN1	ENSG00000179580.10
Q2KHN1	ENSG00000291936.1
Q2KHR2	ENSG00000181827.17
Q2KHT3	ENSG00000038532.18
Q2KHT4	ENSG00000111305.19
Q2KJY2	ENSG00000162849.16
Q2L4Q9	ENSG00000151006.8
Q2LD37	ENSG00000138688.17
Q2M1K9	ENSG00000102935.12
Q2M1P5	ENSG00000166813.18
Q2M1V0	ENSG00000175329.14
Q2M1Z3	ENSG00000031081.12
Q2M218	ENSG00000221994.13
Q2M243	ENSG00000162592.10
Q2M296	ENSG00000103248.20
Q2M2D7	ENSG00000189375.12
Q2M2E3	ENSG00000184650.11
Q2M2H8	ENSG00000257743.9
Q2M2H8	ENSG00000278563.2
Q2M2I3	ENSG00000105523.5
Q2M2I5	ENSG00000167916.5
Q2M2I8	ENSG00000115977.22
Q2M2W7	ENSG00000186665.11
Q2M2Z5	ENSG00000088970.17
Q2M329	ENSG00000173013.6
Q2M385	ENSG00000197629.7
Q2M389	ENSG00000136051.16
Q2M3C6	ENSG00000169758.14
Q2M3C7	ENSG00000153820.13
Q2M3D2	ENSG00000283632.5
Q2M3G0	ENSG00000004846.17
Q2M3G4	ENSG00000164403.16
Q2M3M2	ENSG00000117834.14
Q2M3R5	ENSG00000176273.16
Q2M3T9	ENSG00000106302.11
Q2M3V2	ENSG00000198944.6
Q2M3W8	ENSG00000197841.16
Q2M3X9	ENSG00000251192.9
Q2M5E4	ENSG00000253148.1
Q2MJR0	ENSG00000188766.14
Q2MKA7	ENSG00000169218.15
Q2MV58	ENSG00000204852.18
Q2NKJ3	ENSG00000178971.18
Q2NKQ1	ENSG00000167037.20
Q2NKX8	ENSG00000186871.7
Q2NKX9	ENSG00000168887.12
Q2NL67	ENSG00000137817.19
Q2NL68	ENSG00000167595.17
Q2NL82	ENSG00000167721.12
Q2NL98	ENSG00000187650.4
Q2NL98	ENSG00000292061.1
Q2PPJ7	ENSG00000188559.17
Q2PZI1	ENSG00000173852.17
Q2Q1W2	ENSG00000206557.7
Q2Q1W2	ENSG00000291501.1
Q2QD12	ENSG00000235376.5
Q2QGD7	ENSG00000070476.16
Q2QL34	ENSG00000156968.9
Q2QL34	ENSG00000275543.4
Q2T9J0	ENSG00000156521.15
Q2T9K0	ENSG00000145014.19
Q2T9L4	ENSG00000205363.8
Q2TAA2	ENSG00000134330.19
Q2TAA5	ENSG00000253710.5
Q2TAA8	ENSG00000102904.16
Q2TAC2	ENSG00000176155.22
Q2TAC6	ENSG00000196169.16
Q2TAK8	ENSG00000160953.18
Q2TAL5	ENSG00000188176.13
Q2TAL6	ENSG00000188730.6
Q2TAL8	ENSG00000198218.13
Q2TAM9	ENSG00000198680.6
Q2TAP0	ENSG00000155265.13
Q2TAY7	ENSG00000122692.10
Q2TAZ0	ENSG00000110046.15
Q2TB10	ENSG00000048405.12
Q2TB18	ENSG00000034533.13
Q2TB90	ENSG00000156510.14
Q2TBA0	ENSG00000157119.13
Q2TBC4	ENSG00000124593.16
Q2TBC4	ENSG00000278224.8
Q2TBE0	ENSG00000152404.17
Q2TBF2	ENSG00000075035.11
Q2UY09	ENSG00000215018.10
Q2V2M9	ENSG00000134775.17
Q2VIQ3	ENSG00000226650.6
Q2VIR3	ENSG00000180574.4
Q2VPA4	ENSG00000197721.17
Q2VPB7	ENSG00000254470.4
Q2VPJ9	ENSG00000178026.14
Q2VPK5	ENSG00000174177.14
Q2VWA4	ENSG00000215474.9
Q2VWP7	ENSG00000166450.13
Q2VY69	ENSG00000186026.8
Q2VYF4	ENSG00000165046.14
Q2WEN9	ENSG00000213892.12
Q2WGJ6	ENSG00000175946.9
Q2WGJ8	ENSG00000261587.3
Q2WGJ8	ENSG00000285272.1
Q2WGJ9	ENSG00000214814.7
Q2WGN9	ENSG00000215568.9
Q2Y0W8	ENSG00000050438.18
Q2YD98	ENSG00000163945.20
Q30154	ENSG00000198502.8
Q30201	ENSG00000010704.20
Q304Z4	ENSG00000293569.1
Q30KP8	ENSG00000205884.2
Q30KP8	ENSG00000285087.1
Q30KP9	ENSG00000205883.3
Q30KP9	ENSG00000285365.2
Q30KQ4	ENSG00000215545.1
Q30KQ5	ENSG00000215547.1
Q30KQ6	ENSG00000177684.4
Q30KQ7	ENSG00000214642.1
Q30KQ9	ENSG00000203970.4
Q30KR1	ENSG00000205989.2
Q30KR1	ENSG00000206034.2
Q32M45	ENSG00000151572.19
Q32M45	ENSG00000262139.9
Q32M78	ENSG00000196110.9
Q32M84	ENSG00000138152.10
Q32M88	ENSG00000142102.17
Q32MH5	ENSG00000047346.14
Q32MK0	ENSG00000140795.14
Q32MQ0	ENSG00000141579.7
Q32MZ4	ENSG00000124831.21
Q32NB8	ENSG00000087157.20
Q32NC0	ENSG00000141428.17
Q32P28	ENSG00000117385.17
Q32P41	ENSG00000126814.8
Q32P44	ENSG00000149499.13
Q32P51	ENSG00000139675.13
Q32ZL2	ENSG00000117598.15
Q330K2	ENSG00000156170.15
Q33E94	ENSG00000111783.14
Q38SD2	ENSG00000154237.13
Q3B726	ENSG00000105849.7
Q3B7I2	ENSG00000146910.14
Q3B7J2	ENSG00000141098.14
Q3B7S5	ENSG00000206026.7
Q3B7T1	ENSG00000107938.19
Q3B7T3	ENSG00000166546.15
Q3B820	ENSG00000170264.14
Q3B8N2	ENSG00000170298.17
Q3B8N5	ENSG00000119608.15
Q3BBV0	ENSG00000219481.11
Q3BBV2	ENSG00000270231.6
Q3C1V0	ENSG00000214782.8
Q3C1V1	ENSG00000205177.7
Q3C1V8	ENSG00000188909.5
Q3I5F7	ENSG00000205669.4
Q3KNS6	ENSG00000185869.16
Q3KNT9	ENSG00000182896.13
Q3KNT9	ENSG00000288511.3
Q3KNV8	ENSG00000185619.20
Q3KNW1	ENSG00000185669.6
Q3KNW5	ENSG00000145283.8
Q3KP22	ENSG00000168070.13
Q3KP31	ENSG00000173875.14
Q3KP44	ENSG00000164512.18
Q3KP66	ENSG00000163362.12
Q3KPI0	ENSG00000007129.19
Q3KPI0	ENSG00000278565.4
Q3KQU3	ENSG00000116871.17
Q3KQV3	ENSG00000180884.11
Q3KQV9	ENSG00000197355.12
Q3KQZ1	ENSG00000125434.12
Q3KR16	ENSG00000008323.17
Q3KR37	ENSG00000023171.21
Q3KRA6	ENSG00000186132.16
Q3KRA9	ENSG00000239382.12
Q3KRB8	ENSG00000285077.4
Q3KRB8	ENSG00000284906.3
Q3KRB8	ENSG00000274734.1
Q3KRB8	ENSG00000286139.2
Q3L8U1	ENSG00000177200.18
Q3LHN0	ENSG00000232263.1
Q3LHN1	ENSG00000231068.1
Q3LHN2	ENSG00000186965.5
Q3LI54	ENSG00000206102.2
Q3LI58	ENSG00000187005.5
Q3LI59	ENSG00000187026.3
Q3LI60	ENSG00000206104.2
Q3LI61	ENSG00000184032.3
Q3LI62	ENSG00000206105.2
Q3LI63	ENSG00000244624.3
Q3LI64	ENSG00000184724.5
Q3LI66	ENSG00000186930.4
Q3LI67	ENSG00000212938.4
Q3LI68	ENSG00000206106.2
Q3LI70	ENSG00000186925.6
Q3LI72	ENSG00000186977.3
Q3LI73	ENSG00000186967.7
Q3LI76	ENSG00000186970.5
Q3LI77	ENSG00000186971.4
Q3LI81	ENSG00000206107.2
Q3LI83	ENSG00000188694.6
Q3LIE5	ENSG00000170222.13
Q3LXA3	ENSG00000149476.17
Q3MHD2	ENSG00000161654.11
Q3MII6	ENSG00000068354.17
Q3MIN7	ENSG00000205517.14
Q3MIP1	ENSG00000205730.7
Q3MIR4	ENSG00000182107.7
Q3MIS6	ENSG00000167555.15
Q3MIT2	ENSG00000162927.16
Q3MIV0	ENSG00000186924.3
Q3MIW9	ENSG00000232251.5
Q3MIW9	ENSG00000229284.4
Q3MIX3	ENSG00000173137.13
Q3MIX3	ENSG00000285451.2
Q3MJ13	ENSG00000166415.16
Q3MJ16	ENSG00000188089.14
Q3MJ62	ENSG00000187987.11
Q3MUY2	ENSG00000255072.2
Q3SX64	ENSG00000181781.10
Q3SXM0	ENSG00000182308.7
Q3SXM5	ENSG00000103160.13
Q3SXP7	ENSG00000138944.8
Q3SXY7	ENSG00000183423.13
Q3SXY8	ENSG00000169379.17
Q3SXZ3	ENSG00000250312.8
Q3SXZ7	ENSG00000131044.19
Q3SY00	ENSG00000175513.10
Q3SY17	ENSG00000141437.10
Q3SY46	ENSG00000240432.4
Q3SY52	ENSG00000171649.12
Q3SY56	ENSG00000189120.6
Q3SY69	ENSG00000136010.15
Q3SY77	ENSG00000168671.11
Q3SY84	ENSG00000139648.7
Q3SYB3	ENSG00000273514.2
Q3SYC2	ENSG00000166391.16
Q3SYF9	ENSG00000244362.3
Q3SYG4	ENSG00000122507.22
Q3T8J9	ENSG00000116580.21
Q3T906	ENSG00000111670.17
Q3V5L5	ENSG00000167889.14
Q3V6T2	ENSG00000115355.19
Q3YBM2	ENSG00000106565.20
Q3YBR2	ENSG00000154144.14
Q3YEC7	ENSG00000196642.20
Q3ZAQ7	ENSG00000160131.15
Q3ZCM7	ENSG00000261456.6
Q3ZCN5	ENSG00000165899.12
Q3ZCQ2	ENSG00000177721.5
Q3ZCQ3	ENSG00000185442.14
Q3ZCQ8	ENSG00000105197.12
Q3ZCT1	ENSG00000254004.8
Q3ZCT8	ENSG00000187715.14
Q3ZCU0	ENSG00000179240.13
Q3ZCV2	ENSG00000162398.12
Q3ZCW2	ENSG00000119862.14
Q3ZCX4	ENSG00000198453.16
Q3ZM63	ENSG00000224107.5
Q3ZM63	ENSG00000238210.4
Q400G9	ENSG00000174945.15
Q401N2	ENSG00000186919.13
Q460N3	ENSG00000173200.14
Q460N5	ENSG00000173193.16
Q494R4	ENSG00000248712.9
Q494U1	ENSG00000187583.12
Q494V2	ENSG00000163885.13
Q494W8	ENSG00000166664.16
Q494X3	ENSG00000176222.11
Q495A1	ENSG00000181847.13
Q495B1	ENSG00000166839.19
Q495C1	ENSG00000178222.14
Q495M3	ENSG00000186335.9
Q495M9	ENSG00000182040.9
Q495N2	ENSG00000186334.10
Q495T6	ENSG00000142606.16
Q495T6	ENSG00000277131.4
Q495W5	ENSG00000196968.11
Q495X7	ENSG00000176979.14
Q495Y8	ENSG00000205238.12
Q495Y8	ENSG00000173678.15
Q496A3	ENSG00000249481.8
Q496F6	ENSG00000186407.9
Q496H8	ENSG00000188038.8
Q496J9	ENSG00000122012.14
Q496M5	ENSG00000185988.16
Q496Y0	ENSG00000175556.19
Q499Z3	ENSG00000171790.17
Q499Z4	ENSG00000171161.14
Q49A17	ENSG00000174473.17
Q49A26	ENSG00000140632.18
Q49A88	ENSG00000175455.17
Q49A92	ENSG00000165084.17
Q49AA0	ENSG00000187815.11
Q49AG3	ENSG00000236287.9
Q49AH0	ENSG00000185267.11
Q49AJ0	ENSG00000147724.12
Q49AM1	ENSG00000120832.12
Q49AM3	ENSG00000115282.22
Q49AN0	ENSG00000121671.13
Q49AR2	ENSG00000082213.19
Q49B96	ENSG00000240230.6
Q49MG5	ENSG00000164114.20
Q49MI3	ENSG00000188452.15
Q49SQ1	ENSG00000214943.5
Q4AC94	ENSG00000168014.19
Q4AC99	ENSG00000205126.2
Q4ADV7	ENSG00000107036.13
Q4AE62	ENSG00000121964.16
Q4FZB7	ENSG00000110066.16
Q4G0A6	ENSG00000106125.15
Q4G0F5	ENSG00000151502.12
Q4G0G5	ENSG00000205209.8
Q4G0I0	ENSG00000174109.5
Q4G0J3	ENSG00000174720.19
Q4G0M1	ENSG00000178752.16
Q4G0N0	ENSG00000204136.13
Q4G0N4	ENSG00000152620.14
Q4G0N7	ENSG00000203778.9
Q4G0N8	ENSG00000172139.15
Q4G0N8	ENSG00000285044.2
Q4G0P3	ENSG00000157423.18
Q4G0S4	ENSG00000186684.15
Q4G0S7	ENSG00000198865.11
Q4G0T1	ENSG00000214279.13
Q4G0U5	ENSG00000163075.14
Q4G0W2	ENSG00000188542.10
Q4G0X4	ENSG00000188997.9
Q4G0X9	ENSG00000141519.16
Q4G0X9	ENSG00000291505.1
Q4G0Z9	ENSG00000178460.19
Q4G112	ENSG00000176160.11
Q4G148	ENSG00000151233.12
Q4G163	ENSG00000156509.14
Q4G176	ENSG00000176715.18
Q4G1C9	ENSG00000180481.12
Q4J6C6	ENSG00000138078.17
Q4JDL3	ENSG00000204179.12
Q4KMG0	ENSG00000064309.17
Q4KMG9	ENSG00000165685.10
Q4KMP7	ENSG00000169221.15
Q4KMQ1	ENSG00000176058.14
Q4KMQ2	ENSG00000177119.18
Q4KMZ1	ENSG00000160051.13
Q4KMZ8	ENSG00000084628.11
Q4KWH8	ENSG00000114805.19
Q4L180	ENSG00000168386.19
Q4L235	ENSG00000157426.15
Q4LDE5	ENSG00000165124.19
Q4LDG9	ENSG00000119661.16
Q4LDR2	ENSG00000205279.9
Q4LE39	ENSG00000054267.23
Q4LEZ3	ENSG00000205002.4
Q4QY38	ENSG00000205882.9
Q4QY38	ENSG00000284754.2
Q4U2R6	ENSG00000111639.9
Q4U2R8	ENSG00000197901.13
Q4V321	ENSG00000274274.3
Q4V326	ENSG00000275113.1
Q4V328	ENSG00000068400.15
Q4V328	ENSG00000292219.1
Q4V339	ENSG00000215126.13
Q4V9L6	ENSG00000183160.10
Q4VC05	ENSG00000110987.10
Q4VC12	ENSG00000166343.10
Q4VC31	ENSG00000160124.10
