From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Reviewed
ENSG00000156875	Q96MC6	S71A1_HUMAN	Solute carrier family 71 member 1 (Hippocampus abundant transcript 1 protein) (Major facilitator superfamily domain-containing 14A) (Putative tetracycline transporter-like protein)	SLC71A1 HIAT1 MFSD14A	Homo sapiens (Human)	490	reviewed
ENSG00000156973	O43924	PDE6D_HUMAN	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (GMP-PDE delta) (Protein p17)	PDE6D PDED	Homo sapiens (Human)	150	reviewed
ENSG00000157014	Q93075	TATD2_HUMAN	3'-5' RNA nuclease TATDN2 (EC 3.1.13.-) (TatD DNase domain containing 2)	TATDN2 KIAA0218	Homo sapiens (Human)	761	reviewed
ENSG00000157020	P55735	SEC13_HUMAN	Protein SEC13 homolog (GATOR2 complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein)	SEC13 D3S1231E SEC13A SEC13L1 SEC13R	Homo sapiens (Human)	322	reviewed
ENSG00000157181	Q5SWX8	ODR4_HUMAN	Protein odr-4 homolog (hODR-4) (LAG1-interacting protein) (Transactivated by transforming growth factor beta protein 1)	ODR4 C1orf27 TTG1 TTG1A	Homo sapiens (Human)	454	reviewed
ENSG00000157259	Q8WUU5	GATD1_HUMAN	GATA zinc finger domain-containing protein 1 (Ocular development-associated gene protein)	GATAD1 ODAG	Homo sapiens (Human)	269	reviewed
ENSG00000157500	Q9UKG1	DP13A_HUMAN	DCC-interacting protein 13-alpha (Dip13-alpha) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 1)	APPL1 APPL DIP13A KIAA1428	Homo sapiens (Human)	709	reviewed
ENSG00000157538	O14972	VP26C_HUMAN	Vacuolar protein sorting-associated protein 26C (Down syndrome critical region protein 3) (Down syndrome critical region protein A)	VPS26C DCRA DSCR3 DSCRA	Homo sapiens (Human)	297	reviewed
ENSG00000157637	Q9HBR0	S38AA_HUMAN	Solute carrier family 38 member 10 (Amino acid transporter SLC38A10)	SLC38A10 PP1744	Homo sapiens (Human)	1119	reviewed
ENSG00000157778	Q9BT73	PSMG3_HUMAN	Proteasome assembly chaperone 3 (PAC-3) (hPAC3) (Proteasome chaperone homolog 3) (Pba3)	PSMG3 C7orf48 PAC3	Homo sapiens (Human)	122	reviewed
ENSG00000157823	P59780	AP3S2_HUMAN	AP-3 complex subunit sigma-2 (AP-3 complex subunit sigma-3B) (Adaptor-related protein complex 3 subunit sigma-2) (Sigma-3B-adaptin) (Sigma3B-adaptin) (Sigma-adaptin 3b)	AP3S2	Homo sapiens (Human)	193	reviewed
ENSG00000157837	Q8TCT6	SPPL3_HUMAN	Signal peptide peptidase-like 3 (SPP-like 3) (EC 3.4.23.-) (Intramembrane protease 2) (IMP-2) (Presenilin homologous protein 1) (PSH1) (Presenilin-like protein 4)	SPPL3 IMP2 PSL4	Homo sapiens (Human)	384	reviewed
ENSG00000157916	O15258	RER1_HUMAN	Protein RER1	RER1	Homo sapiens (Human)	196	reviewed
ENSG00000157954	Q9Y4P8	WIPI2_HUMAN	WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2) (WIPI49-like protein 2)	WIPI2 CGI-50	Homo sapiens (Human)	454	reviewed
ENSG00000158042	Q9NRX2	RM17_HUMAN	Large ribosomal subunit protein bL17m (39S ribosomal protein L17, mitochondrial) (L17mt) (MRP-L17) (LYST-interacting protein 2)	MRPL17 LIP2	Homo sapiens (Human)	175	reviewed
ENSG00000158109	Q5T0D9	TPRGL_HUMAN	Tumor protein p63-regulated gene 1-like protein (Mossy fiber terminal-associated vertebrate-specific presynaptic protein) (Protein FAM79A)	TPRG1L FAM79A MOVER	Homo sapiens (Human)	272	reviewed
ENSG00000158290	Q13620	CUL4B_HUMAN	Cullin-4B (CUL-4B)	CUL4B KIAA0695	Homo sapiens (Human)	913	reviewed
ENSG00000158417	O60841	IF2P_HUMAN	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	EIF5B IF2 KIAA0741	Homo sapiens (Human)	1220	reviewed
ENSG00000158435	Q9UKZ1	CNO11_HUMAN	CCR4-NOT transcription complex subunit 11	CNOT11 C2orf29 C40	Homo sapiens (Human)	510	reviewed
ENSG00000158470	O43286	B4GT5_HUMAN	Beta-1,4-galactosyltransferase 5 (Beta-1,4-GalTase 5) (Beta4Gal-T5) (b4Gal-T5) (EC 2.4.1.-) (Beta-1,4-GalT II) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5)	B4GALT5	Homo sapiens (Human)	388	reviewed
ENSG00000158526	Q969E8	TSR2_HUMAN	Pre-rRNA-processing protein TSR2 homolog	TSR2	Homo sapiens (Human)	191	reviewed
ENSG00000158545	Q86VM9	ZCH18_HUMAN	Zinc finger CCCH domain-containing protein 18 (Nuclear protein NHN1)	ZC3H18 NHN1	Homo sapiens (Human)	953	reviewed
ENSG00000158604	Q7Z7H5	TMED4_HUMAN	Transmembrane emp24 domain-containing protein 4 (Endoplasmic reticulum stress-response protein 25) (ERS25) (GMP25iso) (Putative NF-kappa-B-activating protein 156) (p24 family protein alpha-3) (p24alpha3)	TMED4 ERS25	Homo sapiens (Human)	227	reviewed
ENSG00000158615	Q5SWA1	PR15B_HUMAN	Protein phosphatase 1 regulatory subunit 15B	PPP1R15B	Homo sapiens (Human)	713	reviewed
ENSG00000158669	Q86UL3	GPAT4_HUMAN	Glycerol-3-phosphate acyltransferase 4 (EC 2.3.1.15) (1-acylglycerol-3-phosphate O-acyltransferase 6) (1-AGP acyltransferase 6) (1-AGPAT 6) (Acyl-CoA:glycerol-3-phosphate acyltransferase 4) (Lysophosphatidic acid acyltransferase zeta) (LPAAT-zeta) (Testis spermatogenesis apoptosis-related protein 7) (TSARG7)	GPAT4 AGPAT6 TSARG7 UNQ551/PRO1108	Homo sapiens (Human)	456	reviewed
ENSG00000158805	Q8N554	ZN276_HUMAN	Zinc finger protein 276 (Zfp-276) (Zinc finger protein 477)	ZNF276 CENP-Z ZFP276 ZNF477	Homo sapiens (Human)	614	reviewed
ENSG00000158850	O60512	B4GT3_HUMAN	Beta-1,4-galactosyltransferase 3 (Beta-1,4-GalTase 3) (Beta4Gal-T3) (b4Gal-T3) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 3) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 3)	B4GALT3	Homo sapiens (Human)	393	reviewed
ENSG00000158941	Q8N163	CCAR2_HUMAN	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)	CCAR2 DBC1 KIAA1967	Homo sapiens (Human)	923	reviewed
ENSG00000159069	Q969U6	FBXW5_HUMAN	F-box/WD repeat-containing protein 5 (F-box and WD-40 domain-containing protein 5)	FBXW5 FBW5 PP3971	Homo sapiens (Human)	566	reviewed
ENSG00000159140	P18583	SON_HUMAN	Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3)	SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312	Homo sapiens (Human)	2426	reviewed
ENSG00000159199	P05496	AT5G1_HUMAN	ATP synthase F(0) complex subunit C1, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 1) (ATP synthase proteolipid P1) (ATP synthase proton-transporting mitochondrial F(0) complex subunit C1) (ATPase protein 9) (ATPase subunit c) (Proton-conducting channel, ATP synthase F(0) complex subunit c)	ATP5MC1 ATP5G1	Homo sapiens (Human)	136	reviewed
ENSG00000159202	Q9H832	UBE2Z_HUMAN	Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Uba6-specific E2 conjugating enzyme 1) (Use1) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z)	UBE2Z HOYS7	Homo sapiens (Human)	354	reviewed
ENSG00000159210	Q96H20	SNF8_HUMAN	Vacuolar-sorting protein SNF8 (ELL-associated protein of 30 kDa) (ESCRT-II complex subunit VPS22) (hVps22)	SNF8 EAP30	Homo sapiens (Human)	258	reviewed
ENSG00000159346	Q96A54	PAQR1_HUMAN	Adiponectin receptor protein 1 (Progestin and adipoQ receptor family member 1) (Progestin and adipoQ receptor family member I)	ADIPOR1 PAQR1 TESBP1A CGI-45	Homo sapiens (Human)	375	reviewed
ENSG00000159348	Q9UHQ9	NB5R1_HUMAN	NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)	CYB5R1 NQO3A2 UNQ3049/PRO9865	Homo sapiens (Human)	305	reviewed
ENSG00000159352	P55036	PSMD4_HUMAN	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Antisecretory factor 1) (AF) (ASF) (Multiubiquitin chain-binding protein)	PSMD4 MCB1	Homo sapiens (Human)	377	reviewed
ENSG00000159377	P28070	PSB4_HUMAN	Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3) (Proteasome subunit beta-7) (beta-7)	PSMB4 PROS26	Homo sapiens (Human)	264	reviewed
ENSG00000159461	Q9UKV5	AMFR_HUMAN	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING finger protein 45) (gp78)	AMFR RNF45	Homo sapiens (Human)	643	reviewed
ENSG00000159658	O75071	EFC14_HUMAN	EF-hand calcium-binding domain-containing protein 14	EFCAB14 KIAA0494	Homo sapiens (Human)	495	reviewed
ENSG00000159692	Q13363	CTBP1_HUMAN	C-terminal-binding protein 1 (CtBP1) (EC 1.1.1.-)	CTBP1 CTBP	Homo sapiens (Human)	440	reviewed
ENSG00000159720	P61421	VA0D1_HUMAN	V-type proton ATPase subunit d 1 (V-ATPase subunit d 1) (32 kDa accessory protein) (V-ATPase 40 kDa accessory protein) (V-ATPase AC39 subunit) (p39) (Vacuolar proton pump subunit d 1)	ATP6V0D1 ATP6D VPATPD	Homo sapiens (Human)	351	reviewed
ENSG00000159840	Q15942	ZYX_HUMAN	Zyxin (Zyxin-2)	ZYX	Homo sapiens (Human)	572	reviewed
ENSG00000160007	Q9NRY4	RHG35_HUMAN	Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A)	ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP	Homo sapiens (Human)	1499	reviewed
ENSG00000160014	P0DP25	CALM3_HUMAN	Calmodulin-3	CALM3 CALML2 CAM3 CAMC CAMIII	Homo sapiens (Human)	149	reviewed
ENSG00000160058	Q9NW68	BSDC1_HUMAN	BSD domain-containing protein 1	BSDC1 UNQ2494/PRO5781	Homo sapiens (Human)	430	reviewed
ENSG00000160075	Q9NP77	SSU72_HUMAN	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (CTD phosphatase SSU72) (EC 3.1.3.16)	SSU72 HSPC182 PNAS-120	Homo sapiens (Human)	194	reviewed
ENSG00000160113	P10588	NR2F6_HUMAN	Nuclear receptor subfamily 2 group F member 6 (V-erbA-related protein 2) (EAR-2)	NR2F6 EAR2 ERBAL2	Homo sapiens (Human)	404	reviewed
ENSG00000160131	Q3ZAQ7	VMA21_HUMAN	Vacuolar ATPase assembly integral membrane protein VMA21 (Myopathy with excessive autophagy protein)	VMA21 MEAX XMEA	Homo sapiens (Human)	101	reviewed
ENSG00000160194	P56181	NDUV3_HUMAN	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit) (Renal carcinoma antigen NY-REN-4)	NDUFV3	Homo sapiens (Human)	108	reviewed
ENSG00000160201	Q01081	U2AF1_HUMAN	Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 small nuclear RNA auxiliary factor 1) (U2 snRNP auxiliary factor small subunit)	U2AF1 U2AF35 U2AFBP FP793	Homo sapiens (Human)	240	reviewed
ENSG00000160216	Q9NRZ7	PLCC_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 3) (1-AGP acyltransferase 3) (1-AGPAT 3) (Lysophosphatidic acid acyltransferase gamma) (LPAAT-gamma)	AGPAT3 LPAAT3 UNQ759/PRO1490	Homo sapiens (Human)	376	reviewed
ENSG00000160221	P0DPI2	GAL3A_HUMAN	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	GATD3 C21orf33 GATD3A	Homo sapiens (Human)	268	reviewed
ENSG00000160445	Q7Z7L7	ZER1_HUMAN	Protein zer-1 homolog (Hzyg) (Zyg-11 homolog B-like protein) (Zyg11b-like protein)	ZER1 C9orf60 ZYG ZYG11BL	Homo sapiens (Human)	766	reviewed
ENSG00000160551	Q7L7X3	TAOK1_HUMAN	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)	TAOK1 KIAA1361 MAP3K16 MARKK	Homo sapiens (Human)	1001	reviewed
ENSG00000160633	Q15424	SAFB1_HUMAN	Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)	SAFB HAP HET SAFB1	Homo sapiens (Human)	915	reviewed
ENSG00000160679	Q9Y3Y2	CHTOP_HUMAN	Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG)	CHTOP C1orf77 FOP HT031 PP7704	Homo sapiens (Human)	248	reviewed
ENSG00000160714	Q7Z7E8	UB2Q1_HUMAN	Ubiquitin-conjugating enzyme E2 Q1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Q1) (Protein NICE-5) (Ubiquitin carrier protein Q1) (Ubiquitin-protein ligase Q1)	UBE2Q1 NICE5 UBE2Q PRO3094	Homo sapiens (Human)	422	reviewed
ENSG00000160783	Q6P1K2	PMF1_HUMAN	Polyamine-modulated factor 1 (PMF-1)	PMF1	Homo sapiens (Human)	205	reviewed
ENSG00000160789	P02545	LMNA_HUMAN	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	LMNA LMN1	Homo sapiens (Human)	664	reviewed
ENSG00000160799	Q8WUD4	CCD12_HUMAN	Coiled-coil domain-containing protein 12	CCDC12	Homo sapiens (Human)	166	reviewed
ENSG00000160803	Q9NRR5	UBQL4_HUMAN	Ubiquilin-4 (Ataxin-1 interacting ubiquitin-like protein) (A1Up) (Ataxin-1 ubiquitin-like-interacting protein A1U) (Connexin43-interacting protein of 75 kDa) (CIP75)	UBQLN4 C1orf6 CIP75 UBIN	Homo sapiens (Human)	601	reviewed
ENSG00000160877	Q96RE7	NACC1_HUMAN	Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B)	NACC1 BTBD14B NAC1	Homo sapiens (Human)	527	reviewed
ENSG00000160932	Q16553	LY6E_HUMAN	Lymphocyte antigen 6E (Ly-6E) (Retinoic acid-induced gene E protein) (RIG-E) (Stem cell antigen 2) (SCA-2) (Thymic shared antigen 1) (TSA-1)	LY6E 9804 RIGE SCA2 TSA1	Homo sapiens (Human)	131	reviewed
ENSG00000160948	Q9UK41	VPS28_HUMAN	Vacuolar protein sorting-associated protein 28 homolog (H-Vps28) (ESCRT-I complex subunit VPS28)	VPS28	Homo sapiens (Human)	221	reviewed
ENSG00000160959	Q15048	LRC14_HUMAN	Leucine-rich repeat-containing protein 14	LRRC14 KIAA0014	Homo sapiens (Human)	493	reviewed
ENSG00000161016	P62917	RL8_HUMAN	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)	RPL8	Homo sapiens (Human)	257	reviewed
ENSG00000161021	Q92585	MAML1_HUMAN	Mastermind-like protein 1 (Mam-1)	MAML1 KIAA0200	Homo sapiens (Human)	1016	reviewed
ENSG00000161202	Q92997	DVL3_HUMAN	Segment polarity protein dishevelled homolog DVL-3 (Dishevelled-3) (DSH homolog 3)	DVL3 KIAA0208	Homo sapiens (Human)	716	reviewed
ENSG00000161203	Q96CW1	AP2M1_HUMAN	AP-2 complex subunit mu (AP-2 mu chain) (Adaptin-mu2) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein)	AP2M1 CLAPM1 KIAA0109	Homo sapiens (Human)	435	reviewed
ENSG00000161217	P49585	PCY1A_HUMAN	Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)	PCYT1A CTPCT PCYT1	Homo sapiens (Human)	367	reviewed
ENSG00000161533	Q15067	ACOX1_HUMAN	Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) (Peroxisomal fatty acyl-CoA oxidase) (Straight-chain acyl-CoA oxidase) (SCOX) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain]	ACOX1 ACOX	Homo sapiens (Human)	660	reviewed
ENSG00000161542	Q14558	KPRA_HUMAN	Phosphoribosyl pyrophosphate synthase-associated protein 1 (PRPP synthase-associated protein 1) (39 kDa phosphoribosypyrophosphate synthase-associated protein) (PAP39)	PRPSAP1	Homo sapiens (Human)	356	reviewed
ENSG00000161547	Q01130	SRSF2_HUMAN	Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	SRSF2 SFRS2	Homo sapiens (Human)	221	reviewed
ENSG00000161654	Q3MHD2	LSM12_HUMAN	Protein LSM12	LSM12	Homo sapiens (Human)	195	reviewed
ENSG00000161904	Q8NC56	LEMD2_HUMAN	LEM domain-containing protein 2 (hLEM2)	LEMD2	Homo sapiens (Human)	503	reviewed
ENSG00000161920	Q9P086	MED11_HUMAN	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	MED11 HSPC296	Homo sapiens (Human)	117	reviewed
ENSG00000161960	P60842	IF4A1_HUMAN	Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)	EIF4A1 DDX2A EIF4A	Homo sapiens (Human)	406	reviewed
ENSG00000161970	P61254	RL26_HUMAN	Large ribosomal subunit protein uL24 (60S ribosomal protein L26)	RPL26	Homo sapiens (Human)	145	reviewed
ENSG00000162191	Q04323	UBXN1_HUMAN	UBX domain-containing protein 1 (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein)	UBXN1 SAKS1	Homo sapiens (Human)	297	reviewed
ENSG00000162231	Q9UBU9	NXF1_HUMAN	Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP)	NXF1 TAP	Homo sapiens (Human)	619	reviewed
ENSG00000162236	Q13190	STX5_HUMAN	Syntaxin-5	STX5 STX5A	Homo sapiens (Human)	355	reviewed
ENSG00000162244	P47914	RL29_HUMAN	Large ribosomal subunit protein eL29 (60S ribosomal protein L29) (Cell surface heparin-binding protein HIP)	RPL29	Homo sapiens (Human)	159	reviewed
ENSG00000162300	O95159	ZFPL1_HUMAN	Zinc finger protein-like 1 (Zinc finger protein MCG4)	ZFPL1	Homo sapiens (Human)	310	reviewed
ENSG00000162368	P30085	KCY_HUMAN	UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)	CMPK1 CMK CMPK UCK UMK UMPK	Homo sapiens (Human)	196	reviewed
ENSG00000162378	Q9C0D3	ZY11B_HUMAN	Protein zyg-11 homolog B	ZYG11B KIAA1730	Homo sapiens (Human)	744	reviewed
ENSG00000162384	Q9NWV4	CZIB_HUMAN	CXXC motif containing zinc binding protein (UPF0587 protein C1orf123)	CZIB C1orf123	Homo sapiens (Human)	160	reviewed
ENSG00000162385	P61326	MGN_HUMAN	Protein mago nashi homolog	MAGOH MAGOHA	Homo sapiens (Human)	146	reviewed
ENSG00000162413	Q9UJP4	KLH21_HUMAN	Kelch-like protein 21	KLHL21 KIAA0469	Homo sapiens (Human)	597	reviewed
ENSG00000162434	P23458	JAK1_HUMAN	Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1)	JAK1 JAK1A JAK1B	Homo sapiens (Human)	1154	reviewed
ENSG00000162517	Q9UBV8	PEF1_HUMAN	Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1)	PEF1 ABP32 UNQ1845/PRO3573	Homo sapiens (Human)	284	reviewed
ENSG00000162613	Q96AE4	FUBP1_HUMAN	Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V)	FUBP1	Homo sapiens (Human)	644	reviewed
ENSG00000162729	Q969P0	IGSF8_HUMAN	Immunoglobulin superfamily member 8 (IgSF8) (CD81 partner 3) (Glu-Trp-Ile EWI motif-containing protein 2) (EWI-2) (Keratinocytes-associated transmembrane protein 4) (KCT-4) (LIR-D1) (Prostaglandin regulatory-like protein) (PGRL) (CD antigen CD316)	IGSF8 CD81P3 EWI2 KCT4	Homo sapiens (Human)	613	reviewed
ENSG00000162734	Q15121	PEA15_HUMAN	Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED)	PEA15	Homo sapiens (Human)	130	reviewed
ENSG00000162889	P49137	MAPK2_HUMAN	MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1)	MAPKAPK2	Homo sapiens (Human)	400	reviewed
ENSG00000162961	Q9C005	DPY30_HUMAN	Protein dpy-30 homolog (Dpy-30-like protein) (Dpy-30L)	DPY30	Homo sapiens (Human)	99	reviewed
ENSG00000162980	Q9Y689	ARL5A_HUMAN	ADP-ribosylation factor-like protein 5A	ARL5A ARFLP5 ARL5	Homo sapiens (Human)	179	reviewed
ENSG00000163001	Q96G28	CFA36_HUMAN	Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104)	CFAP36 CCDC104 UNQ163/PRO189	Homo sapiens (Human)	342	reviewed
ENSG00000163041	P84243	H33_HUMAN	Histone H3.3	H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B	Homo sapiens (Human)	136	reviewed
ENSG00000163125	Q5VT52	RPRD2_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 2	RPRD2 KIAA0460 HSPC099	Homo sapiens (Human)	1461	reviewed
ENSG00000163162	Q8NC42	RN149_HUMAN	E3 ubiquitin-protein ligase RNF149 (EC 2.3.2.27) (DNA polymerase-transactivated protein 2) (RING finger protein 149) (RING-type E3 ubiquitin transferase RNF149)	RNF149 DNAPTP2	Homo sapiens (Human)	400	reviewed
ENSG00000163166	Q96ST2	IWS1_HUMAN	Protein IWS1 homolog (IWS1-like protein)	IWS1 IWS1L	Homo sapiens (Human)	819	reviewed
ENSG00000163319	Q9Y3D5	RT18C_HUMAN	Small ribosomal subunit protein bS18m (28S ribosomal protein S18-1, mitochondrial) (MRP-S18-1) (28S ribosomal protein S18c, mitochondrial) (MRP-S18-c) (Mrps18-c) (S18mt-c) (Small ribosomal subunit protein bS18c)	MRPS18C CGI-134	Homo sapiens (Human)	142	reviewed
ENSG00000163320	Q9UFW8	CGBP1_HUMAN	CGG triplet repeat-binding protein 1 (CGG-binding protein 1) (20 kDa CGG-binding protein) (p20-CGGBP DNA-binding protein)	CGGBP1 CGGBP	Homo sapiens (Human)	167	reviewed
ENSG00000163344	Q15126	PMVK_HUMAN	Phosphomevalonate kinase (PMKase) (hPMK) (EC 2.7.4.2)	PMVK PMKI	Homo sapiens (Human)	192	reviewed
ENSG00000163349	Q86Z02	HIPK1_HUMAN	Homeodomain-interacting protein kinase 1 (EC 2.7.11.1) (Nuclear body-associated kinase 2)	HIPK1 KIAA0630 MYAK NBAK2	Homo sapiens (Human)	1210	reviewed
ENSG00000163382	Q8NCW5	NNRE_HUMAN	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase) (NAXE) (YjeF N-terminal domain-containing protein 1) (YjeF_N1)	NAXE AIBP APOA1BP YJEFN1	Homo sapiens (Human)	288	reviewed
